Диагностика,"Массовая доля, %",Модель плотности,"Мольная доля, %","Молярный объём, см³/моль атомов","Объёмная доля среди покрытых, %","Объёмная доля, %","Плотность фазы, г/см³","Плотность фазы, кг/м³",Примечание,"Средняя молярная масса, г/моль атомов",Статус данных,Фаза
,88.63393989982247,FCC_A1,88.01154700108059,7.221349017245601,87.41669296609503,87.41669296609503,7.673926856426294,7673.926856426294,Прямая DP-модель из physical_data.pdb.,55.41610416306864,прямая модель,FCC_A1
,11.36606010017754,FCC_A1,11.98845299975847,7.631242703735786,12.58330703390498,12.58330703390498,6.836394688561834,6836.394688561833,Плотность оценена по разупорядоченной ГЦК-модели FCC_A1.,52.17018708694558,оценка по связанной фазе,GAMMA_PRIME
