"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"z26_Fe","09Х18Н9","6-29|09Х18Н9","Fe","","mc_fe","2.059","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","совпадает","schitaetsya","v_reshatel","C CR CU FE MN NI SI TI","P S","","","0.08501700340068014","","18.00360072014403","0.1250250050010002","70.73414682936587","","","1.6003200640128026","","","","9.001800360072014","","0.40008001600320064","","0.05001000200040008","","","","","","C=0.003889792558995548;CR=0.19027829554076997;CU=0.00108120607457348;FE=0.6960567336469061;MN=0.016007880002002865;NI=0.0842835623919196;SI=0.007828386252003145;TI=0.0005741435328292675","1673.9","1716.1","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""6-29|09Х18Н9""], solidus_K/likvidus_K","200","True","0.25","ad6d1f0e1af52aa046d581e16582555c41eeb9c56d5df5e0836ac9693164a1d9","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","BCC_A2 FCC_A1","","","",""
