Величина,Значение
E_Hill_GPa,100.410754454413
E_Reuss_GPa,100.2056939006843
E_Voigt_GPa,100.6158150081418
G_Hill_GPa,40.16430178176522
G_Reuss_GPa,40.08227756027374
G_Voigt_GPa,40.2463260032567
K_Hill_GPa,66.9405029696087
K_Reuss_GPa,66.80379593378956
K_Voigt_GPa,67.07721000542786
K_over_G_Hill,1.666666666666667
nu_Hill,0.25
