,"Время, с","Время, ч","Температура, °C","Объёмная доля, %","Средний радиус, нм","Плотность частиц, 1/м³","Скорость зарождения, 1/(м³·с)","Движущая сила, Дж/м³","Движущая сила, Дж/моль","Критический радиус, нм","Радиус зародыша, нм"
0,0,0,800.00000000000011,0,0,0,0,57704062.430526771,378.90059786038182,0.79717091072022939,0
1,0.01001,2.7805555555555557e-06,800.00000000000011,0,0,0,2.8434946397391538e+22,57704062.430517904,378.90059786032361,0.79717091072035184,1.023581116498443
2,0.020030010000000001,5.5638916666666669e-06,800.00000000000011,0.00015025697823116828,1.0800000000000001,2.8475723998273113e+20,5.8360581785060335e+26,57703382.208436817,378.89613133678358,0.79718030797290662,1.023590513750998
3,0.020220723980257944,5.6168677722938729e-06,800.00000000000011,0.052119462240917701,1.0801634630998236,9.8721615897473703e+22,5.7140819656501457e+26,57467938.539089531,377.35014404714457,0.80044632136423211,1.0268565271423233
4,0.020413580650538964,5.6704390695941565e-06,800.00000000000011,0.10361480373405248,1.0802405631920242,1.9621248946096263e+23,5.5961965578472545e+26,57234294.438820511,375.8159732184431,0.80371393499348209,1.0301241407715733
5,0.020608556860230644,5.7245991278418458e-06,800.00000000000011,0.15464244046762257,1.0803175453116562,2.9276976478706983e+23,5.4821034039664226e+26,57002430.791462801,374.29349332871789,0.80698312968943386,1.0333933354675251
6,0.020805633596056569,5.7793426655712695e-06,800.00000000000011,0.20520843459034094,1.0803944598662103,3.8840563923900508e+23,5.3715372729659996e+26,56772328.714300908,372.78258038891363,0.8102538867392387,1.03666409251733
7,0.021004795650034106,5.834665458342807e-06,800.00000000000011,0.25531873708458341,1.0804712932143812,4.8313212385633563e+23,5.2642622661231411e+26,56543969.616458915,371.28311232627311,0.81352618700138524,1.0399363927794765
8,0.02120603130437284,5.890564251214678e-06,800.00000000000011,0.30497919110567723,1.0805480230260109,5.7696104541967083e+23,5.1600681531955973e+26,56317335.190002561,369.79496892591123,0.81680001095232757,1.0432102167304189
9,0.021409332039729966,5.9470366777027679e-06,800.00000000000011,0.35419553520833347,1.0806246260152279,6.6990404877405004e+23,5.058767174935711e+26,56092407.401267417,368.31803177387332,0.82007533873400162,1.0464855445120931
10,0.021614692266457413,6.0040811851270588e-06,800.00000000000011,0.40297340638526397,1.0807010796869965,7.6197259936248105e+23,4.9601912541364047e+26,55869168.482745551,366.85218420386082,0.8233521501972324,1.0497623559753237
11,0.021822109078085385,6.0616969661348291e-06,800.00000000000011,0.45131834292707507,1.0807773627713071,8.5317798591574798e+23,4.8641895635152839e+26,55647600.925544992,365.39731124771782,0.82663042494045291,1.053040630718544
12,0.022031582026037229,6.1198838961214523e-06,800.00000000000011,0.49923578711902183,1.0808534552794196,9.4353132326370975e+23,4.7706264051174335e+26,55427687.472443201,363.95329958981887,0.82991014234302418,1.0563203481211154
13,0.022243112914405304,6.1786424762236954e-06,800.00000000000011,0.54673108778730595,1.0809293384357597,1.0330435552348874e+24,4.6793793610248443e+26,55209411.111358263,362.52003752419841,0.83319128159540168,1.0596014873734929
14,0.022456705613540132,6.2379737815389255e-06,800.00000000000011,0.59380950270027166,1.0810049945687941,1.1217254576038173e+24,4.5903376805312191e+26,54992755.069199033,361.09741491416935,0.83647382172645868,1.0628840275045499
15,0.022672365891165707,6.2978794142126963e-06,800.00000000000011,0.64047620084526369,1.0810804069918321,1.2095876410809337e+24,4.5034008740431421e+26,54777702.806342468,359.68532315605984,0.83975774162391237,1.0661679474020036
16,0.022890101259701329,6.3583614610281467e-06,800.00000000000011,0.68673626457937409,1.0811555598860789,1.2966405543026503e+24,4.4184774859067687e+26,54564238.011225082,358.28365514369938,0.84304302005531118,1.0694532258334024
17,0.023109920838546492,6.4194224551518033e-06,800.00000000000011,0.73259469167821056,1.0812304381908779,1.3828944868332486e+24,4.3354840242340278e+26,54352344.595528349,356.89230523680453,0.84632963568207298,1.0727398414601643
18,0.023331835230077036,6.4810653416880652e-06,800.00000000000011,0.77805639727404663,1.081305027502933,1.468359572132712e+24,4.2543440262232969e+26,54142006.6893951,355.51116922956857,0.84961756707495861,1.0760277728530498
19,0.023555856408215968,6.5432934467266575e-06,800.00000000000011,0.82312621571003564,1.0813793139848593,1.5530457905153424e+24,4.1749872426393356e+26,53933208.637185588,354.14014432279509,0.85290679272295622,1.0793169985010473
20,0.023781997618452067,6.6061104495700187e-06,800.00000000000011,0.86780890230096597,1.0814532842827775,1.6369629720590787e+24,4.0973489253524017e+26,53725934.993436329,352.77912909736193,0.85619729104053366,1.082607496818625
21,0.024010273288284156,6.6695203578567098e-06,800.00000000000011,0.91210913502673319,1.0815269254523303,1.7201207994960765e+24,4.0213692042390988e+26,53520170.518835515,351.42802348779509,0.8594890403761154,1.0858992461542067
22,0.02424069894716151,6.7335274853226421e-06,800.00000000000011,0.95603151612081749,1.0816002248925454,1.8025288109964325e+24,3.946992543337114e+26,53315900.17686227,350.08672876020131,0.86278201901133456,1.0891922247894259
23,0.024473291154987586,6.7981364319409959e-06,800.00000000000011,0.99958057364725517,1.0816731702865467,1.8841964030088724e+24,3.8741672639355403e+26,53113109.130100004,348.75514748806017,0.86607620516666572,1.092486410944757
24,0.024708067438437221,6.8633520662325611e-06,800.00000000000011,1.0427607629648736,1.0817457495487506,1.9651328329536488e+24,3.8028451278911463e+26,52911782.737109445,347.43318353169161,0.86937157699920209,1.0957817827772933
