Фаза,Что это,"Первое появление, °C","Доля при первом появлении, %","Максимальная доля, %","Конечная доля, %"
FCC_A1,"γ-матрица, ГЦК",1425.15625,99.99999999999997,99.99999999999997,99.99999999999997
