Метод,"Расчётный ликвидус, °C","T при доле твёрдого 0.01 % по траектории, °C","Температура окончания, °C",Что означает окончание,"Интервал кристаллизации, °C","Остаточный расплав в точке окончания, %",Точек расчёта,Расчёт завершён
Равновесное,1427.388916015625,1429.9995156250002,1425.15625,равновесный солидус,2.232666015625,2.220446049250313e-14,39,да
