"marka","klyuch_zamorozki","baza","sha256_tdb","porog","nabor","pdens","vremya_s","T_sol_zamorozka_K","T_liq_zamorozka_K","otkaz","prichina"
"18Ni300","","mc_fe","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","1e-09","sloj","200","148.2","NA","NA","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден"
