"marka","klyuch_zamorozki","baza","sha256_tdb","porog","nabor","pdens","vremya_s","T_sol_zamorozka_K","T_liq_zamorozka_K","otkaz","prichina"
"09Х18Н9","6-29|09Х18Н9","mc_fe","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","1e-09","sloj","200","71.9","1673.9","1716.1","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден"
