"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"kartochka","IN718","N-1|INCONEL 718","Ni","датащит / стандарт через датащит","mc_ni","2.036","84ba813156e1f7d8bde495d74420319afec03572b981f6b56103807f305313ab","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","mc_ni","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","карточка/заморозка называет 84ba8131, слой сегодня считает на 1dc72c55; строка предрасчёта N-1|INCONEL 718 называет 1dc72c55","schitaetsya","v_reshatel","AL C CO CR CU FE MN MO NB NI SI TI","B P S","0.5000900162029165","","0.04000720129623332","0.5000900162029165","19.003420615710827","0.15002700486087495","18.39531115600808","","","0.1750315056710208","3.050549098837791","","5.100918165269748","52.00936168510332","","0.1750315056710208","","0.9001620291652498","","","","","","AL=0.010721868866133591;C=0.001926883461800127;CO=0.004908921414929098;CR=0.21142595004132292;CU=0.0013657703037768694;FE=0.1905545345152023;MN=0.001843061505899483;MO=0.018392022314233467;NB=0.031761502492943065;NI=0.5126154130404942;SI=0.00360527374082627;TI=0.010878798302438628","1520.4","1622.9","NA","calphad","canon/data/reference/deskriptory_splavov_v1.csv, splav=IN718, T_sol_K/T_liq_K; CALPHAD, mc_ni 2.036, sha256 84ba813156e1…; pycalphad 0.11.2 в ~/lilith_user_env (python 3.12), calphad_layer.raschet.solidus_likvidus, точность 0,25 K, pdens 200 (полная сетка), сторож движущей силы пройден; предрасчёт APP-312б, строка N-1","200","True","0.25","d60c03be8a710a8c99e6887de3f996ec3ec2dab4f0ed8a8d370cd404b194d3bf","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","FCC_A1","BCC_B2","BCC_B2","",""
