"marka","sistema","baza","fajl_tdb","sha256_tdb","variant","nabor","popravki","T_C","plotnost_kg_m3","plotnost_datashit_g_sm3","otklonenie_pct","pokrytie_mass_pct","dolya_pryamyh","dolya_unasledovannyh","dolya_ocenennyh","fazy_i_obemnye_doli","fazy_bez_modeli","predupr","popravka_zadejstvovana","vne_shapki","vremya_s","pik_pamyati_MiB","otkaz","prichina","job_id"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A","быстрый","включены (умолчание)","20","","7.9","","","","","","","","","","нет","11.8","1140","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","847bcae5d13eb116"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A","быстрый","включены (умолчание)","25","","7.9","","99.50","0.75","92.91","5.77","BCC_B2 — (мол. 74.07); GAMMA_PRIME — (мол. 18.84); SIGMA — (мол. 5.77); FCC_A1 — (мол. 0.75); BCC_DISL — (мол. 0.57)","BCC_DISL","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,… | Плотность фаз SIGMA оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 5.77 %. | Для части равновесных фаз нет физической модели; общая плотность сплава и полные объёмные доли не выводятся. | Объём фазы BCC_DISL не оценён: в физической базе нет плотности элемента N. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными. | Колонка «объёмная доля среди покрытых» нормирована только по фазам с доступной плотностью и не является полной объёмной долей сплава.","да: DTCRBCC вычислена 8 раз","нет","11.5","1140","да","плотность сплава не рассчитана: покрытие PDB < 100 %, без модели: BCC_DISL","847bcae5d13eb116"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A0","быстрый","выключены (BL-14, physical_overrides=False)","20","","7.9","","","","","","","","","","нет","11.8","1142","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","70a1330a8ffc423e"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","A0","быстрый","выключены (BL-14, physical_overrides=False)","25","","7.9","","99.50","0.75","92.91","5.77","BCC_B2 — (мол. 74.07); GAMMA_PRIME — (мол. 18.84); SIGMA — (мол. 5.77); FCC_A1 — (мол. 0.75); BCC_DISL — (мол. 0.57)","BCC_DISL","Поправки проекта ThermoGar к физической базе выключены пользователем: плотность посчитана строго по данным physical_data_v103.pdb. Не применены: DTCRBCC. У спл… | Плотность фаз SIGMA оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 5.77 %. | Для части равновесных фаз нет физической модели; общая плотность сплава и полные объёмные доли не выводятся. | Объём фазы BCC_DISL не оценён: в физической базе нет плотности элемента N. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными. | Колонка «объёмная доля среди покрытых» нормирована только по фазам с доступной плотностью и не является полной объёмной долей сплава.","да: DTCRBCC вычислена 8 раз","нет","11.5","1142","да","плотность сплава не рассчитана: покрытие PDB < 100 %, без модели: BCC_DISL","70a1330a8ffc423e"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","B","полный (автоматические фазы вкладки)","включены (умолчание)","20","","7.9","","","","","","","","","","нет","14.4","1379","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра BCC_A2: 298.15–6000.00 K.","0da1fa030deb9728"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","B","полный (автоматические фазы вкладки)","включены (умолчание)","25","","7.9","","99.50","0.75","37.01","61.66","H_BCC — (мол. 55.90); GAMMA_PRIME — (мол. 18.85); BCC_B2 — (мол. 18.17); SIGMA — (мол. 5.77); FCC_A1 — (мол. 0.75); BCC_DISL — (мол. 0.57)","BCC_DISL","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,… | Плотность фаз H_BCC, SIGMA оценена по правилу смеси; погрешность до 10 %. Суммарная мольная доля таких фаз 61.66 %. | Для части равновесных фаз нет физической модели; общая плотность сплава и полные объёмные доли не выводятся. | Объём фазы BCC_DISL не оценён: в физической базе нет плотности элемента N. | Для упорядоченных или структурно родственных фаз использованы плотности связанных базовых моделей; такие значения являются оценочными. | Колонка «объёмная доля среди покрытых» нормирована только по фазам с доступной плотностью и не является полной объёмной долей сплава.","да: DTCRBCC вычислена 7 раз","нет","12.8","1379","да","плотность сплава не рассчитана: покрытие PDB < 100 %, без модели: BCC_DISL","0da1fa030deb9728"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","C","одна фаза FCC_A1","включены (умолчание)","20","","7.9","","","","","","","","","","нет","7.2","245","да","VerifiedLoaderError: BACKEND_FAILED: ValueError: Температура 293.15 K вне диапазона DP-параметра FCC_A1: 298.15–6000.00 K.","416723a62359b964"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","C","одна фаза FCC_A1","включены (умолчание)","25","8047.552","7.9","+1.87","100.00","100.00","0.00","0.00","FCC_A1 100.00","","Плотность хрома посчитана по поправке проекта ThermoGar, а не по данным physical_data_v103.pdb: тепловая функция DTCRBCC заменена. Это не наша оценка величины,…","да: DTCRBCC вычислена 5 раз","нет","5.3","245","","","416723a62359b964"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","D","нет (правило смеси по элементам)","включены (умолчание)","20","","7.9","","","","","","","","","","нет","6.3","200","да","правило смеси не дало плотности: Нет плотности элементов: C, CR, FE, MO, N, NI","60b400d7e8948e08"
"316L","Fe","mc_fe 2.062 thermogar_patch (слитый)","databases/converted/fe/mc_fe_v2062_with_mobility.thermogar.tdb","236ec4d9b0540de04e4e6305faa208672f31fbdf45b2ae84e92f80bd98053612","D","нет (правило смеси по элементам)","включены (умолчание)","25","","7.9","","","","","","","","","","нет","4.8","200","да","правило смеси не дало плотности: Нет плотности элементов: N; Объём углерода — по алмазной модели базы (DP(DIAMOND_A4,C)); для графита это завышение плотности.","60b400d7e8948e08"
"Copper","Cu","","","","","","","","","8.9","","","","","","","","","","","","","не считается","нет Cu-базы",""
"CuCrZr","Cu","","","","","","","","","8.91","","","","","","","","","","","","","не считается","нет Cu-базы",""
"Ti6Al4V","Ti","","","","","","","","","4.43","","","","","","","","","","","","","не считается","нет Ti-базы",""
"IN738","Ni","","","","","","","","","8.11","","","","","","","","","","","","","не считается","в mc_ni нет Ta: 1,75 % Ta без замены не считается",""
