"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"kartochka","17-4 PH","","Fe","стандарт через датащит","","","","","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","","otkaz_sloya: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CU 4 масс.% при пределе оптимизации базы < 1 масс.%","v_reshatel","C CR CU FE MN NB NI SI","P S","","","0.035012254289001156","","16.255689491321963","4.0014004901715605","74.40604211474017","","","0.5001750612714451","","","0.30010503676286704","4.0014004901715605","","0.5001750612714451","","","","","","","","C=0.0016112152844517439;CR=0.17280174584868382;CU=0.034804585711228124;FE=0.736438652091468;MN=0.005032245903576991;NB=0.0017854273703574327;NI=0.03768238467288607;SI=0.009843743117347791","1677.15","1713.15","NA","literatura","canon/data/reference/deskriptory_splavov_v1.csv, splav=17-4 PH, T_sol_K/T_liq_K; 1404 °C, нижняя граница Melting Range. Sandmeyer Steel, «Alloy 17-4PH» (Condition A); https://www.sandmeyersteel.com/alloy-17-4ph/","","","","","LIQUID FCC_A1 BCC_A2 HCP_A3","","","","","","","","состав ниже — тот, что слой подал бы в решатель БЕЗ проверки пределов шапки (для счёта ThermoGar)"
