Фаза,Что это,"Первое появление, °C","Доля при первом появлении, %","Максимальная доля, %","Конечная доля, %"
FCC_A1,"γ-матрица, ГЦК",1420.0,47.51478813284288,99.99649274574442,99.99649274574442
