"marka","klyuch_zamorozki","gruppa","sistema","baza","fajl_tdb","sha256_tdb","metod","nabor","c15_laves_v_nabore","porog","kriterij_solidusa","pdens","pdens_zaproshen","zyorno_scheil","T_sol_K","T_liq_K","T_sol_bisekciya_K","T_sol_zamorozka_K","T_liq_zamorozka_K","vremya_s","pik_pamyati_MiB","otkaz","prichina","vne_predelov_shapki","chislo_faz_v_nabore","fazy_v_nabore","fazy_pod_solidusom","zamechaniya","job_id","mashina","pik_swap_MiB"
"316L","W-4|316L (вариант ASTM F138)","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1689.4","1701.6","","1682.9","1695.9","30.0","1288","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","BCC_A2 FCC_A1","сторож движущей силы: проверено 80 из 80 пар «фаза-температура» (2 точки, 40 исключённых фаз); минимум 2076 Дж/моль у BCC_B2","43cabf00d46563be","ноутбук-win10",""
"316L","W-4|316L (вариант ASTM F138)","kartochka","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1689.4","1701.6","","1682.9","1695.9","30.0","1287","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","BCC_A2 FCC_A1","сторож движущей силы: проверено 80 из 80 пар «фаза-температура» (2 точки, 40 исключённых фаз); минимум 2076 Дж/моль у BCC_B2","eab87c0d95eaa291","ноутбук-win10",""
"316L","W-4|316L (вариант ASTM F138)","kartochka","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1689.4","1701.6","","1682.9","1695.9","30.2","1280","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","BCC_A2 FCC_A1","сторож движущей силы: проверено 80 из 80 пар «фаза-температура» (2 точки, 40 исключённых фаз); минимум 2076 Дж/моль у BCC_B2","a737b89e2c5384c2","ноутбук-win10",""
"AlSi10Mg","","kartochka","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","840.10","881.08","840.15","837.5","866.5","331.1","2161","","","да: za_granicami_sostava — мольная доля основы AL = 0.8967, а база mc_al v2.037 (ThermoGar) оптимизирована при X(AL) > 0.9","95","AL11CR2 AL11MN4 AL12MN AL13CR2 AL13FE4 AL18CR2MG3 AL2CU3_D AL2FE AL3MG AL3NI AL3NI2 AL3SC AL3TI_H AL3TI_L AL3ZR AL4CR AL4MN AL5FE2 AL5FE4 AL6MN AL8FEMNSI2 AL8MN5_D810 ALCR ALCR2 ALCRCU_TAU ALCRFEMNSI_A ALCUZN_T ALFEMNSI_B ALFENI_T1 ALFENI_T2 ALFESI_T1 ALFESI_T10 ALFESI_T11 ALFESI_T2 ALFESI_T3 ALFESI_T4 ALFESI_T5 ALFESI_T6 ALFESI_T7 ALFESI_T8 ALMGMN_T ALM_D019 ALTI AL_B_DP BCC_A2 BETA_AL3MG2 B_PRIME_H B_PRIME_L CBCC_A12 CL_CUMG0 CL_CUMG1 CL_FCC CL_MGX CL_SPL CR3SI CRSI2 CUB_A13 E_AL30MG23 FCCAL FCCMG FCCSI FE2SI FE5SI3 FESI FESI2_H FESI2_L GP_MAT G_AL12MG17 HCP_A3 HCP_ZN LAVES_C15 LAVES_C36 LC14_ZN2MG LIQUID MG2SI_B MG2ZN11 MG2ZN3 MG5SI6_B_DP MGALCUZN_T MGALZN_PHI MGSI_B_P MGZN MN2ZR MN3SI MN6SI MN9SI2 MNSI PI_ALFEMGSI PRE_B_DP SI2ZR SI_DIAMOND_A4 THETA_AL2CU TH_DP_GPB U1_PHASE U2_PHASE","AL8FEMNSI2 ALFESI_T6 GP_MAT SI_DIAMOND_A4","","a9e2069a6606edd5","ноутбук-win10",""
"AlSi10Mg","","kartochka","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","ThermoGar","polnyj","нет","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","840.15","880.69","840.15","837.5","866.5","102.2","2161","","","да: za_granicami_sostava — мольная доля основы AL = 0.8967, а база mc_al v2.037 (ThermoGar) оптимизирована при X(AL) > 0.9","95","AL11CR2 AL11MN4 AL12MN AL13CR2 AL13FE4 AL18CR2MG3 AL2CU3_D AL2FE AL3MG AL3NI AL3NI2 AL3SC AL3TI_H AL3TI_L AL3ZR AL4CR AL4MN AL5FE2 AL5FE4 AL6MN AL8FEMNSI2 AL8MN5_D810 ALCR ALCR2 ALCRCU_TAU ALCRFEMNSI_A ALCUZN_T ALFEMNSI_B ALFENI_T1 ALFENI_T2 ALFESI_T1 ALFESI_T10 ALFESI_T11 ALFESI_T2 ALFESI_T3 ALFESI_T4 ALFESI_T5 ALFESI_T6 ALFESI_T7 ALFESI_T8 ALMGMN_T ALM_D019 ALTI AL_B_DP BCC_A2 BETA_AL3MG2 B_PRIME_H B_PRIME_L CBCC_A12 CL_CUMG0 CL_CUMG1 CL_FCC CL_MGX CL_SPL CR3SI CRSI2 CUB_A13 E_AL30MG23 FCCAL FCCMG FCCSI FE2SI FE5SI3 FESI FESI2_H FESI2_L GP_MAT G_AL12MG17 HCP_A3 HCP_ZN LAVES_C15 LAVES_C36 LC14_ZN2MG LIQUID MG2SI_B MG2ZN11 MG2ZN3 MG5SI6_B_DP MGALCUZN_T MGALZN_PHI MGSI_B_P MGZN MN2ZR MN3SI MN6SI MN9SI2 MNSI PI_ALFEMGSI PRE_B_DP SI2ZR SI_DIAMOND_A4 THETA_AL2CU TH_DP_GPB U1_PHASE U2_PHASE","AL8FEMNSI2 ALFESI_T6 GP_MAT SI_DIAMOND_A4","","a9e2069a6606edd5","ноутбук-win10",""
"AlSi10Mg","","kartochka","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","ThermoGar","bystryj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","840.10","881.08","840.15","837.5","866.5","252.5","2084","","","да: za_granicami_sostava — мольная доля основы AL = 0.8967, а база mc_al v2.037 (ThermoGar) оптимизирована при X(AL) > 0.9","45","AL11MN4 AL12MN AL13FE4 AL18CR2MG3 AL2CU3_D AL2FE AL3MG AL3NI AL3NI2 AL3SC AL3TI_H AL3TI_L AL3ZR AL4MN AL5FE2 AL6MN AL8FEMNSI2 AL8MN5_D810 ALCUZN_T ALFEMNSI_B ALFENI_T1 ALFENI_T2 ALFESI_T4 ALFESI_T6 BCC_A2 BETA_AL3MG2 CL_FCC CL_MGX E_AL30MG23 GP_MAT G_AL12MG17 HCP_A3 LAVES_C15 LAVES_C36 LC14_ZN2MG LIQUID MG2SI_B MG2ZN11 MG2ZN3 MGALCUZN_T MGALZN_PHI MGZN PI_ALFEMGSI SI_DIAMOND_A4 THETA_AL2CU","AL8FEMNSI2 ALFESI_T6 GP_MAT SI_DIAMOND_A4","","7b7284c0430e2a57","ноутбук-win10",""
"AlSi10Mg","","kartochka","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","Lilit-skript","sloj","","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","","","","","","","837.5","866.5","2.5","159","ok","ни одной строки не посчитано: проверьте --tdb и --marki","да: za_granicami_sostava — мольная доля основы AL = 0.8967, а база mc_al v2.037 (ThermoGar) оптимизирована при X(AL) > 0.9","","","","","47fc3184ab787bd3","ноутбук-win10",""
"AlSi10Mg","","kartochka","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","Lilit-skript","sloj","","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","","","","","","","837.5","866.5","2.5","160","ok","ни одной строки не посчитано: проверьте --tdb и --marki","да: za_granicami_sostava — мольная доля основы AL = 0.8967, а база mc_al v2.037 (ThermoGar) оптимизирована при X(AL) > 0.9","","","","","743f8bbab604e9a2","ноутбук-win10",""
"18Ni300","","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","polnyj","да","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1666.28","1726.78","1666.30","NA","NA","452.3","2706","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","55","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CO3MO EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 K_CARB LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MOB2 MOC_ETA MU_PHASE MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB TIB2 WC ZET","FCC_A1","","8726cf800e985176","ноутбук-win10",""
"18Ni300","","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","polnyj","да","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","1666.30","1726.78","1666.30","NA","NA","88.0","2706","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","55","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CO3MO EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 K_CARB LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MOB2 MOC_ETA MU_PHASE MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB TIB2 WC ZET","FCC_A1","","8726cf800e985176","ноутбук-win10",""
"18Ni300","","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","bystryj","да","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1666.28","1726.78","1666.30","NA","NA","374.5","3278","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","27","BCC_B2 BCC_DISL C15_LAVES CEMENTITE CHI_A12 EPS_CARB ETA ETA_CARB FCC_A1 GAMMA_PRIME G_PHASE HCP_A3 KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MOC_ETA MU_PHASE MU_PHASE_I R_PHASE SIGMA TIB TIB2 WC","FCC_A1","","3887e4122efb3a9a","ноутбук-win10",""
"18Ni300","","kartochka","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","ThermoGar","polnyj","да","1e-06","","","50","","","","","NA","NA","104.5","2517","oshibka","ValueError: Начальная температура не даёт практически однофазный расплав. Последняя проверенная доля LIQUID: 99.560 %. Увеличьте начальную температуру или разрешите автоматический поиск.","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","55","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CO3MO EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 K_CARB LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MOB2 MOC_ETA MU_PHASE MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB TIB2 WC ZET","","","b9793b162c38ee50","ноутбук-win10",""
"18Ni300","","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar-app","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1666.28","1726.78","1666.30","NA","NA","450.8","2702","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","54","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B CEMENTITE CHI_A12 CO3MO EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 K_CARB LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MOB2 MOC_ETA MU_PHASE MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB TIB2 WC ZET","FCC_A1","","59e147044e8ddf5d","ноутбук-win10",""
"18Ni300","","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1666.4","1726.9","","NA","NA","135.9","6816","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","сторож движущей силы: проверено 108 из 108 пар «фаза-температура» (2 точки, 54 исключённых фаз); минимум 2092 Дж/моль у BCC_B2","4e1976b6761560bb","ноутбук-win10",""
"18Ni300","","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1666.4","1726.9","","NA","NA","137.3","6817","","","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","4","LIQUID FCC_A1 BCC_A2 HCP_A3","FCC_A1","сторож движущей силы: проверено 108 из 108 пар «фаза-температура» (2 точки, 54 исключённых фаз); минимум 2092 Дж/моль у BCC_B2","0ba0b9304566d643","ноутбук-win10",""
"18Ni300","","kartochka","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","Lilit-skript","sloj","","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","","","","NA","NA","148.2","6817","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","","","","","5323e7eac55c249b","ноутбук-win10",""
"18Ni300","","kartochka","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","Lilit-skript","sloj","","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","","","","NA","NA","148.4","6818","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден","да: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","","","","","fb2042b4938ffccd","ноутбук-win10",""
"12Х18Н10Т","6-42|12Х18Н10Т","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","polnyj","да","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1691.04","1707.33","1691.07","1686.6","1716.9","201.5","2041","","","нет","49","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB2 ZET","BCC_A2 FCC_A1","","dec5b7aaed3848e8","ноутбук-win10",""
"12Х18Н10Т","6-42|12Х18Н10Т","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","polnyj","да","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","1691.07","1707.33","1691.07","1686.6","1716.9","35.3","2041","","","нет","49","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB2 ZET","BCC_B2 FCC_A1","","dec5b7aaed3848e8","ноутбук-win10",""
"12Х18Н10Т","6-42|12Х18Н10Т","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","bystryj","да","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1691.04","1707.33","1691.07","1686.6","1716.9","147.6","2390","","","нет","23","BCC_B2 BCC_DISL C15_LAVES CEMENTITE CHI_A12 EPS_CARB ETA ETA_CARB FCC_A1 GAMMA_PRIME G_PHASE HCP_A3 KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MU_PHASE_I R_PHASE SIGMA TIB2","BCC_A2 FCC_A1","","bbe0ea032c218889","ноутбук-win10",""
"12Х18Н10Т","6-42|12Х18Н10Т","kartochka","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","ThermoGar","polnyj","да","1e-06","","","50","","","","","1686.6","1716.9","53.2","1932","oshibka","ValueError: Начальная температура не даёт практически однофазный расплав. Последняя проверенная доля LIQUID: 94.642 %. Увеличьте начальную температуру или разрешите автоматический поиск.","нет","49","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB2 ZET","","","105249989c1a1f23","ноутбук-win10",""
"12Х18Н10Т","6-42|12Х18Н10Т","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar-app","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1691.04","1707.33","1691.07","1686.6","1716.9","198.3","2028","","","нет","48","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B CEMENTITE CHI_A12 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB2 ZET","BCC_A2 FCC_A1","","260df678a07289ed","ноутбук-win10",""
"12Х18Н10Т","6-42|12Х18Н10Т","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1691.1","1707.4","","1686.6","1716.9","33.4","1446","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","BCC_A2 FCC_A1","сторож движущей силы: проверено 96 из 96 пар «фаза-температура» (2 точки, 48 исключённых фаз); минимум 1290 Дж/моль у BCC_B2","3dcdc3c252929f8b","ноутбук-win10",""
"12Х18Н10Т","6-42|12Х18Н10Т","kartochka","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1691.1","1707.4","","1686.6","1716.9","33.5","1449","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","BCC_A2 FCC_A1","сторож движущей силы: проверено 96 из 96 пар «фаза-температура» (2 точки, 48 исключённых фаз); минимум 1290 Дж/моль у BCC_B2","b0eb1b15f12146e8","ноутбук-win10",""
"12Х18Н10Т","6-42|12Х18Н10Т","kartochka","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","Lilit-skript","sloj","","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","","","","1686.6","1716.9","38.4","1750","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден","нет","","","","","a6f94b2d20c1cf89","ноутбук-win10",""
"12Х18Н10Т","6-42|12Х18Н10Т","kartochka","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","Lilit-skript","sloj","","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","","","","1686.6","1716.9","38.3","1751","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден","нет","","","","","379fe8db626c227f","ноутбук-win10",""
"AlSi7Mg0.6","","kartochka","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","835.49","1075.53","835.54","834.9","889.1","163.2","1799","","","нет","66","AL11CR2 AL11TI5 AL13CR2 AL2CU3_D AL2TI AL3MG AL3M_D022 AL3NI2 AL3SC AL3TI_H AL3TI_L AL4CR AL5FE4 ALCR ALCR2 ALCUZN_T ALM_D019 ALTI AL_B_DP BCC_A2 BETA_AL3MG2 B_PRIME_H B_PRIME_L CBCC_A12 CL_CUMG0 CL_CUMG1 CL_FCC CL_MGX CL_SPL CR3SI CRSI2 CUB_A13 E_AL30MG23 FCCAL FCCMG FCCSI GP_MAT G_AL12MG17 HCP_A3 HCP_ZN LAVES_C15 LAVES_C36 LC14_ZN2MG LIQUID MG2SI_B MG2ZN11 MG2ZN3 MG5SI6_B_DP MGALCUZN_T MGALZN_PHI MGSI_B_P MGZN PRE_B_DP SI2TI SI2ZR SI3TI5 SI4TI5 SITI SITI3 SI_DIAMOND_A4 THETA_AL2CU TH_DP_GPB TI17AL5SI14 TIALSI_TAU U1_PHASE U2_PHASE","GP_MAT SI_DIAMOND_A4 TIALSI_TAU","","f0a69845e26d8917","ноутбук-win10",""
