"marka","klyuch_zamorozki","gruppa","sistema","baza","fajl_tdb","sha256_tdb","metod","nabor","c15_laves_v_nabore","porog","kriterij_solidusa","pdens","pdens_zaproshen","zyorno_scheil","T_sol_K","T_liq_K","T_sol_bisekciya_K","T_sol_zamorozka_K","T_liq_zamorozka_K","vremya_s","pik_pamyati_MiB","otkaz","prichina","vne_predelov_shapki","chislo_faz_v_nabore","fazy_v_nabore","fazy_pod_solidusom","zamechaniya","job_id","mashina","pik_swap_MiB"
"AW-Al Mg2","-|AW-Al Mg2","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","895.1","921.1","","895.1","921.1","104.4","2016","","","нет","8","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4 AL8FEMNSI2","AL13FE4 AL8FEMNSI2 FCC_A1","фаза SI2TI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза SITI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TI17AL5SI14 исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TIALSI_TAU исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | сторож движущей силы: проверено 176 из 176 пар «фаза-температура» (2 точки, 88 исключённых фаз); минимум 78 Дж/моль у GP_MAT | по требованию сторожа в набор добавлены фазы: AL13FE4, AL8FEMNSI2","12280586deecd2fc","ноутбук-win10",""
"EN AW-Al Fe1,5","-|EN AW-Al Fe1,5","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","915.57","927.56","915.61","915.6","927.6","121.7","1492","","","нет","64","AL11CR2 AL11MN4 AL12MN AL13CR2 AL13FE4 AL2CU3_D AL2FE AL3MG AL3NI AL3NI2 AL3TI_H AL3TI_L AL3ZR AL4CR AL4MN AL5FE2 AL5FE4 AL6MN ALCR ALCR2 ALCRCU_TAU ALCRFEMNSI_A ALCUZN_T ALFEMNSI_B ALFENI_T1 ALFENI_T2 ALFESI_T1 ALFESI_T10 ALFESI_T11 ALFESI_T2 ALFESI_T3 ALFESI_T4 ALFESI_T5 ALFESI_T6 ALFESI_T7 ALFESI_T8 ALM_D019 ALTI BCC_A2 CBCC_A12 CL_FCC CL_MGX CL_SPL CR3SI CRSI2 CUB_A13 FCCAL FCCSI FE2SI FE5SI3 FESI FESI2_H FESI2_L GP_MAT HCP_A3 HCP_ZN LAVES_C15 LAVES_C36 LC14_ZN2MG LIQUID SI2ZR SI_DIAMOND_A4 THETA_AL2CU TH_DP_GPB","AL13FE4 GP_MAT","","82c334a97e38ad71","ноутбук-win10",""
"EN AW-Al Fe1,5","-|EN AW-Al Fe1,5","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","ThermoGar","polnyj","нет","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","915.61","927.56","915.61","915.6","927.6","24.6","1492","","","нет","64","AL11CR2 AL11MN4 AL12MN AL13CR2 AL13FE4 AL2CU3_D AL2FE AL3MG AL3NI AL3NI2 AL3TI_H AL3TI_L AL3ZR AL4CR AL4MN AL5FE2 AL5FE4 AL6MN ALCR ALCR2 ALCRCU_TAU ALCRFEMNSI_A ALCUZN_T ALFEMNSI_B ALFENI_T1 ALFENI_T2 ALFESI_T1 ALFESI_T10 ALFESI_T11 ALFESI_T2 ALFESI_T3 ALFESI_T4 ALFESI_T5 ALFESI_T6 ALFESI_T7 ALFESI_T8 ALM_D019 ALTI BCC_A2 CBCC_A12 CL_FCC CL_MGX CL_SPL CR3SI CRSI2 CUB_A13 FCCAL FCCSI FE2SI FE5SI3 FESI FESI2_H FESI2_L GP_MAT HCP_A3 HCP_ZN LAVES_C15 LAVES_C36 LC14_ZN2MG LIQUID SI2ZR SI_DIAMOND_A4 THETA_AL2CU TH_DP_GPB","AL13FE4 GP_MAT","","82c334a97e38ad71","ноутбук-win10",""
"EN AW-Al Fe1,5","-|EN AW-Al Fe1,5","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","ThermoGar","bystryj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","915.57","927.56","915.61","915.6","927.6","75.4","1416","","","нет","31","AL11MN4 AL12MN AL13FE4 AL2CU3_D AL2FE AL3MG AL3NI AL3NI2 AL3TI_H AL3TI_L AL3ZR AL4MN AL5FE2 AL6MN ALCUZN_T ALFEMNSI_B ALFENI_T1 ALFENI_T2 ALFESI_T4 ALFESI_T6 BCC_A2 CL_FCC CL_MGX GP_MAT HCP_A3 LAVES_C15 LAVES_C36 LC14_ZN2MG LIQUID SI_DIAMOND_A4 THETA_AL2CU","AL13FE4 GP_MAT","","17cdd65bdcfc4736","ноутбук-win10",""
"EN AW-Al Fe1,5","-|EN AW-Al Fe1,5","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","915.6","927.6","","915.6","927.6","37.2","1259","","","нет","7","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4","AL13FE4 FCC_A1","фаза SI2TI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза SITI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TI17AL5SI14 исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TIALSI_TAU исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | сторож движущей силы: проверено 118 из 118 пар «фаза-температура» (2 точки, 59 исключённых фаз); минимум 3 Дж/моль у GP_MAT | по требованию сторожа в набор добавлены фазы: AL13FE4","7bb94489d96df6aa","ноутбук-win10",""
"EN AW-Al Fe1,5","-|EN AW-Al Fe1,5","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","915.6","927.6","","915.6","927.6","37.3","1260","","","нет","7","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4","AL13FE4 FCC_A1","фаза SI2TI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза SITI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TI17AL5SI14 исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TIALSI_TAU исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | сторож движущей силы: проверено 118 из 118 пар «фаза-температура» (2 точки, 59 исключённых фаз); минимум 3 Дж/моль у GP_MAT | по требованию сторожа в набор добавлены фазы: AL13FE4","269e0b52b33cdefb","ноутбук-win10",""
"АД00","-|АД00","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","ThermoGar","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","921.20","932.49","921.23","921.1","932.4","118.5","1476","","","нет","64","AL11CR2 AL11MN4 AL12MN AL13CR2 AL13FE4 AL2CU3_D AL2FE AL3MG AL3NI AL3NI2 AL3TI_H AL3TI_L AL3ZR AL4CR AL4MN AL5FE2 AL5FE4 AL6MN ALCR ALCR2 ALCRCU_TAU ALCRFEMNSI_A ALCUZN_T ALFEMNSI_B ALFENI_T1 ALFENI_T2 ALFESI_T1 ALFESI_T10 ALFESI_T11 ALFESI_T2 ALFESI_T3 ALFESI_T4 ALFESI_T5 ALFESI_T6 ALFESI_T7 ALFESI_T8 ALM_D019 ALTI BCC_A2 CBCC_A12 CL_FCC CL_MGX CL_SPL CR3SI CRSI2 CUB_A13 FCCAL FCCSI FE2SI FE5SI3 FESI FESI2_H FESI2_L GP_MAT HCP_A3 HCP_ZN LAVES_C15 LAVES_C36 LC14_ZN2MG LIQUID SI2ZR SI_DIAMOND_A4 THETA_AL2CU TH_DP_GPB","AL13FE4 GP_MAT","","b4df08bd43ccf0d4","ноутбук-win10",""
"АД00","-|АД00","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","ThermoGar","polnyj","нет","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","921.23","932.49","921.23","921.1","932.4","24.0","1476","","","нет","64","AL11CR2 AL11MN4 AL12MN AL13CR2 AL13FE4 AL2CU3_D AL2FE AL3MG AL3NI AL3NI2 AL3TI_H AL3TI_L AL3ZR AL4CR AL4MN AL5FE2 AL5FE4 AL6MN ALCR ALCR2 ALCRCU_TAU ALCRFEMNSI_A ALCUZN_T ALFEMNSI_B ALFENI_T1 ALFENI_T2 ALFESI_T1 ALFESI_T10 ALFESI_T11 ALFESI_T2 ALFESI_T3 ALFESI_T4 ALFESI_T5 ALFESI_T6 ALFESI_T7 ALFESI_T8 ALM_D019 ALTI BCC_A2 CBCC_A12 CL_FCC CL_MGX CL_SPL CR3SI CRSI2 CUB_A13 FCCAL FCCSI FE2SI FE5SI3 FESI FESI2_H FESI2_L GP_MAT HCP_A3 HCP_ZN LAVES_C15 LAVES_C36 LC14_ZN2MG LIQUID SI2ZR SI_DIAMOND_A4 THETA_AL2CU TH_DP_GPB","AL13FE4 GP_MAT","","b4df08bd43ccf0d4","ноутбук-win10",""
"АД00","-|АД00","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","ThermoGar","bystryj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","921.20","932.49","921.23","921.1","932.4","75.1","1397","","","нет","31","AL11MN4 AL12MN AL13FE4 AL2CU3_D AL2FE AL3MG AL3NI AL3NI2 AL3TI_H AL3TI_L AL3ZR AL4MN AL5FE2 AL6MN ALCUZN_T ALFEMNSI_B ALFENI_T1 ALFENI_T2 ALFESI_T4 ALFESI_T6 BCC_A2 CL_FCC CL_MGX GP_MAT HCP_A3 LAVES_C15 LAVES_C36 LC14_ZN2MG LIQUID SI_DIAMOND_A4 THETA_AL2CU","AL13FE4 GP_MAT","","5dce3bd966548703","ноутбук-win10",""
"АД00","-|АД00","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","921.1","932.4","","921.1","932.4","34.4","1259","","","нет","7","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4","AL13FE4 FCC_A1","фаза SI2TI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза SITI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TI17AL5SI14 исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TIALSI_TAU исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | сторож движущей силы: проверено 118 из 118 пар «фаза-температура» (2 точки, 59 исключённых фаз); минимум 2 Дж/моль у GP_MAT | по требованию сторожа в набор добавлены фазы: AL13FE4","f28a2df7c680df67","ноутбук-win10",""
"АД00","-|АД00","z26_Al","Al","mc_al_2037","databases/converted/al/mc_al_v2037.thermogar.tdb","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","921.1","932.4","","921.1","932.4","34.1","1259","","","нет","7","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4","AL13FE4 FCC_A1","фаза SI2TI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза SITI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TI17AL5SI14 исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TIALSI_TAU исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | сторож движущей силы: проверено 118 из 118 пар «фаза-температура» (2 точки, 59 исключённых фаз); минимум 2 Дж/моль у GP_MAT | по требованию сторожа в набор добавлены фазы: AL13FE4","6fbe7b732637b371","ноутбук-win10",""
"09Х18Н9","6-29|09Х18Н9","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","polnyj","да","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1680.03","1702.88","1680.07","1673.9","1716.1","316.1","2410","","","нет","50","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB TIB2 ZET","BCC_A2 FCC_A1","","53836b65497a5a9d","ноутбук-win10",""
"09Х18Н9","6-29|09Х18Н9","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","polnyj","да","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","1680.07","1702.88","1680.07","1673.9","1716.1","57.9","2410","","","нет","50","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB TIB2 ZET","BCC_B2 FCC_A1","","53836b65497a5a9d","ноутбук-win10",""
"09Х18Н9","6-29|09Х18Н9","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","bystryj","да","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1680.03","1702.88","1680.07","1673.9","1716.1","252.0","2922","","","нет","24","BCC_B2 BCC_DISL C15_LAVES CEMENTITE CHI_A12 EPS_CARB ETA ETA_CARB FCC_A1 GAMMA_PRIME G_PHASE HCP_A3 KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MU_PHASE_I R_PHASE SIGMA TIB TIB2","BCC_A2 FCC_A1","","126abc9d1ee9698b","ноутбук-win10",""
"09Х18Н9","6-29|09Х18Н9","z26_Fe","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","ThermoGar","polnyj","да","1e-06","","","50","","","","","1673.9","1716.1","80.9","2250","oshibka","ValueError: Начальная температура не даёт практически однофазный расплав. Последняя проверенная доля LIQUID: 92.853 %. Увеличьте начальную температуру или разрешите автоматический поиск.","нет","50","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB TIB2 ZET","","","6d0a02d68e4fc288","ноутбук-win10",""
"09Х18Н9","6-29|09Х18Н9","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar-app","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1680.03","1702.88","1680.07","1673.9","1716.1","312.7","2390","","","нет","49","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B CEMENTITE CHI_A12 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB TIB2 ZET","BCC_A2 FCC_A1","","48cab3823ff752be","ноутбук-win10",""
"09Х18Н9","6-29|09Х18Н9","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","Lilit-skript","sloj","нет","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1680.1","1702.9","","1673.9","1716.1","61.7","2108","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","BCC_A2 FCC_A1","сторож движущей силы: проверено 98 из 98 пар «фаза-температура» (2 точки, 49 исключённых фаз); минимум 1265 Дж/моль у BCC_B2","f5f21e456f05ecb2","ноутбук-win10",""
"09Х18Н9","6-29|09Х18Н9","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","Lilit-skript","sloj","нет","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","1680.1","1702.9","","1673.9","1716.1","61.4","2109","","","нет","4","LIQUID FCC_A1 BCC_A2 HCP_A3","BCC_A2 FCC_A1","сторож движущей силы: проверено 98 из 98 пар «фаза-температура» (2 точки, 49 исключённых фаз); минимум 1265 Дж/моль у BCC_B2","c2fbee303dfed5ae","ноутбук-win10",""
"09Х18Н9","6-29|09Х18Н9","z26_Fe","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","Lilit-skript","sloj","","1e-09","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","","","","1673.9","1716.1","71.9","2176","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден","нет","","","","","89f3aa76f2e2ddaf","ноутбук-win10",""
"09Х18Н9","6-29|09Х18Н9","z26_Fe","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","Lilit-skript","sloj","","1e-06","каскад свипов NP(LIQUID) (скрипт «Лилит»)","200","","","","","","1673.9","1716.1","72.7","2177","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден","нет","","","","","d7c33f4b982152b7","ноутбук-win10",""
"16Х11Н2В2МФ","1-8|16Х11Н2В2МФ","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","polnyj","да","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1687.21","1762.17","1687.26","1680.9","1763.9","621.5","3037","","","нет","55","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CR2VC2 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MOB2 MOC_ETA MU_PHASE MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB2 V3C2 WC ZET","BCC_A2 FCC_A1","","412b15cce44fd60d","ноутбук-win10",""
"16Х11Н2В2МФ","1-8|16Х11Н2В2МФ","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","polnyj","да","0.0001","бисекция: доля жидкости ≤ 0.0001","50","50","0","1687.26","1762.17","1687.26","1680.9","1763.9","122.7","3037","","","нет","55","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CR2VC2 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MOB2 MOC_ETA MU_PHASE MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB2 V3C2 WC ZET","BCC_B2 FCC_A1","","412b15cce44fd60d","ноутбук-win10",""
"16Х11Н2В2МФ","1-8|16Х11Н2В2МФ","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar","bystryj","да","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1687.21","1762.17","1687.26","1680.9","1763.9","545.8","3737","","","нет","28","BCC_B2 BCC_DISL C15_LAVES CEMENTITE CHI_A12 CR2VC2 EPS_CARB ETA ETA_CARB FCC_A1 GAMMA_PRIME G_PHASE HCP_A3 KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MOC_ETA MU_PHASE MU_PHASE_I R_PHASE SIGMA TIB2 V3C2 WC","BCC_A2 FCC_A1","","35ac886930a0379c","ноутбук-win10",""
"16Х11Н2В2МФ","1-8|16Х11Н2В2МФ","z26_Fe","Fe","mc_fe_2062_bez_patcha","databases/diagnostic/fe/mc_fe_v2062_unpatched.thermogar.tdb","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","ThermoGar","polnyj","да","1e-06","","","50","","","","","1680.9","1763.9","139.1","2691","oshibka","ValueError: Начальная температура не даёт практически однофазный расплав. Последняя проверенная доля LIQUID: 97.504 %. Увеличьте начальную температуру или разрешите автоматический поиск.","нет","55","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B C15_LAVES CEMENTITE CHI_A12 CR2VC2 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MOB2 MOC_ETA MU_PHASE MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB2 V3C2 WC ZET","","","1fc1520126bfbe54","ноутбук-win10",""
"16Х11Н2В2МФ","1-8|16Х11Н2В2МФ","z26_Fe","Fe","mc_fe_2062_patch","databases/converted/fe/mc_fe_v2062.thermogar.tdb","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","ThermoGar-app","polnyj","нет","1e-06","scheil: LIQUID нет в eq.Phase (порог решателя pycalphad)","50","50","0","1687.21","1762.17","1687.26","1680.9","1763.9","614.6","3011","","","нет","54","ALPHA_MN BCC_B2 BCC_DISL BETA_MN BETA_RHOMBO_B CEMENTITE CHI_A12 CR2VC2 CR3MN5 EPS_CARB ETA ETA_CARB FCC_A1 FE24C10 GAMMA_PRIME G_PHASE HCP_A3 H_BCC KSI_CARBIDE KSI_FE5C2 LAVES_PHASE LIQUID M23C6 M3C2 M6C M7C3 MNNI MNNI2 MOB2 MOC_ETA MU_PHASE MU_PHASE_I NI2SIH NI2SIL NI3SI2 NI3SIH NI3SIL NI5SI2 NISI NITI2 PD3MN PDFE_L12 PDMN_AF PDMN_B2 PDMN_P R_PHASE SIGMA T2_MNNISI T4 T7 TIB2 V3C2 WC ZET","BCC_A2 FCC_A1","","8a24be4f695a6206","ноутбук-win10",""
