"Радиус класса, нм","Число частиц в классе, 1/м³"
0.10058476562500002,0.0
0.10175429687500001,0.0
0.10292382812500002,0.0
0.10409335937500001,0.0
0.10526289062500002,0.0
0.10643242187500002,0.0
0.10760195312500002,0.0
0.108771484375,0.0
0.10994101562500003,0.0
0.11111054687500001,0.0
0.11228007812500003,0.0
0.11344960937500001,0.0
0.11461914062500002,0.0
0.11578867187500001,0.0
0.11695820312500002,0.0
0.11812773437500002,0.0
0.11929726562500002,0.0
0.12046679687500002,0.0
0.12163632812500003,0.0
0.122805859375,0.0
0.12397539062500003,0.0
0.125144921875,0.0
0.12631445312500003,0.0
0.12748398437500003,0.0
0.12865351562500002,0.0
0.12982304687500001,0.0
0.13099257812500004,0.0
0.132162109375,0.0
0.13333164062500003,0.0
0.13450117187500002,0.0
0.13567070312500001,0.0
0.136840234375,0.0
0.13800976562500003,0.0
0.13917929687500002,0.0
0.14034882812500002,0.0
0.141518359375,0.0
0.14268789062500004,0.0
0.143857421875,0.0
0.14502695312500002,0.0
0.14619648437500002,0.0
0.147366015625,0.0
0.148535546875,0.0
0.14970507812500003,0.0
0.15087460937500002,0.0
0.15204414062500002,0.0
0.153213671875,0.0
0.15438320312500003,0.0
0.155552734375,0.0
0.15672226562500002,0.0
0.15789179687500002,0.0
0.15906132812500004,0.0
0.160230859375,0.0
0.16140039062500003,0.0
0.16256992187500002,0.0
0.16373945312500002,0.0
0.164908984375,0.0
0.16607851562500003,0.0
0.16724804687500003,0.0
0.16841757812500002,0.0
0.16958710937500002,0.0
0.17075664062500004,0.0
0.171926171875,0.0
0.17309570312500003,0.0
0.17426523437500002,0.0
0.17543476562500002,0.0
0.176604296875,0.0
0.17777382812500003,0.0
0.17894335937500003,0.0
0.18011289062500002,0.0
0.18128242187500002,0.0
0.18245195312500004,0.0
0.183621484375,0.0
0.18479101562500003,0.0
0.18596054687500002,0.0
0.18713007812500002,0.0
0.188299609375,0.0
0.18946914062500003,0.0
0.19063867187500003,0.0
0.19180820312500002,0.0
0.19297773437500002,0.0
0.19414726562500004,0.0
0.195316796875,0.0
0.19648632812500003,0.0
0.19765585937500002,0.0
0.19882539062500004,0.0
0.199994921875,0.0
0.20116445312500003,0.0
0.20233398437500003,0.0
0.20350351562500002,0.0
0.20467304687500001,0.0
0.20584257812500004,0.0
0.20701210937500003,0.0
0.20818164062500003,0.0
0.20935117187500002,0.0
0.21052070312500004,0.0
0.211690234375,0.0
0.21285976562500003,0.0
0.21402929687500002,0.0
0.21519882812500002,0.0
0.216368359375,0.0
0.21753789062500004,0.0
0.21870742187500003,0.0
0.21987695312500002,0.0
0.22104648437500002,0.0
0.22221601562500004,0.0
0.223385546875,0.0
0.22455507812500003,0.0
0.22572460937500002,0.0
0.22689414062500002,0.0
0.228063671875,0.0
0.22923320312500003,0.0
0.23040273437500003,0.0
0.23157226562500002,0.0
0.23274179687500002,0.0
0.23391132812500004,0.0
0.235080859375,0.0
0.23625039062500006,0.0
0.23741992187500002,0.0
0.23858945312500004,0.0
0.23975898437500004,0.0
0.240928515625,0.0
0.24209804687500003,0.0
0.24326757812500002,0.0
0.244437109375,0.0
0.24560664062500007,0.0
0.24677617187500003,0.0
0.24794570312500003,0.0
0.24911523437500005,0.0
0.250284765625,0.0
0.25145429687500004,0.0
0.25262382812500006,0.0
0.25379335937499997,0.0
0.25496289062500005,0.0
0.256132421875,0.0
0.25730195312500004,0.0
0.25847148437500006,0.0
0.259641015625,0.0
0.26081054687500005,0.0
0.261980078125,0.0
0.263149609375,0.0
0.26431914062500006,0.0
0.265488671875,0.0
0.26665820312500005,0.0
0.26782773437500007,0.0
0.268997265625,0.0
0.270166796875,0.0
0.271336328125,0.0
0.272505859375,0.0
0.27367539062500007,0.0
0.27484492187500004,0.0
0.27601445312500006,0.0
0.277183984375,0.0
0.278353515625,0.0
0.279523046875,0.0
0.28069257812500004,0.0
0.281862109375,0.0
0.2830316406250001,0.0
0.28420117187500005,0.0
0.285370703125,0.0
0.28654023437500004,0.0
0.287709765625,0.0
0.288879296875,0.0
0.29004882812500005,0.0
0.291218359375,0.0
0.29238789062500004,0.0
0.293557421875,0.0
0.294726953125,0.0
0.29589648437500005,0.0
0.297066015625,0.0
0.29823554687500003,0.0
0.29940507812500006,0.0
0.300574609375,0.0
0.30174414062500005,0.0
0.302913671875,0.0
0.30408320312500003,0.0
0.30525273437500006,0.0
0.306422265625,0.0
0.30759179687500005,0.0
0.308761328125,0.0
0.309930859375,0.0
0.31110039062500006,0.0
0.312269921875,0.0
0.31343945312500004,0.0
0.31460898437500007,0.0
0.31577851562500003,0.0
0.316948046875,0.0
0.318117578125,0.0
0.319287109375,0.0
0.32045664062500007,0.0
0.32162617187500003,0.0
0.32279570312500006,0.0
0.3239652343750001,0.0
0.325134765625,0.0
0.326304296875,0.0
0.32747382812500003,18.204015050178494
0.328643359375,0.0
0.3298128906250001,5938.666320352282
0.33098242187500004,0.0
0.33215195312500007,2531865.525861023
0.33332148437500003,0.0
0.334491015625,40618589.0025655
0.3356605468750001,596610738.6695004
0.33683007812500004,6941937055.819229
0.337999609375,76906139094.34546
0.3391691406250001,420441025921.4807
0.34033867187500005,1945204742570.644
0.34150820312499997,6127183012171.9
0.34267773437500004,18541014101723.71
0.343847265625,55757269237990.5
0.3450167968750001,153944442551143.84
0.34618632812500005,394828410193306.1
0.347355859375,940528990830851.5
0.34852539062500004,2118198678588765.5
0.349694921875,4509224516914890.0
0.350864453125,9030025742601720.0
0.35203398437500005,1.7273117278850664e+16
