B узла, масс. %;SI узла, масс. %;узел;оси задания;T, °C;режим;элемент;в сплаве, масс. %;собрано из фаз, масс. %;невязка, масс. %
0,0;3,5;"B=0; Si=3.5";ось кремния;750,0;служба;NB;0,06;0,06000000089401536;8,940153617409408e-10
0,0;3,5;"B=0; Si=3.5";ось кремния;750,0;служба;S;0,02;0,02000000102001833;1,0200183302166987e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;750,0;служба;TI;0,1;0,10000000027334921;2,7334920438271126e-10
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;NI;58,564999;58,564998984021294;-1,5978706358055206e-08
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;CR;23,5;23,500000004556345;4,556344634920606e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;MO;13,0;13,000000004007976;4,007976173170391e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;B;1e-06;1,0001126569369217e-06;1,1265693692174322e-10
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;SI;3,5;3,5000000001584177;1,5841772338376359e-10
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;AL;0,25;0,2499999987205981;-1,2794018899864312e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;C;0,005;0,004999998567273046;-1,4327269544367471e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;FE;0,5;0,5000000021299065;2,129906473413712e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;MN;0,5;0,5000000047261541;4,7261541347154434e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;NB;0,06;0,05999999999381892;-6,181076483979808e-12
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;S;0,02;0,02000000306884967;3,0688496709119217e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;TI;0,1;0,09999999993672362;-6,327638413239356e-11
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;NI;58,564999;58,56499896170277;-3,8297230275929905e-08
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;CR;23,5;23,499999984179954;-1,5820045717873654e-08
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;MO;13,0;13,000000070812689;7,081268904585158e-08
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;B;1e-06;1,0000681081856227e-06;6,810818562276295e-11
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;SI;3,5;3,4999999923764147;-7,623585318583537e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;AL;0,25;0,24999997888185482;-2,1118145177023706e-08
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;C;0,005;0,005000004760082352;4,76008235172215e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;FE;0,5;0,49999999948098;-5,190199936500051e-10
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;MN;0,5;0,5000000041290604;4,1290604269050846e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;NB;0,06;0,05999999986935198;-1,3064802018014632e-10
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;S;0,02;0,02000000395244413;3,952444128929589e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;TI;0,1;0,09999999978629477;-2,1370523406449848e-10
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;NI;58,564999;58,56499901989001;1,9890009639311756e-08
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;CR;23,5;23,50000000369227;3,6922713775311422e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;MO;13,0;12,9999999866614;-1,3338599558210262e-08
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;B;1e-06;9,998446200400928e-07;-1,553799599071173e-10
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;SI;3,5;3,500000000847966;8,479661417482021e-10
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;AL;0,25;0,2499999995738429;-4,26157109600922e-10
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;C;0,005;0,004999998869914683;-1,130085316991547e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;FE;0,5;0,5000000000830646;8,30645552341025e-11
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;MN;0,5;0,4999999929492012;-7,05079877816317e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;NB;0,06;0,06000000003471013;3,471013060307726e-11
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;S;0,02;0,019999997496258397;-2,503741602932763e-09
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;TI;0,1;0,10000000005673919;5,673918279658352e-11
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;NI;57,064999;57,0649990184276;1,842759900227975e-08
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;CR;23,5;23,4999999641023;-3,589769903555862e-08
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;MO;13,0;13,000000013259628;1,3259628062201045e-08
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;B;1e-06;9,96532984810814e-07;-3,467015189186015e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;SI;5,0;5,000000017145564;1,714556407961254e-08
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;AL;0,25;0,249999992719502;-7,2804980100205086e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;C;0,005;0,004999996589890448;-3,410109552376417e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;FE;0,5;0,5000000017520241;1,752024081369541e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;MN;0,5;0,4999999989511304;-1,048869602282565e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;NB;0,06;0,06000000038750077;3,875007745235415e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;S;0,02;0,019999999270861196;-7,291388048891179e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;TI;0,1;0,10000000086101285;8,610128443553577e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;NI;57,064999;0,0;-57,064999
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;CR;23,5;0,0;-23,5
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;MO;13,0;0,0;-13,0
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;B;1e-06;0,0;-1e-06
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;SI;5,0;0,0;-5,0
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;AL;0,25;0,0;-0,25
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;C;0,005;0,0;-0,005
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;FE;0,5;0,0;-0,5
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;MN;0,5;0,0;-0,5
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;NB;0,06;0,0;-0,06
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;S;0,02;0,0;-0,02
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;750,0;служба;TI;0,1;0,0;-0,1
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;NI;57,064999;57,06499902184838;2,1848379105904314e-08
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;CR;23,5;23,500000033432354;3,343235377428755e-08
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;MO;13,0;12,999999921731938;-7,826806225352811e-08
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;B;1e-06;1,004952886976024e-06;4,952886976024142e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;SI;5,0;5,0000000089008285;8,900828518676462e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;AL;0,25;0,24999999779335513;-2,2066448668311978e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;C;0,005;0,005000003697222557;3,697222556754698e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;FE;0,5;0,49999999532550204;-4,67449795538144e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;MN;0,5;0,5000000075308713;7,530871259930905e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;NB;0,06;0,060000000108949125;1,0894912749748187e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;S;0,02;0,02000000392202771;3,922027709546416e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;TI;0,1;0,10000000075569958;7,55699572363433e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;NI;57,064999;57,06499899901653;-9,834693059929123e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;CR;23,5;23,49999999974023;-2,5977087148021383e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;MO;13,0;13,000000000004084;4,083844373781176e-12
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;B;1e-06;1,0000691812793683e-06;6,918127936832092e-11
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;SI;5,0;4,99999999968101;-3,189901676137197e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;AL;0,25;0,2500000001266602;1,266601823424196e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;C;0,005;0,005000000000886469;8,864688497145501e-13
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;FE;0,5;0,49999999999545575;-4,544253862093228e-12
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;MN;0,5;0,5000000001784127;1,784127290349602e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;NB;0,06;0,06000000000550593;5,505929046023539e-12
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;S;0,02;0,020000001175455355;1,1754553545795243e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;TI;0,1;0,1000000000066002;6,600192614669709e-12
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;NI;57,064999;57,064998999378346;-6,216538395165117e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;CR;23,5;23,49999999895579;-1,0442100517593644e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;MO;13,0;12,999999999603963;-3,9603698098744644e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;B;1e-06;1,0001280585963649e-06;1,2805859636491348e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;SI;5,0;4,999999999961439;-3,856115426970064e-11
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;AL;0,25;0,24999999996170252;-3,829747630135216e-11
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;C;0,005;0,00499999999258314;-7,416860528519642e-12
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;FE;0,5;0,4999999999890652;-1,0934808614138092e-11
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;MN;0,5;0,5000000011132918;1,113291792087523e-09
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;NB;0,06;0,06000000000167814;1,6781437350843476e-12
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;S;0,02;0,02000000091692712;9,169271210363039e-10
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;TI;0,1;0,0999999999971394;-2,8606006452491783e-12
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;NI;61,864999999999995;61,86500001293858;1,2938585314259399e-08
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;CR;23,5;23,49999996666354;-3,3336458926669366e-08
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;MO;13,0;13,000000026484397;2,64843968977857e-08
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;B;0,1;0,10000000029695325;2,969532397756325e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;SI;0,1;0,09999999991358856;-8,64114474419253e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;AL;0,25;0,25000000121977806;1,2197780563383276e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;C;0,005;0,004999994043880773;-5,956119227164269e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;FE;0,5;0,5000000000197182;1,9718227051157555e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;MN;0,5;0,4999999999631835;-3,6816494297653435e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;NB;0,06;0,05999999993319798;-6,680201530828711e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;S;0,02;0,019999999738273624;-2,6172637668242515e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;TI;0,1;0,09999999878489123;-1,2151087774858738e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;NI;61,864999999999995;61,8649999690212;-3,097879641700274e-08
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;CR;23,5;23,500000006497626;6,497625548718133e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;MO;13,0;13,000000020959597;2,0959596724878793e-08
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;B;0,1;0,09999999981779914;-1,8220086550613246e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;SI;0,1;0,09999999983670359;-1,6329641805423734e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;AL;0,25;0,24999999749475327;-2,5052467322872474e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;C;0,005;0,005000000599153379;5,991533788204939e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;FE;0,5;0,49999999918712545;-8,128745454527575e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;MN;0,5;0,5000000041808561;4,180856105762132e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;NB;0,06;0,05999999998146742;-1,8532578249796927e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;S;0,02;0,020000002590131204;2,590131203267232e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;TI;0,1;0,09999999983359721;-1,664027943215629e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;NI;61,864999999999995;61,86499999583188;-4,168114742242324e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;CR;23,5;23,499999997840316;-2,159683987201788e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;MO;13,0;12,999999999486134;-5,138662828585439e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;B;0,1;0,10000000003077422;3,077421650843348e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;SI;0,1;0,09999999999381429;-6,185718604001522e-12
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;AL;0,25;0,2499999995328347;-4,67165306439199e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;C;0,005;0,004999999967183592;-3,2816408444824585e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;FE;0,5;0,4999999999575813;-4,2418679679911975e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;MN;0,5;0,500000004735317;4,73531702738228e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;NB;0,06;0,05999999999435971;-5,6402868486848945e-12
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;S;0,02;0,020000002640564448;2,6405644476534817e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;TI;0,1;0,09999999998923724;-1,0762765678684616e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;NI;61,864999999999995;61,865000000704136;7,041407457109017e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;CR;23,5;23,499999999848555;-1,5144507869990775e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;MO;13,0;12,999999998940416;-1,0595844202043736e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;B;0,1;0,09999999989903995;-1,009600597567939e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;SI;0,1;0,1000000000041743;4,1742997947125104e-12
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;AL;0,25;0,24999999882692311;-1,1730768856299534e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;C;0,005;0,004999999961203622;-3,87963784362344e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;FE;0,5;0,4999999999882361;-1,1763923168928159e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;MN;0,5;0,5000000011465825;1,146582495614723e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;NB;0,06;0,059999999997936544;-2,063453574674412e-12
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;S;0,02;0,020000000687114914;6,871149135778687e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;TI;0,1;0,09999999999569525;-4,304751000105966e-12
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;NI;61,864999999999995;61,86500000594372;5,943725511770026e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;CR;23,5;23,50000000191419;1,9141914719966735e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;MO;13,0;13,000000000687702;6,877023395190918e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;B;0,1;0,09999999997571062;-2,4289389943810136e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;SI;0,1;0,10000000000669333;6,6933264486479516e-12
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;AL;0,25;0,24999999956079338;-4,3920661552121487e-10
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;C;0,005;0,005000000015446663;1,54466630458705e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;FE;0,5;0,5000000000337079;3,370792533985423e-11
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;MN;0,5;0,4999999948217906;-5,1782094168117965e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;NB;0,06;0,06000000000541955;5,419553694707702e-12
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;S;0,02;0,019999997026734613;-2,9732653873681958e-09
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;TI;0,1;0,1000000000080983;8,09829980852328e-12
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;NI;61,665;61,66500001385377;1,3853771463345765e-08
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;CR;23,5;23,49999998255891;-1,7441088573377783e-08
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;MO;13,0;13,000000002966956;2,9669564582945895e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;B;0,3;0,3000000000319056;3,190558928167775e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;SI;0,1;0,10000000005419445;5,41944406018402e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;AL;0,25;0,24999999997726363;-2,2736368343601043e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;C;0,005;0,004999997350147963;-2,6498520374479417e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;FE;0,5;0,49999999954373253;-4,562674682517809e-10
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;MN;0,5;0,5000000029766978;2,9766977771572556e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;NB;0,06;0,060000000023938196;2,3938198645545583e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;S;0,02;0,02000000112554505;1,1255450495240016e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;TI;0,1;0,09999999953696342;-4,630365812996473e-10
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;NI;61,665;61,66500004208331;4,2083307505436096e-08
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;CR;23,5;23,499999982282326;-1,771767443869976e-08
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;MO;13,0;12,999999985094071;-1,4905928935604607e-08
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;B;0,3;0,2999999991695633;-8,304366638789418e-10
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;SI;0,1;0,09999999995721032;-4,2789688459166086e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;AL;0,25;0,2499999996935134;-3,0648661386578624e-10
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;C;0,005;0,004999997133746052;-2,8662539477281035e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;FE;0,5;0,5000000001490824;1,4908241308120296e-10
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;MN;0,5;0,49999999689794367;-3,1020563340256047e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;NB;0,06;0,06000000005837091;5,837091227034463e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;S;0,02;0,019999997974731624;-2,025268376615319e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;TI;0,1;0,09999999950616127;-4,938387337949379e-10
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;NI;61,665;61,66499999082475;-9,175252557724889e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;CR;23,5;23,499999998330274;-1,6697256910447322e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;MO;13,0;13,000000001619362;1,6193624219340563e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;B;0,3;0,30000000018097683;1,8097684462148322e-10
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;SI;0,1;0,09999999999193616;-8,063841261396476e-12
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;AL;0,25;0,25000000160028535;1,6002853486796198e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;C;0,005;0,004999999984785967;-1,521403315829506e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;FE;0,5;0,49999999996396355;-3,60364516005518e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;MN;0,5;0,5000000047175328;4,717532808840019e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;NB;0,06;0,059999999997757035;-2,242962759968492e-12
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;S;0,02;0,020000002796038106;2,796038105906673e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;TI;0,1;0,09999999999232871;-7,671294155464636e-12
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;NI;61,665;61,66499999234031;-7,659686218630668e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;CR;23,5;23,499999997206924;-2,7930759927130566e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;MO;13,0;13,00000000025915;2,5914914658642374e-10
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;B;0,3;0,299999999998913;-1,0869638522592595e-12
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;SI;0,1;0,0999999999928526;-7,1474076657196406e-12
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;AL;0,25;0,24999999968599476;-3,140052384775771e-10
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;C;0,005;0,004999999983837018;-1,6162982410805604e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;FE;0,5;0,49999999994561795;-5,438205441521404e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;MN;0,5;0,5000000065752236;6,5752235878235865e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;NB;0,06;0,05999999999085222;-9,147779755913632e-12
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;S;0,02;0,02000000403545504;4,03545503957492e-09
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;TI;0,1;0,09999999998489101;-1,510899738654814e-11
0,3;0,1;"B=0.3; Si=0.1";ось бора;1200,0;пайка и ТО;NI;61,665;61,665000006110105;6,110106198775611e-09
