T, °C;межфазная энергия, Дж/м²;места зарождения;t, ч;мольная доля P-фазы, %;объёмная доля P-фазы, %;движущая сила, Дж/м³
664,0;0,175;границы зёрен;1602,71210054431;22,494654528815023;23,708846997215673;7747513,823390153
664,0;0,175;границы зёрен;2842,272215813645;22,565699832596124;23,78255039616524;6429968,476831863
664,0;0,175;границы зёрен;5031,642926381154;22,62302537212436;23,84201540217218;5361624,449932472
664,0;0,175;границы зёрен;8915,598433011619;22,670573269056145;23,891334248853877;4471926,040649817
664,0;0,175;границы зёрен;10000,0;22,678817742249098;23,899885460131877;4317327,08868344
664,0;0,175;границы зёрен;15767,169419693724;22,70962297967675;23,931835946811745;3738802,2671067626
664,0;0,175;границы зёрен;27949,199247126035;22,74252394335723;23,96595855904187;3119398,167185061
664,0;0,175;границы зёрен;49493,818911330854;22,76980037326378;23,994246607090826;2604686,938828455
664,0;0,175;границы зёрен;87600,0;22,792447204947436;24,017732539672977;2176509,8566874983
664,0;0,2;границы зёрен;0,001;0,0;0,0;239035263,58992228
664,0;0,2;границы зёрен;0,001769908906321979;0,0;0,0;239035263,5899001
664,0;0,2;границы зёрен;0,0031355141082460083;0,0;0,0;239035263,5899088
664,0;0,2;границы зёрен;0,005554586920350339;0,0;0,0;239035263,58990636
664,0;0,2;границы зёрен;0,009835356723973405;5,241866605354026e-35;5,612735144220514e-35;239035263,58997974
664,0;0,2;границы зёрен;0,010000000000000002;6,655093659460435e-35;7,125949758503997e-35;239035263,5898488
664,0;0,2;границы зёрен;0,018074016998753155;7,537084019118468e-30;8,070342025842512e-30;239035263,58988237
664,0;0,2;границы зёрен;0,029805367065938202;7,3174677020638565e-28;7,8351875830114665e-28;239035263,5898869
664,0;0,2;границы зёрен;0,05266653940609259;2,341171058532098e-26;2,5068118035345487e-26;239035263,58992898
