B узла, масс. %;SI узла, масс. %;узел;оси задания;T, °C;режим;фаза;чем является по модели базы;мольная доля, %;массовая доля, %;x(B) в фазе;x(SI) в фазе;NI, масс. %;CR, масс. %;MO, масс. %;B, масс. %;SI, масс. %;AL, масс. %;C, масс. %;FE, масс. %;MN, масс. %;NB, масс. %;S, масс. %;TI, масс. %
0,0;1,0;"B=0; Si=1";ось кремния;1150,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;99,92638926368593;99,94573435016422;5,462602017325186e-08;0,021026346503477795;61,09815430757609;23,51275935066558;13,007058363936322;1,0005877641863363e-06;1,0005429510762982;0,2501357377600811;0,005002714755258633;0,5002656934815796;0,4659929981594433;0,06003257706577806;9,825921419358595e-09;0,1000542951098815
0,0;1,0;"B=0; Si=1";ось кремния;1200,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;99,92638932269917;99,945734350241;5,4625544487234794e-08;0,021026346493107993;61,09815430525187;23,512759350133752;13,007058364417551;1,0005790515566537e-06;1,000542951119634;0,25013573728439226;0,0050027147561587625;0,5002632677117883;0,46599541130031913;0,06003257706137105;2,5282012182257987e-08;0,10005429510210927
0,0;2,0;"B=0; Si=2";ось кремния, перекрёстные узлы;700,0;служба;FCC_A1;бор в подрешётке внедрения;69,10196509857089;66,12937459698071;1,109261356098684e-08;0,06015215807516002;72,04786792332473;19,555975376749945;3,2914039312203913;2,1468512726150893e-07;3,024374593250303;0,37804682668813705;1,415341258309524e-05;0,7560935824564399;0,7042777430237888;0,09073123778335344;5,740460138263299e-13;0,1512144174046446
0,0;2,0;"B=0; Si=2";ось кремния, перекрёстные узлы;700,0;служба;M23C6_WY;бор в подрешётке внедрения;0,11724670149730716;0,09160465647066068;3,966373436326273e-05;0,0;1,8852805826234833;84,12366721723858;8,538981852849465;0,0009402617666462784;0,0;0,0;5,448017105577031;0,0;0,0;0,0;0,0;0,0031129799448062555
0,0;2,0;"B=0; Si=2";ось кремния, перекрёстные узлы;750,0;служба;FCC_A1;бор в подрешётке внедрения;71,30745731797072;68,55000866413661;2,008697624540007e-08;0,05829169181231282;70,79196539417138;19,97664459328043;4,306877414969835;3,870027898025269e-07;2,9175780467246315;0,36469725590607877;3,925336615640556e-05;0,7293943746719123;0,6794083979602438;0,08752734140440457;5,714492216264836e-13;0,14586754054155068
0,0;2,0;"B=0; Si=2";ось кремния, перекрёстные узлы;750,0;служба;M23C6_WY;бор в подрешётке внедрения;0,11683147984828733;0,09177920134729438;3,407219477692601e-05;0,0;2,7367711416288087;82,369525944839;9,465867987122097;0,0008033185698861215;0,0;0,0;5,418545472062501;0,0;0,0;0,0;0,0;0,008486135777703643
0,0;2,0;"B=0; Si=2";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;98,13630630162149;97,8576263229412;5,5007192485568757e-08;0,042355680396739835;60,84161762417918;23,448489754751115;12,299340493751545;1,021707547163224e-06;2,04378438669976;0,2554731872515733;0,0015419300669437337;0,47169108322338643;0,4745576762397592;0,06131356554910067;6,506278013700327e-10;0,10218927592945332
0,0;2,0;"B=0; Si=2";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;SIGMA;кремний в растворе;1,6721194071257983;1,9614909004797028;0,0;1,3725029752045897e-06;25,01218725991083;26,968381271793316;46,00443556912666;0,0;5,629666499640784e-05;0,0;0,0;1,9463287563654594;0,06861084613855511;0,0;0,0;1,8647047950989993e-13
0,0;2,0;"B=0; Si=2";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;99,8770905511797;99,89234017226151;5,405850021825388e-08;0,041617474988648484;60,114337293565036;23,51488585475405;12,987982156224438;1,001082294052639e-06;2,00215551312356;0,25026944317488226;0,0035311686747909986;0,5004234086360068;0,4662417136047477;0,06006466553702427;5,790105201135589e-09;0,10010777583307943
0,0;2,0;"B=0; Si=2";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;99,92718704903643;99,94573433078592;5,4036183925641956e-08;0,04159661098616079;60,09761136662303;23,512759354625867;13,007058366497136;1,000636089675411e-06;2,0010859025216683;0,25013573783957194;0,00500271475644447;0,5002637421994632;0,46599492682819416;0,06003257707599606;1,5270603880498783e-08;0,10005429512592509
0,0;3,5;"B=0; Si=3.5";ось кремния;700,0;служба;FCC_A1;бор в подрешётке внедрения;61,08440773378171;58,66461589035696;4,572495489828439e-09;0,08485996683296462;71,17651183424589;19,15201889810298;3,5068813621250197;8,96154319362383e-08;4,320645819033041;0,4261512737355539;6,255489665457001e-06;0,6567967716421353;0,7488555866927921;0,006338637395480818;5,813106916875947e-13;0,005793471921426505
0,0;3,5;"B=0; Si=3.5";ось кремния;700,0;служба;G_PHASE;силицид;8,178524664299598;7,133671212516939;0,0;0,24137931034482774;64,63347202951215;17,713538563998515;0,0;0,0;13,531738425193868;0,0;0,0;1,6077649532520735;0,37037314084595;0,7889550995331118;0,0;1,3541577876643103
0,0;3,5;"B=0; Si=3.5";ось кремния;700,0;служба;M23C6_WY;бор в подрешётке внедрения;0,11550486849213819;0,09166475949978485;4,344788807714941e-05;0,0;1,3121292679900187;84,66003131500257;8,57602641872382;0,0010304856262241273;0,0;0,0;5,45065392925318;0,0;0,0;0,0;0,0;0,00012858340419806677
0,0;3,5;"B=0; Si=3.5";ось кремния;750,0;служба;FCC_A1;бор в подрешётке внедрения;69,98711386403717;67,3194876725333;7,159103248756686e-09;0,08997968963270564;68,96984451186759;20,078645014672986;4,7580036419884415;1,4009133995283448e-07;4,574182065787003;0,3713634914325658;1,4711646622097413e-05;0,5468699980745917;0,6747793542510979;0,012544353305889655;5,804051900443382e-13;0,013752716881295476
0,0;3,5;"B=0; Si=3.5";ось кремния;750,0;служба;G_PHASE;силицид;3,5642128852247295;3,1160847683422443;0,0;0,24137931034482776;64,48370470606899;15,722853077172728;0,0;0,0;13,500382965215655;0,0;0,0;1,4225036569788516;0,30404761933482816;1,6544866506980584;0,0;2,912021324530883
0,0;3,5;"B=0; Si=3.5";ось кремния;750,0;служба;M23C6_WY;бор в подрешётке внедрения;0,11535980010972746;0,09183234413369278;4,176334279918801e-05;0,0;1,5518801774538327;83,85131912622587;9,161145126344868;0,0009874826153622694;0,0;0,0;5,433918043108932;0,0;0,0;0,0;0,0;0,0007500442511404806
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;95,75768376563607;94,95613478164621;5,548810718241548e-08;0,07474809420166198;60,41025899738659;23,365180491946465;11,201038526040401;1,053236485706483e-06;3,685890268111283;0,26327945982161005;0,001125117843315886;0,4191649115998284;0,4855623186449883;0,06318707067404364;2,9405884832365517e-10;0,10531178440094147
0,0;3,5;"B=0; Si=3.5";ось кремния;1050,0;пайка и ТО;SIGMA;кремний в растворе;4,039060064971178;4,846881929170841;0,0;1,0653476010774583e-05;23,970856999278936;26,50946948449281;47,32678542918771;0,0;0,0004341110860340734;0,0;0,0;2,096205492072454;0,09624848388188119;0,0;0,0;1,8524660544762554e-13
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;99,84783108553728;99,85832810856206;5,321273275031905e-08;0,07168655814217131;58,623536427378134;23,516128980363398;12,975360608295263;1,0014869336670526e-06;3,5049654923920794;0,25035466106548937;0,0025982217406041765;0,5004274088519924;0,4664001991054287;0,06008512360042953;3,0488214579265412e-09;0,10014187267142977
0,0;3,5;"B=0; Si=3.5";ось кремния;1150,0;пайка и ТО;M6C;кремний в растворе;0,08052082515708842;0,08740622873655268;0,0;1,292547996934434e-06;28,04789494237374;19,663070680950955;49,2206355702204;0,0;5,822428789911792e-05;0,0;2,7520509740925276;0,3162896080744773;0,0;0,0;0,0;0,0
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;99,89183176327575;99,90612077046269;5,317740693712261e-08;0,07165498168538104;58,60885727756088;23,5142786295014;12,992759943086128;1,000784148488025e-06;3,503288823767109;0,2502349181870702;0,0039126809267633;0,5003370804106722;0,4661792894905988;0,06005638050201341;8,280963287799893e-09;0,10009396750224361
0,0;3,5;"B=0; Si=3.5";ось кремния;1200,0;пайка и ТО;M6C;кремний в растворе;0,03651998432107592;0,039613562238411004;0,0;2,1076263602427404e-06;28,180464848722917;19,681132821583795;49,06790858264828;0,0;9,50105822377051e-05;0,0;2,7540849047950826;0,31631383166767885;0,0;0,0;0,0;0,0
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;FCC_A1;бор в подрешётке внедрения;39,63248531277666;38,65517138418099;4,488929790087599e-09;0,08610847146663199;71,24687328520437;18,939241081743447;3,5814952282986847;8,801446298737762e-08;4,386048233577426;0,4489698872336446;6,203545942933463e-06;0,4896426239492843;0,9042304612207002;0,0018710911622479092;5,815539715654481e-13;0,0016218160492165318
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;G_PHASE;силицид;26,359348625805683;23,320681100646503;0,0;0,24137931034482757;64,74126742906994;19,213505759198643;0,0;0,0;13,554306594664771;0,0;0,0;1,3321787726837777;0,49828136543044693;0,2541345350440061;0,0;0,4063255439084137
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;GAMMA_PRIME;кремний в растворе;1,9101697309032784;1,7339851273950693;0,0;0,15133023136222667;85,8287502299506;1,099744297530015;0,11064087904462132;0,0;8,28201677447132;4,4089140176664445;0,0;0,0031501391564026883;0,0;0,0006241349816208669;0,0;0,26615952719898855
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;700,0;служба;M23C6_WY;бор в подрешётке внедрения;0,1137156425300624;0,09171325343970806;4,4260660919798e-05;0,0;1,3204497731768616;84,59865002447451;8,63065711590998;0,0010494784638001393;0,0;0,0;5,449156377229287;0,0;0,0;0,0;0,0;3,723074554182299e-05
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;97,7649712086546;97,29461597250149;4,2601646163714217e-08;0,10294328788698355;58,04406871951903;23,46279866441287;12,012534651613114;8,186313579218323e-07;5,138972847646148;0,2569515232621022;0,0011473816445001007;0,44482270001460367;0,4755071382003353;0,06166836623920383;1,8117172564732943e-10;0,10152718863557439
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;SIGMA;кремний в растворе;2,0761530520552216;2,575678660083725;0,0;5,440156836361103e-05;22,763911375742822;24,11238399101993;50,39203167199506;0,0;0,002178526896788961;0,0;0,0;2,609390223156279;0,12010421118894182;0,0;0,0;1,8657021726641084e-13
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1050,0;пайка и ТО;M23C6_WY;бор в подрешётке внедрения;0,08835545593475307;0,07543974825782951;1,2337860540384177e-05;0,0;6,521838932013986;67,474572452884;19,23874092670305;0,00027633794633436794;0,0;0,0;5,148032996072659;0,0;0,0;0,0;0,0;1,6165383543799676
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;89,5377165780078;89,49218704773432;2,0212950576010484e-09;0,09877509770094937;58,269415430125775;23,007289964130067;12,424748420890628;3,867391455453509e-08;4,909668615088079;0,26696337340808873;0,001734854077369892;0,5147752198421225;0,4571321796612115;0,05070705007934403;1,9746225976382744e-09;0,09756485204878293
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1150,0;пайка и ТО;LIQUID;раствор;10,392837161719147;10,45437368496452;4,857716982433272e-07;0,11741392628459321;47,046574944424336;27,837851583705124;17,99075640155492;9,23497742113491e-06;5,798818728991475;0,1060669819302487;0,032976065796456754;0,3760252691619691;0,5467939553962761;0,13985679432082285;0,00291336644253932;0,12135667329841764
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;51,1629633268968;50,980927693623954;6,969941848348381e-10;0,09191790015050265;62,136846641785134;21,445445745447294;10,395552122228526;1,3376566029007778e-08;4,582810188299425;0,3421662586352804;0,0005133503962139454;0,5665868825902913;0,41020310783436725;0,03284919571021746;6,77040048718153e-09;0,08702648692625492
0,0;5,0;"B=0; Si=5";ось кремния, перекрёстные узлы;1200,0;пайка и ТО;LIQUID;раствор;48,78297592883035;48,977472217387806;1,0647517486897927e-07;0,10990654552467717;51,83415352501398;25,65855737534876;15,722026352523622;2,0280927458493576e-06;5,438502092769991;0,15427596328265933;0,00967442577935291;0,4310978500148343;0,5402779279551945;0,08831238798265209;0,009530930955489453;0,11358914028073018
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;FCC_A1;бор в подрешётке внедрения;79,95259222669661;78,36815208479663;4,108514616708147e-06;0,0026422045741560326;69,34517532800872;22,24975251653468;6,524002590958464;7,637698264399687e-05;0,12760285556482898;0,3190071407442027;0,00015760143833802275;0,636828268285669;0,5942877956251597;0,07656171331981418;5,51380602045641e-13;0,12654781253690808
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;M2B;борид;1,6454053381919187;1,7771356170350219;0,333333;0,0;0,8502472406536091;5,749524622233361;87,72628046233353;5,623612140970496;0,0;0,0;0,0;0,050335533809007925;0,0;0,0;0,0;0,0
0,1;0,1;"B=0.1; Si=0.1";ось бора;700,0;служба;M23C6;бор в подрешётке внедрения;0,11645219500041708;0,09630962867162052;4,38630428119505e-05;0,0;21,820536856366267;53,71305372151;18,505204609776;0,0009664100645191289;0,0;0,0;5,063340785606366;0,03619717225442957;0,0022020705963736735;0,0;0,0;0,8584983738260409
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;FCC_A1;бор в подрешётке внедрения;83,15584733505635;81,83204005022057;7,46199151053347e-06;0,0025404239357841724;68,02971731873693;22,570521694402412;7,59807255585337;0,00013816844922130567;0,12220152372509996;0,30550380675017696;0,00031018979742053173;0,6098557621860854;0,5691314568489303;0,0733209143321433;5,491908135773632e-13;0,12122660891766464
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;M2B;борид;1,6445201983701252;1,77876413415843;0,333333;0,0;1,0046983378423482;5,451837043805071;87,87718112897795;5,615441100611177;0,0;0,0;0,0;0,05084238876344286;0,0;0,0;0,0;0,0
0,1;0,1;"B=0.1; Si=0.1";ось бора;750,0;служба;M23C6;бор в подрешётке внедрения;0,1133554052327838;0,09383760667405402;7,17249409913968e-05;0,0;22,566435866240695;52,978434969067045;18,502078473443092;0,0015787749550469567;0,0;0,0;5,05785060821337;0,0405963128577031;0,0028406172893831114;0,0;0,0;0,8501843779336558
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;98,32708631426989;98,22424075830428;0,00016103866656825305;0,0021484528121639866;62,94097780791121;23,838225599872217;11,711626987539523;0,0029374424942524655;0,10180786252130931;0,25451965584340613;0,005090393092970659;0,5077644978546805;0,47415717061504875;0,06108471751082186;2,2279091087918415e-09;0,10180786251664953
0,1;0,1;"B=0.1; Si=0.1";ось бора;1050,0;пайка и ТО;M2B;борид;1,598902682019045;1,7214936159976844;0,333333;0,0;2,422455579897132;4,942445985476254;86,92122332754495;5,641305813777329;0,0;0,0;0,0;0,07256929330432377;0,0;0,0;0,0;0,0
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;98,39778920693999;98,30987420253024;0,00040043636030412524;0,002146909059758478;62,87206263076816;23,822097396418503;11,793872154132867;0,007303086147901032;0,10171918214254064;0,25429795415249223;0,00508595906745137;0,5070634086684462;0,4737475199473776;0,06103150928087781;1,713948969744995e-08;0,10171918213391583
0,1;0,1;"B=0.1; Si=0.1";ось бора;1150,0;пайка и ТО;M2B;борид;1,5281998399009433;1,6358601624962197;0,33333300000000005;0,0;3,3960310993308807;4,922548936115591;85,91560286305331;5,67410022091974;0,0;0,0;0,0;0,091716880580468;0,0;0,0;0,0;0,0
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;98,45629774547592;98,377137625407;0,0005982842208741076;0,0021456332395286748;62,82238685231531;23,810142308417095;11,853013104030683;0,010910422925079514;0,10164963366536008;0,2541240836999389;0,005082481698629293;0,5066254565074342;0,47342619995759794;0,06098978020064275;4,2915450956775074e-08;0,10164963366678822
0,1;0,1;"B=0.1; Si=0.1";ось бора;1200,0;пайка и ТО;M2B;борид;1,4696913919744048;1,5685967768548452;0,333333;0,0;3,9611220418595514;4,861895388460418;85,38491257539096;5,690859468561291;0,0;0,0;0,0;0,10121052572780487;0,0;0,0;0,0;0,0
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;FCC_A1;бор в подрешётке внедрения;84,81587839468864;83,54794194590403;5,105577937226841e-06;0,0024685980293102194;68,74684605571103;23,633960352434947;5,857489225491282;9,528893729659669e-05;0,11969175748092378;0,2992293935129302;0,00014410784203044047;0,5946144971823324;0,5574434701001564;0,07181505447828655;5,535683589948202e-13;0,11867079682824289
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;M2B;борид;4,894061870805026;5,27667975310303;0,3333330000000001;0,0;0,7228530861739099;7,173229455616528;86,35977360749327;5,683857676259709;0,0;0,0;0,0;0,06028617445660401;0,0;0,0;0,0;0,0
0,3;0,1;"B=0.3; Si=0.1";ось бора;700,0;служба;M23C6;бор в подрешётке внедрения;0,1155052760440963;0,09621006976480029;6,69116449891081e-05;0,0;20,532922557476052;54,98877172742321;18,484543800239443;0,0014768594463629146;0,0;0,0;5,071816521781735;0,03186406573258566;0,0020121410822372854;0,0;0,0;0,8865923268183935
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;FCC_A1;бор в подрешётке внедрения;88,05147561070363;87,06392573716967;9,136154141284137e-06;0,0023778853051683382;67,49959719008288;23,925082724267494;6,884402236016337;0,0001698705045211405;0,11485813338935845;0,2871453332442399;0,0002840010715133062;0,5706995584275041;0,5349311929784355;0,06891488013014727;5,514720936936806e-13;0,11391487988704577
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;M2B;борид;4,892935012189758;5,29075517008094;0,333333;0,0;0,885179868270696;6,688474486427207;86,70045805378548;5,667431232621441;0,0;0,0;0,0;0,05845635889517319;0,0;0,0;0,0;0,0
0,3;0,1;"B=0.3; Si=0.1";ось бора;750,0;служба;M23C6;бор в подрешётке внедрения;0,11252353196504045;0,09382566432667723;0,00010597374323096024;0,0;21,34840512775706;54,18499229702974;18,485017280364016;0,002336555752155668;0,0;0,0;5,065495337398434;0,03587024901322149;0,002607625875974873;0,0;0,0;0,875275526809382
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;95,10665659777733;94,77991827232027;0,0002642466951776239;0,0022014895446214847;64,90629917132388;24,450928276271565;9,081336625291721;0,004874839424302036;0,10550758200130288;0,2637689567129495;0,005275379084438584;0,5218088853885703;0,4913881510156793;0,06330454920352001;2,280345168746337e-09;0,10550758200171705
0,3;0,1;"B=0.3; Si=0.1";ось бора;1050,0;пайка и ТО;M2B;борид;4,819989228136608;5,1658161013636255;0,33333299999999993;0,0;2,8429715610185973;6,299685371504709;85,03431953324917;5,717966446400307;0,0;0,0;0,0;0,10505708782720959;0,0;0,0;0,0;0,0
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;95,21279542333437;94,92146448503239;0,0006355361636211806;0,0021990354259112687;64,74947006303887;24,436035355285956;9,249602130642453;0,011719992117393559;0,10535024984640962;0,26337562430404327;0,005267512475669229;0,5199597767525219;0,49065887834891814;0,06321014990272644;1,7447049057622675e-08;0,10535024983802206
0,3;0,1;"B=0.3; Si=0.1";ось бора;1150,0;пайка и ТО;M2B;борид;4,713850454156695;5,024269870078127;0,3333329999999999;0,0;4,057400726426734;6,0696854224604895;83,99513377948685;5,749595848024395;0,0;0,0;0,0;0,1281842236015292;0,0;0,0;0,0;0,0
0,3;0,1;"B=0.3; Si=0.1";ось бора;1200,0;пайка и ТО;FCC_A1;бор в подрешётке внедрения;95,29770905498302;95,0256642052313;0,0009319810948917257;0,0021970760072036128;64,6459455338732;24,425753411123466;9,360064232824094;0,01718323046296341;0,10523472879131528;0,263086821562933;0,005261736506033606;0,5189711731775973;0,49012352206382614;0,06314083727733115;4,354425901786189e-08;0,10523472879298816
0,3;0,1;"B=0.3; Si=0.1";ось бора;1200,0;пайка и ТО;M2B;борид;4,62893690095795;4,920070191997796;0,33333300000000005;0,0;4,771494544465312;5,87929796307446;83,44467926463427;5,765599066024877;0,0;0,0;0,0;0,13892916180107234;0,0;0,0;0,0;0,0
0,5;0,1;"B=0.5; Si=0.1";ось бора, перекрёстные узлы;700,0;служба;FCC_A1;бор в подрешётке внедрения;89,40062377743433;88,60018166757052;5,954716775986813e-06;0,0023213987783248717;68,18440959237165;24,75213386022057;5,417112802542069;0,00011144496519795288;0,11286658559199446;0,28216646608334295;0,0001362940464382114;0,5575215662918035;0,5256565942659982;0,06771995141021746;5,551020497082347e-13;0,10016484221017664
0,5;0,1;"B=0.5; Si=0.1";ось бора, перекрёстные узлы;700,0;служба;M2B;борид;8,00964065954439;8,631076951880441;0,33333300000000005;0,0;0,6182873137652084;8,43298324866853;85,14166617547033;5,73746119453234;0,0;0,0;0,0;0,06960206756358811;0,0;0,0;0,0;0,0
0,5;0,1;"B=0.5; Si=0.1";ось бора, перекрёстные узлы;700,0;служба;M23C6;бор в подрешётке внедрения;0,11449498933000359;0,09609914547628058;9,23832396347187e-05;0,0;19,55450453038653;55,94738182226771;18,495273169655377;0,0020415195779310284;0,0;0,0;5,077301453562031;0,02852661051104002;0,0018541336527903018;0,0;0,0;0,8931167603866038
0,5;0,1;"B=0.5; Si=0.1";ось бора, перекрёстные узлы;700,0;служба;TIB2;борид;0,03796620820332248;0,015090714812180257;0,6666663715515191;0,0;0,0;6,36665834591558e-05;0,0040327150895749925;31,10923762555472;0,0;0,0;0,0;0,0;0,0;0,0;0,0;68,88666599277225
0,5;0,1;"B=0.5; Si=0.1";ось бора, перекрёстные узлы;750,0;служба;FCC_A1;бор в подрешётке внедрения;91,73174734122563;91,12975915340081;1,1619800385619745e-05;0,002262406473399836;67,35106469244151;24,951633375616062;6,085274449448818;0,00021694593541178212;0,10973363802640897;0,2743340962569229;0,00026979279899904296;0,5417597695401979;0,511064946821927;0,06584018281049668;5,537593548807422e-13;0,10880811030268028
0,5;0,1;"B=0.5; Si=0.1";ось бора, перекрёстные узлы;750,0;служба;M2B;борид;8,08395504394994;8,722207861498633;0,33333300000000005;0,0;0,7889707137552568;8,141651936126635;85,26735727547408;5,73019201391852;0,0;0,0;0,0;0,07182806072551048;0,0;0,0;0,0;0,0
0,5;0,1;"B=0.5; Si=0.1";ось бора, перекрёстные узлы;750,0;служба;M23C6;бор в подрешётке внедрения;0,1115886519018168;0,09376740391397156;0,00014686100231505866;0,0;20,60556160384212;54,92824336986766;18,458343354282274;0,0032416642639239764;0,0;0,0;5,070137223016249;0,03254390069817225;0,0024361591005663363;0,0;0,0;0,8994927249290392
