B узла, масс. %;SI узла, масс. %;узел;оси задания;T, °C;режим;элемент;в сплаве, масс. %;собрано из фаз, масс. %;невязка, масс. %
0,5;2,0;"B=0.5; Si=2";перекрёстные узлы;595,0;служба;NB;0,06;0,05999999976818341;-2,3181658675985872e-10
0,5;2,0;"B=0.5; Si=2";перекрёстные узлы;595,0;служба;S;0,02;0,01999999766461005;-2,3353899508693488e-09
0,5;2,0;"B=0.5; Si=2";перекрёстные узлы;595,0;служба;TI;0,1;0,09999999961817867;-3,8182133843545074e-10
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;NI;56,565;0,0;-56,565
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;CR;23,5;0,0;-23,5
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;MO;13,0;0,0;-13,0
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;B;0,5;0,0;-0,5
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;SI;5,0;0,0;-5,0
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;AL;0,25;0,0;-0,25
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;C;0,005;0,0;-0,005
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;FE;0,5;0,0;-0,5
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;MN;0,5;0,0;-0,5
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;NB;0,06;0,0;-0,06
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;S;0,02;0,0;-0,02
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;580,0;служба;TI;0,1;0,0;-0,1
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;NI;56,565;0,0;-56,565
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;CR;23,5;0,0;-23,5
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;MO;13,0;0,0;-13,0
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;B;0,5;0,0;-0,5
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;SI;5,0;0,0;-5,0
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;AL;0,25;0,0;-0,25
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;C;0,005;0,0;-0,005
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;FE;0,5;0,0;-0,5
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;MN;0,5;0,0;-0,5
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;NB;0,06;0,0;-0,06
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;S;0,02;0,0;-0,02
0,5;5,0;"B=0.5; Si=5";перекрёстные узлы;595,0;служба;TI;0,1;0,0;-0,1
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;NI;60,964999999999996;0,0;-60,964999999999996
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;CR;23,5;0,0;-23,5
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;MO;13,0;0,0;-13,0
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;B;1,0;0,0;-1,0
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;SI;0,1;0,0;-0,1
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;AL;0,25;0,0;-0,25
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;C;0,005;0,0;-0,005
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;FE;0,5;0,0;-0,5
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;MN;0,5;0,0;-0,5
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;NB;0,06;0,0;-0,06
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;S;0,02;0,0;-0,02
1,0;0,1;"B=1; Si=0.1";ось бора;580,0;служба;TI;0,1;0,0;-0,1
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;NI;60,964999999999996;60,9649996029504;-3,9704959675646023e-07
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;CR;23,5;23,500000304981562;3,0498156178282443e-07
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;MO;13,0;13,000000054474336;5,4474336153020886e-08
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;B;1,0;0,9999999925055036;-7,494496356841296e-09
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;SI;0,1;0,09999999894388949;-1,0561105184825337e-09
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;AL;0,25;0,2499999991146316;-8,853683897136477e-10
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;C;0,005;0,005000045812982394;4,5812982393811374e-08
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;FE;0,5;0,4999999954746519;-4,525348096251491e-09
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;MN;0,5;0,4999999975933196;-2,40668041051606e-09
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;NB;0,06;0,059999999351675666;-6,483243317201293e-10
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;S;0,02;0,02000000162642369;1,6264236901708529e-09
1,0;0,1;"B=1; Si=0.1";ось бора;595,0;служба;TI;0,1;0,10000000717063086;7,170630852981752e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;NI;60,464999999999996;60,46499944495311;-5,550468884507609e-07
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;CR;23,5;23,500000408574955;4,0857495520185694e-07
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;MO;13,0;13,000000083867429;8,386742855748253e-08
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;B;1,5;1,4999999771426062;-2,285739375551543e-08
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;SI;0,1;0,09999999853901188;-1,4609881221483434e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;AL;0,25;0,2499999964770375;-3,522962505053684e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;C;0,005;0,005000076700881929;7,6700881928779e-08
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;FE;0,5;0,4999999926844611;-7,315538896879303e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;MN;0,5;0,5000000036397692;3,6397691527412235e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;NB;0,06;0,05999999916680537;-8,331946244055644e-10
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;S;0,02;0,020000006449975318;6,449975317734946e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;580,0;служба;TI;0,1;0,10000001180397455;1,1803974547808238e-08
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;NI;60,464999999999996;60,46500001646531;1,6465314445213153e-08
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;CR;23,5;23,499999999639407;-3,6059333297089324e-10
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;MO;13,0;13,000000002885029;2,8850291045046106e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;B;1,5;1,499999996800334;-3,199666087638775e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;SI;0,1;0,10000000007819801;7,819800362796059e-11
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;AL;0,25;0,24999999856357955;-1,436420454803411e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;C;0,005;0,004999998617297825;-1,3827021749790447e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;FE;0,5;0,5000000005505549;5,505549349749117e-10
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;MN;0,5;0,49999999742934276;-2,5706572426287266e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;NB;0,06;0,06000000003487801;3,487801020218839e-11
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;S;0,02;0,019999998067607192;-1,9323928082681796e-09
1,5;0,1;"B=1.5; Si=0.1";перекрёстные узлы;595,0;служба;TI;0,1;0,09999999086844798;-9,131552028418533e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;NI;58,565;58,565000222155476;2,2215547801351931e-07
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;CR;23,5;23,499999584373278;-4,1562672237205334e-07
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;MO;13,0;13,000000246767353;2,46767353218047e-07
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;B;1,5;1,4999999943123623;-5,687637694151704e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;SI;2,0;1,9999999934720256;-6,527974383274682e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;AL;0,25;0,25000000059435357;5,943535663632815e-10
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;C;0,005;0,0049999567267091215;-4,3273290878560744e-08
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;FE;0,5;0,49999999827086256;-1,7291374443395569e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;MN;0,5;0,5000000019706081;1,9706081211268156e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;NB;0,06;0,059999999832196504;-1,6780349332279343e-10
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;S;0,02;0,020000001984836747;1,9848367463493055e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;580,0;служба;TI;0,1;0,09999999953993766;-4,6006234932782775e-10
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;NI;58,565;58,565000225267674;2,2526767651243063e-07
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;CR;23,5;23,499999588888343;-4,111116567173667e-07
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;MO;13,0;13,000000245932261;2,4593226122249234e-07
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;B;1,5;1,4999999948051714;-5,194828567312015e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;SI;2,0;1,9999999930257146;-6,974285371441624e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;AL;0,25;0,25000000074964196;7,496419596186854e-10
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;C;0,005;0,0049999575560844885;-4,244391551156551e-08
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;FE;0,5;0,4999999986132545;-1,386745496212427e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;MN;0,5;0,49999999670640105;-3,2935989491278406e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;NB;0,06;0,05999999983379723;-1,6620276682699497e-10
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;S;0,02;0,019999998945011532;-1,0549884681132493e-09
1,5;2,0;"B=1.5; Si=2";перекрёстные узлы;595,0;служба;TI;0,1;0,09999999967666237;-3,233376344446981e-10
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;NI;55,565;0,0;-55,565
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;CR;23,5;0,0;-23,5
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;MO;13,0;0,0;-13,0
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;B;1,5;0,0;-1,5
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;SI;5,0;0,0;-5,0
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;AL;0,25;0,0;-0,25
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;C;0,005;0,0;-0,005
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;FE;0,5;0,0;-0,5
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;MN;0,5;0,0;-0,5
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;NB;0,06;0,0;-0,06
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;S;0,02;0,0;-0,02
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;580,0;служба;TI;0,1;0,0;-0,1
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;NI;55,565;0,0;-55,565
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;CR;23,5;0,0;-23,5
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;MO;13,0;0,0;-13,0
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;B;1,5;0,0;-1,5
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;SI;5,0;0,0;-5,0
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;AL;0,25;0,0;-0,25
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;C;0,005;0,0;-0,005
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;FE;0,5;0,0;-0,5
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;MN;0,5;0,0;-0,5
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;NB;0,06;0,0;-0,06
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;S;0,02;0,0;-0,02
1,5;5,0;"B=1.5; Si=5";перекрёстные узлы;595,0;служба;TI;0,1;0,0;-0,1
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;NI;59,964999999999996;59,96500000766078;7,660780454443739e-09
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;CR;23,5;23,500000058248514;5,8248513568059934e-08
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;MO;13,0;13,000000021409335;2,1409334749478148e-08
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;B;2,0;2,000000010146845;1,0146845141889571e-08
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;SI;0,1;0,099999999935207;-6,479300429518275e-11
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;AL;0,25;0,25000000078154344;7,81543441075172e-10
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;C;0,005;0,005000006611998193;6,611998192886104e-09
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;FE;0,5;0,49999999988416377;-1,1583622949729033e-10
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;MN;0,5;0,4999999186592736;-8,134072637666634e-08
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;NB;0,06;0,05999999997515962;-2,4840379753143793e-11
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;S;0,02;0,019999952588381636;-4,741161836394059e-08
2,0;0,1;"B=2; Si=0.1";ось бора;580,0;служба;TI;0,1;0,10000002409881549;2,4098815484818736e-08
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;NI;59,964999999999996;59,96500000797973;7,97973598309909e-09
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;CR;23,5;23,50000001726869;1,726868958940031e-08
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;MO;13,0;13,000000006942765;6,9427645854602815e-09
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;B;2,0;2,0000000067148482;6,714848233002613e-09
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;SI;0,1;0,09999999999190896;-8,091041725499792e-12
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;AL;0,25;0,24999999946398463;-5,360153709776938e-10
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;C;0,005;0,005000002282231399;2,2822313986564646e-09
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;FE;0,5;0,5000000002935759;2,9357594133472276e-10
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;MN;0,5;0,49999996527250845;-3,472749154909138e-08
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;NB;0,06;0,060000000001619924;1,619926415230566e-12
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;S;0,02;0,019999979929617936;-2,0070382064640846e-08
2,0;0,1;"B=2; Si=0.1";ось бора;595,0;служба;TI;0,1;0,10000001385852589;1,385852588242642e-08
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;NI;58,964999999999996;58,964999996024716;-3,97528054918439e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;CR;23,5;23,499999989177265;-1,0822734708426651e-08
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;MO;13,0;13,00000000432603;4,326029312551327e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;B;3,0;3,0000000046520334;4,652033425145419e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;SI;0,1;0,10000000001956398;1,9563975439673698e-11
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;AL;0,25;0,24999999971534873;-2,8465127477339536e-10
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;C;0,005;0,004999997651698468;-2,3483015323955136e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;FE;0,5;0,4999999998540629;-1,4593709574128866e-10
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;MN;0,5;0,5000000015841503;1,5841502554181375e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;NB;0,06;0,059999999989126036;-1,087396145349473e-11
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;S;0,02;0,020000000447416226;4,474162255962977e-10
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;580,0;служба;TI;0,1;0,10000000655859667;6,558596665762195e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;NI;58,964999999999996;58,96500000157752;1,5775256656525016e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;CR;23,5;23,49999999061204;-9,387960631102032e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;MO;13,0;12,999999997992141;-2,0078587681382487e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;B;3,0;3,0000000034973096;3,497309553068817e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;SI;0,1;0,09999999999840574;-1,594266385573917e-12
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;AL;0,25;0,24999999858198424;-1,418015760368263e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;C;0,005;0,004999998126235767;-1,8737642331831394e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;FE;0,5;0,4999999999592651;-4,073491544076546e-11
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;MN;0,5;0,5000000027169955;2,7169955174599636e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;NB;0,06;0,06000000001860213;1,8602133722289693e-11
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;S;0,02;0,020000001028649697;1,0286496966716019e-09
3,0;0,1;"B=3; Si=0.1";ось бора, перекрёстные узлы;595,0;служба;TI;0,1;0,10000000589083244;5,890832432964288e-09
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;NI;57,065;57,0650000469401;4,694010158345918e-08
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;CR;23,5;23,499999980591294;-1,940870575367626e-08
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;MO;13,0;12,99999998446055;-1,553945061516515e-08
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;B;3,0;3,000000000617217;6,172169442208997e-10
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;SI;2,0;2,000000003116267;3,116266800162748e-09
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;AL;0,25;0,2500000008582892;8,582892174757717e-10
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;C;0,005;0,004999992816855221;-7,18314477950871e-09
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;FE;0,5;0,5000000003250616;3,2506164426848727e-10
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;MN;0,5;0,49999999842754794;-1,5724520574522671e-09
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;NB;0,06;0,060000000044827174;4,482717669285208e-11
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;S;0,02;0,019999999297224916;-7,027750846544389e-10
3,0;2,0;"B=3; Si=2";перекрёстные узлы;580,0;служба;TI;0,1;0,0999999925047783;-7,495221707176647e-09
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;NI;57,065;57,065000061491155;6,149115705511576e-08
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;CR;23,5;23,499999970988483;-2,901151674450375e-08
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;MO;13,0;12,999999995732496;-4,267503683763607e-09
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;B;3,0;3,0000000113584266;1,1358426643681696e-08
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;SI;2,0;2,0000000040627226;4,062722602782287e-09
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;AL;0,25;0,2500000001928344;1,9283441510253851e-10
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;C;0,005;0,004999990420505191;-9,579494809376643e-09
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;FE;0,5;0,5000000017453323;1,7453323231109152e-09
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;MN;0,5;0,49999997247998273;-2,7520017265025842e-08
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;NB;0,06;0,06000000010045087;1,0045086984433738e-10
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;S;0,02;0,019999983988127367;-1,601187263333692e-08
3,0;2,0;"B=3; Si=2";перекрёстные узлы;595,0;служба;TI;0,1;0,10000000743951099;7,439510979478925e-09
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;NI;54,065;54,06500002417354;2,417354494355095e-08
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;CR;23,5;23,50000000817004;8,170040644017718e-09
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;MO;13,0;12,999999969854702;-3,0145297813533034e-08
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;B;3,0;2,999999999290585;-7,094151932562909e-10
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;SI;5,0;5,000000002687207;2,687206901441641e-09
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;AL;0,25;0,24999999983224852;-1,6775147937408974e-10
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;C;0,005;0,0050000013271122735;1,3271122733735097e-09
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;FE;0,5;0,500000000235276;2,35276020887909e-10
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;MN;0,5;0,4999999965480461;-3,4519538893995616e-09
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;NB;0,06;0,06000000005739068;5,7390682484115274e-11
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;S;0,02;0,01999999782993795;-2,1700620501940993e-09
3,0;5,0;"B=3; Si=5";перекрёстные узлы;580,0;служба;TI;0,1;0,09999999999393068;-6,069325597657382e-12
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;NI;54,065;54,06500001689643;1,6896429144708236e-08
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;CR;23,5;23,500000010325316;1,0325315713544114e-08
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;MO;13,0;12,999999981254314;-1,8745685892440633e-08
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;B;3,0;2,999999999047743;-9,522569399678105e-10
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;SI;5,0;5,00000000145552;1,4555201488519742e-09
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;AL;0,25;0,25000000011377876;1,1377876418805499e-10
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;C;0,005;0,004999999621063372;-3,789366277359707e-10
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;FE;0,5;0,49999999992105026;-7,894973563793428e-11
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;MN;0,5;0,49999999440564336;-5,594356644600396e-09
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;NB;0,06;0,060000000023253966;2,32539681954691e-11
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;S;0,02;0,019999996873694005;-3,126305995332368e-09
3,0;5,0;"B=3; Si=5";перекрёстные узлы;595,0;служба;TI;0,1;0,10000000006220022;6,220021719904878e-11
