B узла, масс. %;SI узла, масс. %;узел;оси задания;T, °C;режим;фаза;мольная доля, %;массовая доля, %;молярная масса фазы, г/моль;pdens точки;сошлась
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;700,0;служба;FCC_A1;77,50217156013937;75,82024234609182;58,30437848976857;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;700,0;служба;P_PHASE;22,306609681233112;24,029162978593384;64,19998820264975;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;700,0;служба;M23C6;0,11687499939561494;0,09632910372969243;49,12083844824664;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;700,0;служба;MNS_Q;0,07434384571044489;0,05426557158512322;43,502000829253305;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;750,0;служба;FCC_A1;80,71637822838244;79,28381813447294;58,5400060868674;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;750,0;служба;P_PHASE;19,095606614789094;20,568146482504993;64,19357618993378;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;750,0;служба;M23C6;0,11367144074827829;0,09376980643743123;49,163356809506276;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;750,0;служба;MNS_Q;0,07434385108605074;0,05426557658463746;43,50200169200788;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;1050,0;пайка и ТО;FCC_A1;99,90696742169904;99,92626223523192;59,609261158143156;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;1050,0;пайка и ТО;MNS_Q;0,0743438717317095;0,054265636739406674;43,50203776617165;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;1050,0;пайка и ТО;M6C;0,018688679032826574;0,019472128028666543;62,096151315174936;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;1150,0;пайка и ТО;FCC_A1;99,92565620776294;99,94573435788881;59,609726240319915;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;1150,0;пайка и ТО;MNS_Q;0,07434380451553292;0,05426564211118281;43,50208143044467;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;1200,0;пайка и ТО;FCC_A1;99,92565630278531;99,94573439265932;59,60972620078962;100;да
0,0;0,1;"B=0; Si=0.1";ось бора, перекрёстные узлы;1200,0;пайка и ТО;MNS_Q;0,07434369958953026;0,05426560734066841;43,50211495124927;100;да
0,0;1,0;"B=0; Si=1";ось кремния;700,0;служба;FCC_A1;71,26578186125073;68,80975662178992;56,976417629293195;100;да
0,0;1,0;"B=0; Si=1";ось кремния;700,0;служба;P_PHASE;28,54271284011798;31,038195814040172;64,16931341197186;100;да
0,0;1,0;"B=0; Si=1";ось кремния;700,0;служба;M23C6;0,11789448469053791;0,09778199756206235;48,943112966112835;100;да
0,0;1,0;"B=0; Si=1";ось кремния;700,0;служба;MNS_Q;0,0736107568741777;0,05426556660784016;43,502000681185464;100;да
