T, °C;точка ТЗ;фаза;мольная доля фазы, %;массовая доля фазы, %;x(NI);x(CR);x(MO);x(AL);x(C);x(FE);x(MN);x(NB);x(S);x(SI);x(TI);NI, масс. %;CR, масс. %;MO, масс. %;AL, масс. %;C, масс. %;FE, масс. %;MN, масс. %;NB, масс. %;S, масс. %;SI, масс. %;TI, масс. %
650,0;нет;P_PHASE;24,989737918355694;26,922200621300448;0,4173725115077564;0,36834177420652925;0,21428571428571427;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,15128812270721;29,82923835174751;32,01947352554528;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
664,0;да;FCC_A1;75,0364103002809;73,24856948821932;0,6984035611921496;0,23871746960505183;0,03811049666855438;0,006539116258171336;4,96942408275289e-06;0,007060169961337443;0,00673320245592792;0,0005083200000969673;9,999950305758817e-15;0,0028269483880069587;0,0010957460466108058;70,45528287718155;21,335220989272734;6,284740223196707;0,30326954576987214;0,00010259548184985094;0,677732032689352;0,6358248923507598;0,08117566177701094;5,511700853114907e-13;0,1364718402261209;0,09017934205348423
664,0;да;GAMMA_PRIME;0,49630953454644583;0,44855387090645316;0,7469763074633556;0,03154394601109673;0,005841621953875522;0,12398872923744254;0,0;0,0076054085618242505;0,0;0,0006979372636180201;0,0;0,0001553275484144793;0,08319072196037267;81,39150002668384;3,0450475005770383;1,0404980670921145;6,210936065009422;0,0;0,7885523198128086;0,0;0,12038437831510684;0,0;0,008099137339551437;7,394982505170114
664,0;да;M23C6;0,1181108536689048;0,09732934844127908;0,18428104000133913;0,5050549380900504;0,0952832347951492;0,0;0,20689655172413798;0,0003059496958336735;1,6706194292676087e-05;0,0;0,0;0,0;0,00816157949919688;22,022208128617777;53,471781736330584;18,6136826631247;0,0;5,059976713271051;0,03479092478998735;0,0018688156900538945;0,0;0,0;0,0;0,7956910181758501
664,0;да;MNS_Q;0,07434386912640421;0,054265585680865716;0,0;0,0;0,0;0,0;0,0;5,157844615692258e-07;0,4999994842155384;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,62153797866926e-05;63,14415743594106;0,0;36,85577634867914;0,0;0,0
664,0;да;P_PHASE;24,27482568697629;26,151281706752084;0,41710762962149417;0,3686066560927915;0,21428571428571427;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,128128677412946;29,85151352600076;32,020357796586296;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
675,0;нет;FCC_A1;75,77437674196007;74,01663038151949;0,6964184304944493;0,23921867213458325;0,03938956780763295;0,006733314258782318;5,787602811697199e-06;0,007008907373260233;0,006667626154073688;0,0005048336137885226;9,999942123971572e-15;0,0027997143184011223;0,0012531462422069924;70,20976770911537;21,366243869149866;6,491485634667911;0,31207486324972455;0,00011941009847894236;0,6723777595614369;0,629226865590669;0,0805669766905493;5,508146026050497e-13;0,1350700463526507;0,10306686552280582
675,0;нет;GAMMA_PRIME;0,33770452642605403;0,305119798856115;0,746762809301468;0,030396691012628124;0,005879021136031247;0,1243569789178022;0,0;0,007247816242067328;0,0;0,0006972029135726588;0,0;0,00016150846829696123;0,08449797200813347;81,39231297405316;2,935167187956687;1,0474693781150333;6,231225910157658;0,0;0,7516983939853614;0,0;0,12029329620084436;0,0;0,008423916595037275;7,513408942936238
675,0;нет;M23C6;0,11779362317285755;0,09707218500870891;0,18581939942734185;0,5035043000623267;0,09511272098449856;0,0;0,2068965517241379;0,00031722457406374875;1,7880701422081755e-05;0,0;0,0;0,0;0,008331922526208978;22,205074988157733;53,305276635824974;18,579559058112014;0,0;5,059755160388132;0,036071462758093156;0,002000112752281782;0,0;0,0;0,0;0,8122625820067667
675,0;нет;MNS_Q;0,07434385774365061;0,054265577646288574;0,0;0,0;0,0;0,0;0,0;6,17074169406382e-07;0,4999993829258305;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,921875015972618e-05;63,14414451057624;0,0;36,8557762706736;0,0;0,0
