T, °C;межфазная энергия, Дж/м²;места зарождения;узлов;до, ч;равновесие 12-2, мольн. %;равновесие двухфазной задачи, мольн. %;P-фаза в конце, мольн. %;доля равновесия 12-2 в конце, %;доля двухфазного равновесия в конце, %;радиус в конце, нм;число выделений в конце, 1/м³;выделения появились;первый узел с выделениями, ч;дошло до 90 % равновесия;первый узел на 90 % равновесия, ч;критический радиус в конце, нм;движущая сила в конце, Дж/м³
700,0;0,05;границы зёрен;41;87600,0;22,30661887710223;22,041265429999225;20,896260997390804;93,67740181745266;94,80517833132205;164,73579065350407;3,3899731033786954e+19;да;0,009851880784696614;да;1,6923915131756633;163,46853151310623;611738,5350830195
700,0;0,05;объём зерна;41;87600,0;22,30661887710223;22,041265429999225;20,8962863153383;93,67751531716159;94,80529319744704;164,56817737820145;1,0622444091759323e+19;да;0,001;да;5,287018601313384;163,58274577055516;611311,4163046405
700,0;0,075;границы зёрен;41;87600,0;22,30661887710223;22,041265429999225;20,88454035238981;93,62485846668503;94,75200241436656;188,5340229833531;2,260658308202034e+19;да;0,0174049905155721;да;1,685357233458416;185,3253984485909;809387,1711901911
700,0;0,075;объём зерна;41;87600,0;22,30661887710223;22,041265429999225;20,885040703070327;93,62710152594593;94,75427247768079;188,61261931343248;7,069747432068583e+18;да;0,001;да;9,360767421139792;187,27692616912688;800952,9153876507
700,0;0,1;границы зёрен;41;87600,0;22,30661887710223;22,041265429999225;20,874444028492846;93,5795969057439;94,70619595226016;207,62608516454196;1,6918384921725923e+19;да;0,054851568076445166;да;5,254661963115359;204,182707547758;979514,8786202688
700,0;0,1;объём зерна;41;87600,0;22,30661887710223;22,041265429999225;20,874153577526407;93,57829482151483;94,70487819231866;207,6287879648683;5,295812954140228e+18;да;0,3033572652594232;да;16,55128076765522;203,1679286988638;984407,3387017727
700,0;0,15;границы зёрен;41;87600,0;22,30661887710223;22,041265429999225;20,856977980419217;93,50129706043853;94,62695345990372;240,2507996848123;1,0793233437790712e+19;да;91,95587377685402;да;91,95587377685402;235,56327199486358;1273543,1863356929
700,0;0,15;объём зерна;41;87600,0;22,30661887710223;22,041265429999225;6,484293999562178e-32;2,906892360194629e-31;2,941888259617227e-31;0,9970000000000002;1,7815053585098128e-07;нет;;нет;;1,4353218516373247;209012354,72572154
700,0;0,25;границы зёрен;41;87600,0;22,30661887710223;22,041265429999225;0,0;0,0;0,0;0,0;3,309137539414475e-31;нет;;нет;;2,392203086062591;209012354,7256881
700,0;0,25;объём зерна;41;87600,0;22,30661887710223;22,041265429999225;0,0;0,0;0,0;0,0;3,092432560785392e-159;нет;;нет;;2,392203086062578;209012354,72568923
700,0;0,5;границы зёрен;41;87600,0;22,30661887710223;22,041265429999225;0,0;0,0;0,0;0,0;0,0;нет;;нет;;4,784406172124994;209012354,72569633
700,0;0,5;объём зерна;41;87600,0;22,30661887710223;22,041265429999225;0,0;0,0;0,0;0,0;0,0;нет;;нет;;4,784406172125495;209012354,72567442
750,0;0,05;границы зёрен;41;87600,0;19,095616936837214;18,7948982095354;17,834439301840547;93,39546012486385;94,88978925564187;297,29917306954195;4,897334292136342e+18;да;0,0031303919082229107;да;0,30279304076191665;295,7787080101311;338090,5970979317
750,0;0,05;объём зерна;41;87600,0;19,095616936837214;18,7948982095354;17,834365600015825;93,39507416286553;94,88939711824426;297,562634696652;1,5284484016262162e+18;да;0,001;да;1,6855692613598692;294,85969108701664;339144,3558505554
750,0;0,075;границы зёрен;41;87600,0;19,095616936837214;18,7948982095354;17,82701897680607;93,35660133826887;94,85030872772545;339,53181529500523;3,2884959170092186e+18;да;0,00553507699802929;да;0,5349818450048419;337,7163790696332;444159,6833805676
750,0;0,075;объём зерна;41;87600,0;19,095616936837214;18,7948982095354;17,826982103987987;93,35640824255375;94,85011254247522;339,4971016808348;1,028656385883897e+18;да;0,001;да;5,288496656828471;337,3161838783484;444686,6387356523
750,0;0,1;границы зёрен;41;87600,0;19,095616936837214;18,7948982095354;17,820368564350684;93,32177443282045;94,81492459113026;373,28185763297347;2,473483599124739e+18;да;0,0546602762179221;да;2,9866543764305606;370,93179015760035;539182,6888577671
750,0;0,1;объём зерна;89;87600,0;19,095616936837214;18,7948982095354;17,820481365190304;93,32236514868993;94,81552475846485;373,5811631390998;7,697493442642163e+17;да;2,9856432638307187;да;5,301643013341836;372,04368619631435;537571,2783752687
750,0;0,15;границы зёрен;41;87600,0;19,095616936837214;18,7948982095354;17,80233308514393;93,22732616615062;94,718965150405;429,725083955811;1,6240519381395282e+18;да;16,577919381340145;да;29,385843346935125;376,56007289453174;796685,6329030537
750,0;0,15;объём зерна;41;87600,0;19,095616936837214;18,7948982095354;0,0;0,0;0,0;0,0;7,317280796149443e-27;нет;;нет;;1,7915521613008183;167452562,35362673
750,0;0,25;границы зёрен;41;87600,0;19,095616936837214;18,7948982095354;0,0;0,0;0,0;0,0;1,3391600472057801e-59;нет;;нет;;2,9859202688352133;167452562,35359782
750,0;0,25;объём зерна;41;87600,0;19,095616936837214;18,7948982095354;0,0;0,0;0,0;0,0;8,441284192920446e-252;нет;;нет;;2,9859202688364306;167452562,3535295
750,0;0,5;границы зёрен;41;87600,0;19,095616936837214;18,7948982095354;0,0;0,0;0,0;0,0;0,0;нет;;нет;;5,971840537672789;167452562,35353157
750,0;0,5;объём зерна;41;87600,0;19,095616936837214;18,7948982095354;0,0;0,0;0,0;0,0;0,0;нет;;нет;;5,971840537671331;167452562,35357243
