T, °C;величина;единица;контроль;лучший угол;состав лучшего;худший угол;состав худшего;размах, худший минус лучший;отношение худший/лучший;худший минус контроль
700,0;доля P-фазы;мольн. %;22,30661887710223;17,194189976906145;собранный лучший;26,93595783692264;угол CR 24 · MO 14 · NB 0.1 · TI 0.16;9,741767860016495;1,5665732362560176;4,629338959820409
700,0;MO в FCC_A1;масс. %;6,97356574292102;7,74731122396279;угол CR 23 · MO 14 · NB 0.02 · TI 0.03;6,394366559905515;угол CR 24 · MO 12 · NB 0.1 · TI 0.16;-1,3529446640572758;0,8253659076103003;-0,579199183015505
700,0;CR в FCC_A1;масс. %;21,447747559743387;22,425383105969768;угол CR 24 · MO 12 · NB 0.02 · TI 0.16;20,569585521827538;угол CR 23 · MO 14 · NB 0.1 · TI 0.03;-1,8557975841422305;0,9172456686526703;-0,8781620379158497
750,0;доля P-фазы;мольн. %;19,095616936837214;13,71837224862819;собранный лучший;24,078835944566517;угол CR 24 · MO 14 · NB 0.1 · TI 0.16;10,360463695938327;1,7552254384243255;4,9832190077293035
750,0;MO в FCC_A1;масс. %;8,066597796509091;8,800621663033093;угол CR 23 · MO 14 · NB 0.02 · TI 0.03;7,412736822734719;угол CR 24 · MO 12 · NB 0.1 · TI 0.16;-1,3878848402983737;0,8422969543017436;-0,6538609737743721
750,0;CR в FCC_A1;масс. %;21,79809790253938;22,687717014972876;угол CR 24 · MO 12 · NB 0.02 · TI 0.03;20,86390778553497;угол CR 23 · MO 14 · NB 0.1 · TI 0.16;-1,8238092294379058;0,9196124833435522;-0,9341901170044089
