T, °C;межфазная энергия, Дж/м²;места зарождения;t, ч;CR в сплаве, масс. %;CR в матрице, масс. %;CR, сдвиг от сплава, масс. %;CR равновесно в двухфазной задаче, масс. %;CR равновесно по 12-2, масс. %;MO в сплаве, масс. %;MO в матрице, масс. %;MO, сдвиг от сплава, масс. %;MO равновесно в двухфазной задаче, масс. %;MO равновесно по 12-2, масс. %
700,0;0,05;границы зёрен;163,15871976695922;23,5;21,540593689265474;-1,9594063107345256;21,504317851145075;21,447747559743387;13,0;7,183037390967193;-5,816962609032807;7,075343957043594;6,97356574292102
700,0;0,05;границы зёрен;200,0;23,5;21,538200305668322;-1,9617996943316776;21,504317851476042;21,447747559743387;13,0;7,175932063692821;-5,824067936307179;7,075343957885121;6,97356574292102
700,0;0,05;границы зёрен;288,81076658805443;23,5;21,53424731519253;-1,9657526848074696;21,504317851728178;21,447747559743387;13,0;7,164196673450548;-5,835803326549452;7,075343958174096;6,97356574292102
700,0;0,05;границы зёрен;511,3979549496335;23,5;21,528982721412177;-1,9710172785878228;21,504317851547263;21,447747559743387;13,0;7,148567477516819;-5,851432522483181;7,075343958502818;6,97356574292102
700,0;0,05;границы зёрен;905,4185104477283;23,5;21,5246774875302;-1,9753225124697984;21,504317851489322;21,447747559743387;13,0;7,135786369054128;-5,864213630945872;7,07534395791954;6,97356574292102
700,0;0,05;границы зёрен;1000,0;23,5;21,52402671261252;-1,975973287387479;21,504317851499824;21,447747559743387;13,0;7,133854389334807;-5,866145610665193;7,075343958570942;6,97356574292102
700,0;0,05;границы зёрен;1602,8045085775154;23,5;21,522929098830737;-1,977070901169263;21,50431785143018;21,447747559743387;13,0;7,130595862290119;-5,869404137709881;7,075343958112591;6,97356574292102
700,0;0,05;границы зёрен;2841,7236491791305;23,5;21,520313823468413;-1,9796861765315867;21,50431785147319;21,447747559743387;13,0;7,122831796774919;-5,877168203225081;7,0753439578247;6,97356574292102
700,0;0,05;границы зёрен;5031,5650216906015;23,5;21,51812284778702;-1,9818771522129808;21,50431785127289;21,447747559743387;13,0;7,116327365564481;-5,883672634435519;7,075343957128048;6,97356574292102
700,0;0,05;границы зёрен;8903,761934725824;23,5;21,51630332030699;-1,9836966796930113;21,504317851455006;21,447747559743387;13,0;7,110925666429277;-5,889074333570723;7,075343958275036;6,97356574292102
700,0;0,05;границы зёрен;10000,0;23,5;21,515443064904403;-1,984556935095597;21,5043178514142;21,447747559743387;13,0;7,108371794145007;-5,891628205854993;7,075343958276298;6,97356574292102
700,0;0,05;границы зёрен;15774,537192291518;23,5;21,512204167185768;-1,987795832814232;21,504317851696158;21,447747559743387;13,0;7,098756357647211;-5,901243642352789;7,075343958355416;6,97356574292102
700,0;0,05;границы зёрен;27940,04528267576;23,5;21,51264414528563;-1,9873558547143695;21,504317851605975;21,447747559743387;13,0;7,10006253703369;-5,89993746296631;7,075343958283663;6,97356574292102
700,0;0,05;границы зёрен;49430,41493006424;23,5;21,509724413005085;-1,9902755869949154;21,504317851442615;21,447747559743387;13,0;7,091394618954838;-5,908605381045162;7,075343957909105;6,97356574292102
700,0;0,05;границы зёрен;87600,0;23,5;21,50878023309993;-1,9912197669000697;21,504317851453806;21,447747559743387;13,0;7,0885915968285955;-5,9114084031714045;7,075343958188022;6,97356574292102
700,0;0,075;границы зёрен;0,001;23,5;23,499999999999957;-4,263256414560601e-14;21,504317851517566;21,447747559743387;13,0;12,99999999999987;-1,2967404927621828e-13;7,075343957655866;6,97356574292102
700,0;0,075;границы зёрен;0,0017745224603522164;23,5;23,499999998731166;-1,268833926815205e-09;21,50431785140023;21,447747559743387;13,0;12,999999996233138;-3,766862377574398e-09;7,075343958190762;6,97356574292102
700,0;0,075;границы зёрен;0,003139241999311441;23,5;23,49999937241991;-6,275800892296957e-07;21,50431785155902;21,447747559743387;13,0;12,99999813687958;-1,863120420608766e-06;7,075343957966357;6,97356574292102
700,0;0,075;границы зёрен;0,005513952717553709;23,5;23,499970724525213;-2,927547478748238e-05;21,504317851472585;21,447747559743387;13,0;12,999913088805876;-8,691119412418402e-05;7,075343958064112;6,97356574292102
700,0;0,075;границы зёрен;0,009816679858113478;23,5;23,49970477157406;-0,00029522842594076337;21,504317851627558;21,447747559743387;13,0;12,999123544358588;-0,0008764556414124769;7,075343958495369;6,97356574292102
700,0;0,075;границы зёрен;0,010000000000000002;23,5;23,49969113833184;-0,0003088616681594658;21,504317851601076;21,447747559743387;13,0;12,99908307084383;-0,0009169291561708093;7,0753439582714375;6,97356574292102
700,0;0,075;границы зёрен;0,0174049905155721;23,5;23,49898789353251;-0,001012106467488394;21,504317851423718;21,447747559743387;13,0;12,99699532177397;-0,003004678226030677;7,0753439582999835;6,97356574292102
700,0;0,075;границы зёрен;0,03077977306812218;23,5;23,49592112059778;-0,004078879402218405;21,50431785141723;21,447747559743387;13,0;12,987890878558622;-0,012109121441378434;7,0753439580039394;6,97356574292102
700,0;0,075;границы зёрен;0,05465184617319617;23,5;23,485175220949486;-0,014824779050513825;21,504317851747395;21,447747559743387;13,0;12,955989125404031;-0,044010874595969085;7,075343958860363;6,97356574292102
700,0;0,075;границы зёрен;0,09700625120197565;23,5;23,453630195332124;-0,04636980466787577;21,504317851478667;21,447747559743387;13,0;12,862340231086197;-0,13765976891380305;7,075343957991709;6,97356574292102
700,0;0,075;границы зёрен;0,10000000000000002;23,5;23,4509050834925;-0,04909491650749942;21,50431785154349;21,447747559743387;13,0;12,854250089910511;-0,14574991008948857;7,0753439581559805;6,97356574292102
700,0;0,075;границы зёрен;0,1718367179115419;23,5;23,369626708965544;-0,13037329103445572;21,504317851872514;21,447747559743387;13,0;12,612955947411324;-0,387044052588676;7,075343959086777;6,97356574292102
700,0;0,075;границы зёрен;0,30355569836402024;23,5;23,163418616747645;-0,336581383252355;21,504317851168405;21,447747559743387;13,0;12,00077829158985;-0,9992217084101505;7,075343957268169;6,97356574292102
700,0;0,075;границы зёрен;0,5373585435171915;23,5;22,708958078293225;-0,7910419217067748;21,504317851233907;21,447747559743387;13,0;10,651604337719906;-2,348395662280094;7,075343957586162;6,97356574292102
700,0;0,075;границы зёрен;0,9515032072777568;23,5;22,00545224296291;-1,4945477570370898;21,50431785160947;21,447747559743387;13,0;8,563080320472709;-4,436919679527291;7,075343958817795;6,97356574292102
700,0;0,075;границы зёрен;1,0;23,5;21,949148092910917;-1,5508519070890827;21,50431785142591;21,447747559743387;13,0;8,39592808988317;-4,604071910116829;7,075343957768989;6,97356574292102
700,0;0,075;границы зёрен;1,685357233458416;23,5;21,613753042102314;-1,8862469578976864;21,50431785143197;21,447747559743387;13,0;7,400228290864685;-5,599771709135315;7,075343958382193;6,97356574292102
700,0;0,075;границы зёрен;2,8332502071244856;23,5;21,576837716609983;-1,9231622833900168;21,504317851513207;21,447747559743387;13,0;7,290636386934683;-5,709363613065317;7,0753439585251385;6,97356574292102
700,0;0,075;границы зёрен;5,234637894841854;23,5;21,577516603401378;-1,922483396598622;21,504317851570804;21,447747559743387;13,0;7,292651823465738;-5,707348176534262;7,0753439583508895;6,97356574292102
700,0;0,075;границы зёрен;9,399298273579955;23,5;21,57690950424136;-1,9230904957586397;21,50431785126739;21,447747559743387;13,0;7,290849505572982;-5,709150494427018;7,075343957780345;6,97356574292102
700,0;0,075;границы зёрен;10,0;23,5;21,576674622572;-1,9233253774280001;21,50431785154049;21,447747559743387;13,0;7,290152203559028;-5,709847796440972;7,07534395817943;6,97356574292102
700,0;0,075;границы зёрен;16,608102590481604;23,5;21,576679544588142;-1,923320455411858;21,504317851626084;21,447747559743387;13,0;7,290166815737487;-5,709833184262513;7,075343958503666;6,97356574292102
700,0;0,075;границы зёрен;29,37467561130102;23,5;21,575886543195733;-1,9241134568042675;21,50431785133963;21,447747559743387;13,0;7,2878126029575725;-5,7121873970424275;7,07534395760011;6,97356574292102
700,0;0,075;границы зёрен;52,01283826730367;23,5;21,57058316839434;-1,9294168316056606;21,50431785138758;21,447747559743387;13,0;7,2720682763509386;-5,7279317236490614;7,075343957946343;6,97356574292102
700,0;0,075;границы зёрен;92,03015654091698;23,5;21,56147117643494;-1,9385288235650613;21,50431785137716;21,447747559743387;13,0;7,245017165899328;-5,754982834100672;7,075343957866672;6,97356574292102
700,0;0,075;границы зёрен;100,0;23,5;21,560003343334003;-1,939996656665997;21,5043178514615;21,447747559743387;13,0;7,2406595549890955;-5,7593404450109045;7,075343957809991;6,97356574292102
700,0;0,075;границы зёрен;163,12719272588333;23,5;21,55182389692519;-1,948176103074811;21,504317851330793;21,447747559743387;13,0;7,21637692732999;-5,78362307267001;7,0753439574223975;6,97356574292102
700,0;0,075;границы зёрен;200,0;23,5;21,548726284075112;-1,9512737159248879;21,504317851416364;21,447747559743387;13,0;7,207180928495587;-5,792819071504413;7,075343957655987;6,97356574292102
700,0;0,075;границы зёрен;288,7174737159799;23,5;21,543527575250987;-1,9564724247490126;21,50431785141978;21,447747559743387;13,0;7,191747327690735;-5,808252672309265;7,0753439574975925;6,97356574292102
700,0;0,075;границы зёрен;511,4395446510807;23,5;21,536657835632187;-1,9633421643678126;21,504317851735337;21,447747559743387;13,0;7,171352875416797;-5,828647124583203;7,075343958674931;6,97356574292102
700,0;0,075;границы зёрен;905,497150370787;23,5;21,531003661166466;-1,9689963388335343;21,504317851489223;21,447747559743387;13,0;7,154567116747991;-5,845432883252009;7,075343958415018;6,97356574292102
700,0;0,075;границы зёрен;1000,0;23,5;21,53010856809612;-1,9698914319038785;21,50431785136903;21,447747559743387;13,0;7,151909820519168;-5,848090179480832;7,075343957626694;6,97356574292102
700,0;0,075;границы зёрен;1603,9362664671655;23,5;21,526366139283397;-1,9736338607166033;21,504317851558802;21,447747559743387;13,0;7,140799532492576;-5,859200467507424;7,075343958454742;6,97356574292102
700,0;0,075;границы зёрен;2841,727665026608;23,5;21,522536220474883;-1,9774637795251166;21,50431785127648;21,447747559743387;13,0;7,129429509735168;-5,870570490264832;7,075343957716513;6,97356574292102
700,0;0,075;границы зёрен;5031,067327929713;23,5;21,51937814514886;-1,9806218548511403;21,50431785186533;21,447747559743387;13,0;7,120054013689206;-5,879945986310794;7,075343958867067;6,97356574292102
700,0;0,075;границы зёрен;8909,298059709603;23,5;21,5168403851648;-1,9831596148351984;21,50431785125491;21,447747559743387;13,0;7,11252007091834;-5,88747992908166;7,0753439570534775;6,97356574292102
700,0;0,075;границы зёрен;10000,0;23,5;21,516761276761887;-1,983238723238113;21,504317851219273;21,447747559743387;13,0;7,11228521885876;-5,88771478114124;7,0753439575540975;6,97356574292102
700,0;0,075;границы зёрен;15771,716424508822;23,5;21,515297330576058;-1,9847026694239425;21,50431785156099;21,447747559743387;13,0;7,1079391471969515;-5,8920608528030485;7,075343958216631;6,97356574292102
700,0;0,075;границы зёрен;27935,287109384655;23,5;21,513285923318186;-1,9867140766818139;21,504317851681304;21,447747559743387;13,0;7,101967807442603;-5,898032192557397;7,07534395878704;6,97356574292102
700,0;0,075;границы зёрен;49472,72350967822;23,5;21,51161962403454;-1,988380375965459;21,504317851811432;21,447747559743387;13,0;7,097021002599798;-5,902978997400202;7,075343959045609;6,97356574292102
700,0;0,075;границы зёрен;87600,0;23,5;21,510223445939413;-1,9897765540605867;21,504317851362362;21,447747559743387;13,0;7,0928761166477186;-5,9071238833522814;7,075343958148444;6,97356574292102
700,0;0,1;границы зёрен;0,001;23,5;23,500000000000004;3,552713678800501e-15;21,504317851467693;21,447747559743387;13,0;12,999999999999998;-1,7763568394002505e-15;7,07534395794758;6,97356574292102
700,0;0,1;границы зёрен;0,001790152568779916;23,5;23,499999999999755;-2,4513724383723456e-13;21,504317851600998;21,447747559743387;13,0;12,999999999999247;-7,531752999057062e-13;7,075343958031931;6,97356574292102
700,0;0,1;границы зёрен;0,003142473614718385;23,5;23,49999999938098;-6,190212786805205e-10;21,50431785159695;21,447747559743387;13,0;12,999999998162275;-1,837724639131011e-09;7,075343958476455;6,97356574292102
700,0;0,1;границы зёрен;0,005517002650649044;23,5;23,499999911091802;-8,890819813700546e-08;21,504317851420087;21,447747559743387;13,0;12,9999997360549;-2,6394510044269737e-07;7,0753439580050035;6,97356574292102
700,0;0,1;границы зёрен;0,009860414740556824;23,5;23,499997611800055;-2,388199945357883e-06;21,504317851562995;21,447747559743387;13,0;12,999992910061717;-7,089938282689445e-06;7,0753439582509;6,97356574292102
700,0;0,1;границы зёрен;0,010000000000000002;23,5;23,499997451101866;-2,5488981343357864e-06;21,50431785168633;21,447747559743387;13,0;12,999992432991021;-7,567008978526246e-06;7,07534395873248;6,97356574292102
700,0;0,1;границы зёрен;0,017533700161028284;23,5;23,499976014886023;-2,3985113976721095e-05;21,504317851505913;21,447747559743387;13,0;12,999928794497375;-7,120550262484926e-05;7,075343958155879;6,97356574292102
700,0;0,1;границы зёрен;0,030824664184686604;23,5;23,49983678511915;-0,0001632148808496936;21,504317851496808;21,447747559743387;13,0;12,999515457894585;-0,00048454210541493126;7,075343958358882;6,97356574292102
700,0;0,1;границы зёрен;0,054851568076445166;23,5;23,498862064113812;-0,0011379358861880462;21,504317851606192;21,447747559743387;13,0;12,996621767284676;-0,0033782327153240033;7,075343957985815;6,97356574292102
700,0;0,1;границы зёрен;0,09676835598070285;23,5;23,493753602656117;-0,006246397343883103;21,504317851612686;21,447747559743387;13,0;12,981456087187414;-0,018543912812585717;7,075343958253087;6,97356574292102
700,0;0,1;границы зёрен;0,10000000000000002;23,5;23,493190379636907;-0,006809620363092961;21,50431785146071;21,447747559743387;13,0;12,979784025999608;-0,020215974000391768;7,075343958003515;6,97356574292102
700,0;0,1;границы зёрен;0,17206980876431258;23,5;23,475551175046707;-0,024448824953292814;21,50431785151009;21,447747559743387;13,0;12,927417861313376;-0,07258213868662367;7,0753439578879425;6,97356574292102
700,0;0,1;границы зёрен;0,3034580252565002;23,5;23,424224384770778;-0,07577561522922238;21,504317851252317;21,447747559743387;13,0;12,775042104308177;-0,22495789569182278;7,075343957425676;6,97356574292102
700,0;0,1;границы зёрен;0,5369607372472418;23,5;23,291487974008778;-0,20851202599122232;21,50431785130421;21,447747559743387;13,0;12,380982570033357;-0,6190174299666431;7,075343957758878;6,97356574292102
700,0;0,1;границы зёрен;0,9511969780019564;23,5;22,975688202011376;-0,5243117979886236;21,50431785151517;21,447747559743387;13,0;11,443456006197176;-1,5565439938028245;7,07534395855917;6,97356574292102
700,0;0,1;границы зёрен;1,0;23,5;22,93465662833911;-0,5653433716608909;21,50431785139717;21,447747559743387;13,0;11,321644042775505;-1,678355957224495;7,075343957986422;6,97356574292102
700,0;0,1;границы зёрен;1,6848378347474429;23,5;22,361373566221566;-1,138626433778434;21,5043178514639;21,447747559743387;13,0;9,61971723032417;-3,38028276967583;7,075343957743114;6,97356574292102
700,0;0,1;границы зёрен;2,980650354958693;23,5;21,72994803618835;-1,7700519638116496;21,504317851459053;21,447747559743387;13,0;7,7451807043666205;-5,2548192956333795;7,07534395868185;6,97356574292102
700,0;0,1;границы зёрен;5,254661963115359;23,5;21,571605898898788;-1,9283941011012118;21,504317851737422;21,447747559743387;13,0;7,275104494521855;-5,724895505478145;7,075343958891785;6,97356574292102
700,0;0,1;границы зёрен;9,427824349807661;23,5;21,567807901786963;-1,9321920982130365;21,504317851403094;21,447747559743387;13,0;7,26382923883302;-5,73617076116698;7,0753439578283475;6,97356574292102
700,0;0,1;границы зёрен;10,0;23,5;21,56735901877262;-1,9326409812273795;21,504317851584467;21,447747559743387;13,0;7,262496623085626;-5,737503376914374;7,075343958628373;6,97356574292102
700,0;0,1;границы зёрен;16,57541052085942;23,5;21,568045364101337;-1,9319546358986628;21,504317851428365;21,447747559743387;13,0;7,2645342020178125;-5,7354657979821875;7,075343957753361;6,97356574292102
700,0;0,1;границы зёрен;29,20034275144747;23,5;21,56646388348418;-1,9335361165158211;21,504317851398664;21,447747559743387;13,0;7,259839201584263;-5,740160798415737;7,075343957795377;6,97356574292102
700,0;0,1;границы зёрен;51,86276933288839;23,5;21,566812720267396;-1,9331872797326035;21,504317851288352;21,447747559743387;13,0;7,260874806325454;-5,739125193674546;7,07534395763953;6,97356574292102
700,0;0,1;границы зёрен;92,01767909688645;23,5;21,565538232381893;-1,9344617676181066;21,504317851512692;21,447747559743387;13,0;7,257091186644353;-5,742908813355647;7,075343957933517;6,97356574292102
700,0;0,1;границы зёрен;100,0;23,5;21,565018984610106;-1,9349810153898943;21,504317851477023;21,447747559743387;13,0;7,255549676315806;-5,744450323684194;7,075343957576707;6,97356574292102
700,0;0,1;границы зёрен;162,95287038761077;23,5;21,560110555135015;-1,9398894448649848;21,50431785160293;21,447747559743387;13,0;7,240977838683845;-5,759022161316155;7,075343958055343;6,97356574292102
700,0;0,1;границы зёрен;200,0;23,5;21,55739772591925;-1,9426022740807483;21,50431785164077;21,447747559743387;13,0;7,232924161400797;-5,767075838599203;7,07534395902879;6,97356574292102
700,0;0,1;границы зёрен;288,52006422379844;23,5;21,551911837241168;-1,9480881627588325;21,50431785140076;21,447747559743387;13,0;7,216637999017883;-5,783362000982117;7,075343957801003;6,97356574292102
700,0;0,1;границы зёрен;511,48352582787743;23,5;21,543711193765354;-1,956288806234646;21,504317851548507;21,447747559743387;13,0;7,192292442829359;-5,807707557170641;7,075343958362218;6,97356574292102
700,0;0,1;границы зёрен;905,2672118428372;23,5;21,53674633358097;-1,9632536664190283;21,504317851551352;21,447747559743387;13,0;7,17161560258464;-5,82838439741536;7,075343958034195;6,97356574292102
700,0;0,1;границы зёрен;1000,0;23,5;21,535703418693323;-1,9642965813066766;21,50431785170033;21,447747559743387;13,0;7,168519462264886;-5,831480537735114;7,075343957800035;6,97356574292102
700,0;0,1;границы зёрен;1602,2928200902402;23,5;21,531098170690598;-1,9689018293094023;21,504317851608896;21,447747559743387;13,0;7,154847690694905;-5,845152309305095;7,075343958084933;6,97356574292102
700,0;0,1;границы зёрен;2838,4434082820003;23,5;21,526405999007974;-1,9735940009920263;21,504317851371457;21,447747559743387;13,0;7,140917865571695;-5,859082134428305;7,075343957331082;6,97356574292102
