T, °C;межфазная энергия, Дж/м²;места зарождения;t, ч;средний радиус, нм;число выделений, 1/м³;критический радиус, нм;скорость зарождения, 1/(м³·с)
700,0;0,25;объём зерна;0,054614930997190225;0,0;2,2722700080782047e-165;2,392203086062481;1,16054138225383e-164
700,0;0,25;объём зерна;0,09671041261606801;0,0;4,386904499527594e-165;2,3922030860627617;1,2635595559025385e-164
700,0;0,25;объём зерна;0,10000000000000002;0,0;2,3741156707311794e-165;2,3922030860623633;1,2681542466540245e-164
700,0;0,25;объём зерна;0,17127951419477566;0,0;5,880328854527646e-165;2,3922030860622563;1,32573987837819e-164
700,0;0,25;объём зерна;0,3035281041009391;0,0;1,2521018767730398e-164;2,3922030860620285;1,362220042793973e-164
700,0;0,25;объём зерна;0,5373684155160052;0,0;2,4346645661527536e-164;2,3922030860624277;1,3832203586369956e-164
700,0;0,25;объём зерна;0,9511271808247345;0,0;4,5319334956935685e-164;2,3922030860621364;1,3952211250520993e-164
700,0;0,25;объём зерна;1,0;0,0;3,464447072136845e-164;2,3922030860623025;1,3959863600120821e-164
700,0;0,25;объём зерна;1,6852501600765406;0,0;6,934780902787965e-164;2,3922030860626817;1,402056691567754e-164
700,0;0,25;объём зерна;2,9833301265324974;0,0;1,3517352873443328e-163;2,3922030860621204;1,4059248450539328e-164
700,0;0,25;объём зерна;5,2830095737983225;0,0;2,518433736472342e-163;2,3922030860628;1,4081155744010841e-164
700,0;0,25;объём зерна;9,35969844997168;0,0;4,5869643419924273e-163;2,3922030860621333;1,4093549350995253e-164
700,0;0,25;объём зерна;10,0;0,0;1,9492187160787752e-163;2,3922030860621075;1,4094578227036272e-164
700,0;0,25;объём зерна;16,570959545682157;0,0;5,2822577602638435e-163;2,392203086062239;1,4100543481714843e-164
700,0;0,25;объём зерна;29,350528588955715;0,0;1,1766233747975839e-162;2,392203086062399;1,4104497632535761e-164
700,0;0,25;объём зерна;51,97073204951477;0,0;2,324411447688031e-162;2,392203086062254;1,4106729753563054e-164
700,0;0,25;объём зерна;92,06645694618066;0,0;4,358997369942549e-162;2,392203086062083;1,4107991255533917e-164
700,0;0,25;объём зерна;100,0;0,0;1,7674004131078062e-162;2,3922030860628167;1,4108120980758748e-164
700,0;0,25;объём зерна;163,07792971802743;0,0;4,968084686498307e-162;2,392203086062681;1,410870330439811e-164
700,0;0,25;объём зерна;200,0;0,0;9,397374150280529e-163;2,392203086063;1,4108873736292538e-164
700,0;0,25;объём зерна;288,7106794656684;0,0;5,441113251802293e-162;2,392203086062812;1,4109105041102919e-164
