фаза;580 °C, мольн. %;595 °C, мольн. %;664 °C, мольн. %;700 °C, мольн. %;750 °C, мольн. %
FCC_A1;70,15210844374981;70,94025139871913;75,0364103002809;77,50216252218527;80,71636788152864
GAMMA_PRIME;1,43307513301085;1,2913308343307794;0,49630953454644583;0,0;0,0
M23C6;0,11945577750324672;0,11931758346934175;0,1181108536689048;0,11687480154170607;0,11367109947697746
MNS_Q;0,07434385060443913;0,0743438540327089;0,07434386912640421;0,07434385197343389;0,07434385873950247
P_PHASE;28,221016672713027;27,57475609480223;24,27482568697629;22,30661887710223;19,095616936837214
