T, °C;точка ТЗ;фаза;мольная доля, %;массовая доля, %;молярная масса фазы, г/моль;pdens точки;сошлась
725,0;нет;M23C6;0,11552457871718126;0,09525863237416149;49,14279375637955;100;да
725,0;нет;MNS_Q;0,07434385984844069;0,05426557980694293;43,5020011958964;100;да
750,0;да;FCC_A1;80,71636788152864;79,28380814790653;58,54000864403935;100;да
750,0;да;P_PHASE;19,095616936837214;20,568156751670898;64,1935762017407;100;да
750,0;да;M23C6;0,11367109947697746;0,09376952050102833;49,163356532760396;100;да
750,0;да;MNS_Q;0,07434385873950247;0,0542655799215524;43,50200169200873;100;да
775,0;нет;FCC_A1;82,48647355831478;81,19071644372693;58,66154940000084;100;да
775,0;нет;P_PHASE;17,328024588526553;18,66328558882591;64,19023109996242;100;да
775,0;нет;M23C6;0,11115813704400655;0,09173238598593796;49,182581830656346;100;да
775,0;нет;MNS_Q;0,07434386001293988;0,05426558146123312;43,50200235156112;100;да
800,0;нет;FCC_A1;84,43083818655504;83,2637029154948;58,773899178300915;100;да
800,0;нет;P_PHASE;15,338607157524498;16,51957922193502;64,18638838892177;100;да
800,0;нет;M6C;0,1562088811123767;0,16245229265244235;61,97977660456721;100;да
800,0;нет;MNS_Q;0,07434384108391588;0,054265569917735866;43,50200320886014;100;да
825,0;нет;FCC_A1;86,44876908881845;85,4375482988337;58,90061735065598;100;да
825,0;нет;P_PHASE;13,325306428306389;14,350479521462848;64,18286387592687;100;да
825,0;нет;M6C;0,15157865432960665;0,1577065877778575;62,00713581695639;100;да
825,0;нет;MNS_Q;0,07434386930980683;0,05426559192560152;43,502004317799695;100;да
850,0;нет;FCC_A1;88,60947677579037;87,76489724148497;59,02969772459484;100;да
850,0;нет;P_PHASE;11,170277418541923;12,028973654299762;64,17922926951815;100;да
850,0;нет;M6C;0,14589990111486476;0,15186353582692008;62,033801000267225;100;да
850,0;нет;MNS_Q;0,07434383458102027;0,05426556838834255;43,502005724936566;100;да
875,0;нет;FCC_A1;90,92723885864865;90,26108104521782;59,16112309526879;100;да
875,0;нет;P_PHASE;8,859449652374602;9,53994699463204;64,17547617547444;100;да
875,0;нет;M6C;0,13896550142942563;0,14470636541564705;62,05982107945018;100;да
875,0;нет;MNS_Q;0,0743438676177635;0,05426559473450049;43,50200748596191;100;да
900,0;нет;FCC_A1;93,41874414680706;92,94401964560159;59,294895705345034;100;да
900,0;нет;P_PHASE;6,376382354752713;6,865739157544361;64,171594668581;100;да
900,0;нет;M6C;0,13052753843152642;0,13597548638100773;62,085238856211454;100;да
900,0;нет;MNS_Q;0,07434402259000361;0,054265710473044265;43,502009661243974;100;да
