шаг;время, с;C в матрице, мол. доля;C в матрице до зажима;xEqAlpha C (kawin);доля M23C6;частиц, 1/м³;средний радиус, нм;C в выделениях / C сплава;невязка C (x0 − [(1−f)x + f_conc]);движущая сила, Дж/м³;зарождение, 1/(м³·с);Rcrit, нм
1025;1.043972634531053;3.9716167928945886e-05;3.9716167928945886e-05;2.751119173431632e-05;0.044078100370031674;1.7618579722881217e+22;7.51217384501651;0.9958541901167153;0.0;86575954.22849259;0.0;6.930330775407577
1026;1.0445844917579117;3.958767916311146e-05;3.958767916311146e-05;2.7511191734250497e-05;0.044078694138898436;1.7615611184516017e+22;7.512783906798054;0.9958676051053137;0.0;85812078.12912486;0.0;6.992022720824404
1027;1.045271838046119;3.946266324738711e-05;3.946266324738711e-05;2.7511191734297674e-05;0.04407927185841461;1.7612271828607498e+22;7.513462741903254;0.995880657491784;0.0;85066456.97500671;0.0;7.053308922649563
1028;1.0460560179628204;3.9341490763488104e-05;3.9341490763488104e-05;2.7511191734184283e-05;0.04407983181612123;1.7608457384240702e+22;7.514229947866445;0.9958933085866303;0.0;84341501.35304014;0.0;7.113935492901593
1029;1.0469683346550627;3.9224545977828875e-05;3.9224545977828875e-05;2.7511191734266584e-05;0.04408037223632631;1.7604492739366456e+22;7.514930714328733;0.9959055182717377;0.0;83639718.34256838;0.0;7.173625304936379
1030;1.0480556495378648;3.91127933776288e-05;3.91127933776288e-05;2.7511191734256254e-05;0.0440808886620567;1.7600047427212886e+22;7.515646966182952;0.9959171858509475;0.0;82967129.96577221;0.0;7.231779624623966
1031;1.0493969066619453;3.9007421946798534e-05;3.9007421946798534e-05;2.7511191734180387e-05;0.044081375598923604;1.7594746862118524e+22;7.516447121969948;0.9959281871898247;0.0;82331178.54534835;0.0;7.2876401212879225
1032;1.0511333172777797;3.891039015870943e-05;3.891039015870943e-05;2.7511191734223175e-05;0.044081823996637105;1.7588207336022683e+22;7.517343823792724;0.9959383178156475;0.0;81744035.44530664;0.0;7.339985073301751
1033;1.0535508064881323;3.882587779070055e-05;3.882587779070055e-05;2.751119173428483e-05;0.04408221453998445;1.757974397265766e+22;7.518327745320577;0.995947141340836;0.0;81231462.11837804;0.0;7.38630063220608
1034;1.0573819887384661;3.876641313020461e-05;3.876641313020461e-05;2.7511191734313533e-05;0.044082489334218024;1.7567974116977885e+22;7.519232979270936;0.9959533497524198;0.0;80870130.85572353;0.0;7.419302944747682
1035;1.065956619332024;3.899271942076363e-05;3.899271942076363e-05;2.7511191734291006e-05;0.0440814435414176;1.7549370162052826e+22;7.518168930551393;0.995929722210998;0.0;82242308.1043062;0.0;7.295515092293281
1036;1.0710958782133704;3.8940519217830775e-05;3.8940519217830775e-05;2.751119173431246e-05;0.044081684766008496;1.750798109582191e+22;7.529327624490013;0.99593517218542;0.0;81926511.98880619;0.0;7.323636579108596
1037;1.084428580349036;4.345439197679431e-05;4.345439197679431e-05;2.751119173425707e-05;0.0440608250655806;1.748335981605982e+22;7.5243039563979;0.995463890077042;0.0;107779409.78813453;0.0;5.566926012857552
1038;1.0849844138877818;4.293771123416672e-05;4.293771123416672e-05;2.75111917342443e-05;0.044063212818703366;1.7461370113982049e+22;7.532550836375298;0.9955178364570424;0.0;104960104.74190325;0.0;5.716457710054684
1039;1.0851913455446587;4.275262652391741e-05;4.275262652391741e-05;2.7511191734177402e-05;0.04406406815365027;1.7452390672447197e+22;7.535931447464359;0.9955371609942546;0.0;103941896.10653083;0.0;5.772455789964188
1040;1.0854025877992717;4.257104641631436e-05;4.257104641631436e-05;2.7511191734182494e-05;0.04406490729123322;1.7444865519011469e+22;7.538743770876352;0.9955561195852791;0.0;102938670.44418286;0.0;5.828713324263714
1041;1.0856193386026811;4.239230808418003e-05;4.239230808418003e-05;2.7511191734245564e-05;0.04406573329465796;1.743852018183891e+22;7.541092460517836;0.9955747814369622;0.0;101946951.8422577;0.0;5.885413827069383
1042;1.0858421546683883;4.221636232079883e-05;4.221636232079883e-05;2.7511191734333483e-05;0.044066546391391;1.7433147071095122e+22;7.543056945785294;0.9955931516884424;0.0;100966628.39568833;0.0;5.942557551279214
1043;1.086071640018204;4.204316595512528e-05;4.204316595512528e-05;2.7511191734249244e-05;0.0440673467810037;1.7428571464550534e+22;7.544704132107261;0.995611234848625;0.0;99997620.36593144;0.0;6.000142781441789
1044;1.0863084594065446;4.187267930310127e-05;4.187267930310127e-05;2.7511191734173353e-05;0.04406813464695075;1.7424646061843194e+22;7.546090405864822;0.995629035062292;0.0;99039853.8165457;0.0;6.05816726175098
1045;1.0865533474496405;4.170486859224203e-05;4.170486859224203e-05;2.751119173422517e-05;0.04406891014536568;1.7421246573752302e+22;7.547263270642888;0.99564655585696;0.0;98093307.71307194;0.0;6.116625221315111
1046;1.0868071320046504;4.153970036861542e-05;4.153970036861542e-05;2.751119173420748e-05;0.044069673430907945;1.7418267892930476e+22;7.5482627700926415;0.9956638007268417;0.0;97157928.18543418;0.0;6.175512500172388
1047;1.0870707381756395;4.137715069992449e-05;4.137715069992449e-05;2.7511191734186628e-05;0.04407042461423317;1.741562110883585e+22;7.549122609049551;0.995680772171974;0.0;96233728.53012423;0.0;6.234820256519322
1048;1.087345222206791;4.121719758438356e-05;4.121719758438356e-05;2.7511191734250308e-05;0.04407116379707402;1.741323070024053e+22;7.549871196250847;0.9956974724907978;0.0;95320737.29719345;0.0;6.294537967423652
1049;1.0876317969216618;4.105982309294547e-05;4.105982309294547e-05;2.7511191734234966e-05;0.04407189106234053;1.7411032275498207e+22;7.550532484716787;0.995713903556495;0.0;94418996.76353535;0.0;6.354653412624695
1050;1.0879318621407124;4.090501612874513e-05;4.090501612874513e-05;2.751119173422198e-05;0.04407260646136827;1.740897060474226e+22;7.551126698762419;0.9957300665288873;0.0;93528587.89692341;0.0;6.415150848436329
1051;1.0882470507834487;4.075277173758307e-05;4.075277173758307e-05;2.751119173417972e-05;0.044073310017104995;1.7406997836978748e+22;7.551670979605592;0.9957459619264316;0.0;92649611.10940336;0.0;6.476012071885575
1052;1.0885792791834503;4.060309500029474e-05;4.060309500029474e-05;2.7511191734162013e-05;0.04407400170612333;1.7405071943409613e+22;7.552179939406645;0.9957615892198354;0.0;91782249.48011182;0.0;6.537211752802084
1053;1.0889308357760359;4.04559957624975e-05;4.04559957624975e-05;2.7511191734187343e-05;0.04407468148297613;1.7403155161482984e+22;7.552666185299486;0.9957769473823137;0.0;90926702.34110564;0.0;6.598721657683558
1054;1.0893044666397567;4.03114964117122e-05;4.03114964117122e-05;2.7511191734296478e-05;0.044075349244256976;1.7401212644639432e+22;7.553140761713014;0.9957920340776101;0.0;90083230.2424329;0.0;6.66050715971523
1055;1.0897035062188394;4.016963477683694e-05;4.016963477683694e-05;2.7511191734140027e-05;0.04407600481520143;1.739921102609974e+22;7.553613587512058;0.9958068453572814;0.0;89252209.5512985;0.0;6.722522646961974
1056;1.0901320775469845;4.0030461761989615e-05;4.0030461761989615e-05;2.7511191734224358e-05;0.04407664796062206;1.739711678126558e+22;7.554093910472164;0.9958213759077498;0.0;88434072.4352179;0.0;6.784715251460664
1057;1.090595328842298;3.989400402721995e-05;3.989400402721995e-05;2.7511191734204137e-05;0.04407727855736798;1.73948945322172e+22;7.554590767744794;0.9958356229466747;0.0;87629129.71367484;0.0;6.847038216178562
1058;1.0910996418419763;3.976037259624859e-05;3.976037259624859e-05;2.7511191734302895e-05;0.04407789609242851;1.7392505565172501e+22;7.555113325015322;0.9958495748836319;0.0;86838179.5696675;0.0;6.909403248356204
1059;1.0916533255748535;3.962973443667262e-05;3.962973443667262e-05;2.7511191734246493e-05;0.044078499794268165;1.738990417089446e+22;7.555671677403783;0.9958632142873621;0.0;86062375.78876732;0.0;6.971687621924919
1060;1.0922675445134582;3.950227760779341e-05;3.950227760779341e-05;2.7511191734192435e-05;0.044079088793886015;1.7387032991372595e+22;7.556277827460659;0.9958765215245727;0.0;85302982.67681505;0.0;7.033751706821351
1061;1.0929574995137725;3.937826587965005e-05;3.937826587965005e-05;2.75111917343227e-05;0.044079661872412544;1.738381726200846e+22;7.556946826095855;0.9958894690574092;0.0;84561760.79220363;0.0;7.095405705593093
1062;1.0937446296687943;3.925806424661292e-05;3.925806424661292e-05;2.7511191734315465e-05;0.044080217343209174;1.7380154433095554e+22;7.55769879345952;0.9959020187797352;0.0;83841074.99677499;0.0;7.156396790273496
1063;1.0946603385502236;3.914206530858859e-05;3.914206530858859e-05;2.7511191734285988e-05;0.044080753392073964;1.7376342554540207e+22;7.558387617464939;0.9959141297033831;0.0;83143488.24455194;0.0;7.216440068465801
1064;1.09575174733022;3.9031207618666826e-05;3.9031207618666826e-05;2.7511191734188403e-05;0.044081265681881796;1.737208783944987e+22;7.559084210553282;0.9959257038399131;0.0;82474886.34609807;0.0;7.274941822679897
1065;1.0970980464552376;3.892668509993806e-05;3.892668509993806e-05;2.7511191734212306e-05;0.0440817486954221;1.7367014525065883e+22;7.5598618898320975;0.99593661653928;0.0;81842740.19330023;0.0;7.331132835763934
1066;1.0988410739026657;3.8830446794231745e-05;3.8830446794231745e-05;2.751119173433253e-05;0.04408219342599504;1.7360755704196451e+22;7.56073231804489;0.99594666431359;0.0;81259199.60029653;0.0;7.383779349923728
1067;1.1012682746314153;3.8746643289524945e-05;3.8746643289524945e-05;2.7511191734236972e-05;0.04408258069328898;1.7352655645023213e+22;7.56168515322475;0.9959554138230771;0.0;80749868.79012033;0.0;7.430352630782347
1068;1.1051163854556165;3.8687775980010145e-05;3.8687775980010145e-05;2.7511191734345456e-05;0.0440828527268753;1.7341389421450914e+22;7.5625554282843215;0.9959615598635039;0.0;80391435.01692633;0.0;7.4634816491790525
1069;1.1137471332923798;3.891540951553059e-05;3.891540951553059e-05;2.7511191734278683e-05;0.04408180080148461;1.7323575793575856e+22;7.5614684787584086;0.9959377937687942;0.0;81774447.6541345;0.0;7.337255306666252
1070;1.1188503016814855;3.885887573557585e-05;3.885887573557585e-05;2.751119173428696e-05;0.044082062051952926;1.728386561154758e+22;7.5724313128323875;0.9959436961868056;0.0;81431727.85758;0.0;7.368135440394558
1071;1.1309756537519189;4.171943396489116e-05;4.171943396489116e-05;2.7511191734261495e-05;0.04406884283491229;1.7260561028841703e+22;7.569226122359053;0.9956450351154467;0.0;98175611.50708427;0.0;6.111497456338273
1072;1.1316866081990304;4.129303856408066e-05;4.129303856408066e-05;2.7511191734255417e-05;0.044070813317323494;1.7241895526350887e+22;7.5761524531748705;0.9956895541203331;0.0;95754070.59986208;0.0;6.266052150485435
1073;1.131967738210582;4.11336571183174e-05;4.11336571183174e-05;2.75111917342342e-05;0.04407154985774019;1.723185016761523e+22;7.579947499071692;0.9957061947390079;0.0;94842492.40661545;0.0;6.326278282814812
1074;1.1322602317254924;4.0976809286235474e-05;4.0976809286235474e-05;2.7511191734226323e-05;0.04407227468860392;1.7223722470705518e+22;7.58297438143843;0.9957225708043713;0.0;93941941.8614487;0.0;6.386923541403013
1075;1.132565349621651;4.082263201387488e-05;4.082263201387488e-05;2.7511191734158737e-05;0.04407298717710938;1.721710608090002e+22;7.585391153900148;0.9957386680194872;0.0;93053353.3109755;0.0;6.447913789789571
1076;1.132884870319702;4.0671096416453574e-05;4.0671096416453574e-05;2.751119173424967e-05;0.044073687456794616;1.7211664124606318e+22;7.587328720266093;0.9957544894013743;0.0;92176708.21080065;0.0;6.509236570130588
1077;1.1332208371339316;4.052218587855996e-05;4.052218587855996e-05;2.7511191734278944e-05;0.04407437560449669;1.7207122779782242e+22;7.588893226844803;0.9957700366860073;0.0;91312056.22506432;0.0;6.570873823289345
1078;1.133575636765885;4.037589617694448e-05;4.037589617694448e-05;2.7511191734233543e-05;0.04407505163978449;1.7203258586727423e+22;7.5901708271095085;0.9957853103155052;0.0;90459517.71996875;0.0;6.632801225597859
1079;1.1339521007426072;4.0232236628474306e-05;4.0232236628474306e-05;2.7511191734332954e-05;0.044075715519654314;1.7199888240271117e+22;7.591231515763154;0.9958003093182876;0.0;89619291.80246885;0.0;6.694987071784371
1080;1.134353640784164;4.009123195581646e-05;4.009123195581646e-05;2.7511191734227258e-05;0.04407636712990859;1.7196860174346515e+22;7.59213226836867;0.9958150311142949;0.0;88791666.2648323;0.0;6.757390926873977
1081;1.1347844323407377;3.9952916381723846e-05;3.9952916381723846e-05;2.751119173429993e-05;0.04407700631244775;1.7194047426721038e+22;7.592919663423235;0.9958294721315922;0.0;87976981.7908108;0.0;6.819965720427454
1082;1.1352496399411875;3.9817301019725844e-05;3.9817301019725844e-05;2.7511191734266232e-05;0.044077633015964054;1.7191341493733007e+22;7.593632105686655;0.9958436312109858;0.0;87175461.37605168;0.0;6.882670771442896
1083;1.135755611922164;3.9684536930576194e-05;3.9684536930576194e-05;2.7511191734225977e-05;0.04407824654242838;1.7188647232512727e+22;7.594301585102595;0.9958574925819419;0.0;86388137.87181087;0.0;6.945398000016212
1084;1.136310783678328;3.955475456265605e-05;3.955475456265605e-05;2.7511191734203622e-05;0.0440788462890675;1.718587528227643e+22;7.594955933010315;0.9958710426260353;0.0;85615935.51058643;0.0;7.008041159882086
1085;1.1369263159747802;3.942813743509869e-05;3.942813743509869e-05;2.751119173430775e-05;0.04407943140786136;1.7182936584619704e+22;7.595620388557583;0.9958842621839947;0.0;84860125.27129513;0.0;7.070458570286327
1086;1.137617417326284;3.930493849788621e-05;3.930493849788621e-05;2.7511191734250758e-05;0.044080000729941886;1.717973433503283e+22;7.596319598048256;0.9958971248476451;0.0;84122379.38147792;0.0;7.1324658718831735
1087;1.1384054541135398;3.918551856640839e-05;3.918551856640839e-05;2.751119173420206e-05;0.04408055258798255;1.7176153311180136e+22;7.597079943617772;0.995909592947167;0.0;83405047.96663742;0.0;7.19380918334828
1088;1.1393217146408325;3.907032589704789e-05;3.907032589704789e-05;2.7511191734274194e-05;0.04408108491058502;1.7172304320897976e+22;7.597828647339222;0.9959216196835672;0.0;82711034.24796103;0.0;7.254171169003258
1089;1.1404136938598817;3.896011444057563e-05;3.896011444057563e-05;2.751119173422581e-05;0.044081594213700656;1.7168232286983522e+22;7.598504297659023;0.995933126341919;0.0;82045106.90117347;0.0;7.3130503775529645
1090;1.1417590591192142;3.885622318946786e-05;3.885622318946786e-05;2.751119173415534e-05;0.04408207430973429;1.7163377140976534e+22;7.599259285623152;0.9959439731262116;0.0;81415634.62717542;0.0;7.369591881799669
1091;1.1434991479351713;3.8760518702504534e-05;3.8760518702504534e-05;2.7511191734245734e-05;0.04408251657315653;1.7157394654950523e+22;7.6001022029100165;0.9959539651603166;0.0;80834280.00935055;0.0;7.422593482995019
1092;1.1459186492563527;3.867706949196191e-05;3.867706949196191e-05;2.7511191734251063e-05;0.04408290220294932;1.7149659698161923e+22;7.601023515839846;0.9959626776738265;0.0;80326189.5936401;0.0;7.469543906356359
1093;1.1497437425042842;3.861797809772339e-05;3.861797809772339e-05;2.7511191734383803e-05;0.04408317527187666;1.7138916788575037e+22;7.601864556474338;0.9959688471056583;0.0;79965742.5685465;0.0;7.503213010067166
1094;1.1582297723691544;3.88213921684306e-05;3.88213921684306e-05;2.751119173419986e-05;0.04408223526865677;1.712197687427362e+22;7.6008715008947645;0.995947609662633;0.0;81204222.62443906;0.0;7.388778324680682
