шаг;время, с;C в матрице, мол. доля;C в матрице до зажима;xEqAlpha C (kawin);доля M23C6;частиц, 1/м³;средний радиус, нм;C в выделениях / C сплава;невязка C (x0 − [(1−f)x + f_conc]);движущая сила, Дж/м³;зарождение, 1/(м³·с);Rcrit, нм
222;0.42578644138943006;0.005684534378799676;0.005684534378799676;2.751119173435257e-05;0.017260590072223414;9.354867236401939e+21;7.16494554507989;0.3899675984901864;0.0;1202651148.8918567;3.1378419439886957e+21;0.4988977897313367
223;0.431477713913382;0.005573116064737602;0.005573116064737602;2.7511191734136724e-05;0.01780446698281694;9.386101383681852e+21;7.2232440217700935;0.4022553807624585;0.0;1199105478.5581052;2.733864647711753e+21;0.5003729953110424
224;0.43711999388589723;0.005461681655837471;0.005461681655837471;2.7511191734071106e-05;0.018347820666362435;9.473703775095793e+21;7.240336581157533;0.4145313417937107;0.0;1195464254.364985;2.3700202650909677e+21;0.501897064516339
225;0.4427166883757188;0.005350163559476198;0.005350163559476198;2.7511191734190266e-05;0.018890980895255968;9.70226474630863e+21;7.160523910425733;0.4268029321142441;0.0;1191721222.7947657;2.043603950837668e+21;0.5034734537939247
226;0.44827132878260795;0.0052385928212077765;0.0052385928212077765;2.7511191734179973e-05;0.019433796354555607;1.027972874296717e+22;6.867714416850914;0.43906673307357946;0.0;1187873074.0757515;1.7522509456718975e+21;0.5051044704139304
227;0.4537857755317747;0.005126758417944886;0.005126758417944886;2.7511191734179597e-05;0.01997729215958938;1.166536321456956e+22;6.200251900498002;0.45134590504809874;0.0;1183907629.4397178;1.4930507184641018e+21;0.5067962948122473
228;0.45926342946650117;0.0050142992521306036;0.0050142992521306036;2.7511191734152655e-05;0.020523216998713453;1.4888087379016493e+22;5.065467060566011;0.46367995606133455;0.0;1179805979.1463597;1.2630583351904067e+21;0.508558195673941
229;0.4647068758119464;0.004900292977914365;0.004900292977914365;2.7511191734072986e-05;0.021076031686492275;2.234556113594806e+22;3.654906253255546;0.47616966906078373;0.0;1175525861.361125;1.0587557841476316e+21;0.5104098682314554
230;0.46522798350380573;0.004889822009121562;0.004889822009121562;2.7511191734331863e-05;0.021126773967886557;1.8962394609123942e+22;4.188083627644437;0.4773160867402744;0.0;1175126393.296226;1.0413615508586908e+21;0.5105833750504079
231;0.4706147030643847;0.004772108632796342;0.004772108632796342;2.75111917342609e-05;0.02169685085056486;3.1355415727017132e+22;2.849974159724474;0.49019580359599096;0.0;1170559550.1965587;8.606441461540262e+20;0.5125753746567177
232;0.4711343961253845;0.004760539485107689;0.004760539485107689;2.7511191734358257e-05;0.021752843513581286;2.5842636812448485e+22;3.3233603735951256;0.4914608428697483;0.0;1170103023.1103551;8.442974292581019e+20;0.5127753609294047
233;0.4716539595321231;0.004749807466762359;0.004749807466762359;2.7511191734279944e-05;0.021804778885918082;2.1693996864957594e+22;3.8312945059149817;0.492634215989794;0.0;1169678275.6985703;8.293512458497828e+20;0.512961565984168
234;0.47692718468663886;0.004627408709825881;0.004627408709825881;2.7511191734379995e-05;0.02239671237276287;3.6049115284500394e+22;2.6227963219938757;0.5060077379473227;0.0;1164746881.9000533;6.730511442622011e+20;0.5151333816161148
235;0.4774452317603207;0.00461358004977283;0.00461358004977283;2.751119173425112e-05;0.022463544214412427;2.974736606287372e+22;3.058013841257146;0.5075176662105918;0.0;1164179443.994897;6.569590869322008e+20;0.5153844650796205
236;0.477963118709655;0.004602589358704497;0.004602589358704497;2.7511191734247485e-05;0.02251665406044018;2.475506124113118e+22;3.5397260202000047;0.5087175741526127;0.0;1163726936.7035546;6.443872861485467e+20;0.5155848688177634
237;0.4784808780376539;0.004591451866051475;0.004591451866051475;2.7511191734256975e-05;0.022570467402721173;2.113124122478248e+22;4.033214093079154;0.509933376148271;0.0;1163267003.7748303;6.318408970839138e+20;0.5157887209496917
238;0.483581318376338;0.004470134050510187;0.004470134050510187;2.7511191734249308e-05;0.023156258610721646;3.262545896178524e+22;2.8961672077815526;0.5231681259247707;0.0;1158165092.4608192;5.0721708252627114e+20;0.5180608566997524
239;0.48409751421092767;0.004456993968247459;0.004456993968247459;2.7511191734048605e-05;0.023219664237872657;2.722904178277882e+22;3.353303923344698;0.5246006459051064;0.0;1157602166.3688366;4.949813598218946e+20;0.5183127826048204
240;0.48461355232706493;0.004445690931830485;0.004445690931830485;2.7511191734358724e-05;0.023274198872417048;2.3032019133148917e+22;3.843003665390341;0.5258327440187182;0.0;1157116289.3433466;4.846445860811314e+20;0.5185304238872092
241;0.48960869729227524;0.004323128816697479;0.004323128816697479;2.7511191734158127e-05;0.023865143026753986;3.561614033666418e+22;2.771555418679078;0.5391839140392287;0.0;1151747557.1593044;3.831488488144505e+20;0.5209474908545526
242;0.49012310078241667;0.004308750392263836;0.004308750392263836;2.751119173427279e-05;0.02393442301886486;2.9729141443464308e+22;3.2092624028052272;0.540749153236374;0.0;1151105420.464024;3.724474231823884e+20;0.5212380980346119
243;0.4906373256158941;0.004297194769589161;0.004297194769589161;2.751119173420508e-05;0.02399009469365633;2.504191660823589e+22;3.685009905646154;0.5420069404401434;0.0;1150587434.1919246;3.640211749048488e+20;0.52147275571577
244;0.49550364951177267;0.004173680621234195;0.004173680621234195;2.7511191734368906e-05;0.024584753952298793;3.815910077725202e+22;2.6967349009250263;0.5554420456157154;0.0;1144941719.6363196;2.8308768633512506e+20;0.524044141033296
245;0.4960161657584907;0.004158805251178857;0.004158805251178857;2.751119173421696e-05;0.02465632258219136;3.1806978452399168e+22;3.1230648268177115;0.5570589918852034;0.0;1144247993.2501593;2.74403889801441e+20;0.5243618547197452
246;0.49652849041383873;0.004146983777344268;0.004146983777344268;2.7511191734269867e-05;0.02471319076632162;2.67480112435291e+22;3.5872976037481923;0.5583438117611738;0.0;1143694523.6972444;2.6765674999715883e+20;0.5246156098224269
247;0.4970406623162632;0.004135000766319196;0.004135000766319196;2.7511191734254275e-05;0.02477082927092196;2.3074225185116794e+22;4.053352016333728;0.5596460354467783;0.0;1143131522.7171757;2.609538409017838e+20;0.5248739870052967
248;0.5017592115050648;0.004014339741216383;0.004014339741216383;2.751119173416968e-05;0.02535083158014481;3.255642542759314e+22;3.1155858452884746;0.5727499969394033;0.0;1137349408.0324013;2.006728306844303e+20;0.5275423680379732
249;0.5022696386948772;0.004001636941294167;0.004001636941294167;2.7511191734192245e-05;0.025411852199582433;2.7449235864770778e+22;3.5770240804838305;0.574128632566627;0.0;1136728430.7997572;1.9504462402091617e+20;0.5278305563078629
250;0.5027798957733307;0.003989535181008891;0.003989535181008891;2.751119173426771e-05;0.02546997848985316;2.362575930077885e+22;4.048663110096153;0.5754418767680808;0.0;1136134611.5963743;1.8980203058665603e+20;0.5281064355190662
251;0.5074274280704721;0.003868855564543905;0.003868855564543905;2.7511191734188823e-05;0.026049238913204525;3.3075988148686978e+22;3.130113721640636;0.5885290768724537;0.0;1130091345.6601853;1.4348511851629234e+20;0.5309305325663629
252;0.5079358740338932;0.003854418370301708;0.003854418370301708;2.7511191734263433e-05;0.026118491122526215;2.815340241011584e+22;3.578100907285603;0.5900936883745127;0.0;1129353191.3051288;1.3862227442914886e+20;0.5312775530448666
253;0.5084441193653249;0.0038421260804635217;0.0038421260804635217;2.7511191734208085e-05;0.02617744691104068;2.426131881603534e+22;4.045708521362005;0.5914256733859101;0.0;1128722080.5632536;1.3458844549310002e+20;0.5315746102004034
254;0.5130046324533765;0.0037216352480706465;0.0037216352480706465;2.7511191734131415e-05;0.026754962541708924;3.3389605950817307e+22;3.168372776900408;0.6044734534814854;0.0;1122404815.2973273;9.986882719453384e+19;0.5345664877970598
255;0.51351099693226;0.003707149779940583;0.003707149779940583;2.7511191734239086e-05;0.026824345638651725;2.847645102989327e+22;3.6160299942770333;0.6060410221206444;0.0;1121628918.358951;9.624179820155694e+19;0.5349362789948895
256;0.5180105672988355;0.0035862735972929617;0.0035862735972929617;2.7511191734285846e-05;0.027402937922468344;4.0483397161252735e+22;2.7880406327842566;0.6191131269838502;0.0;1115010371.9470577;6.997587492963877e+19;0.5381115863095207
257;0.5185149454095325;0.0035725355798969906;0.0035725355798969906;2.7511191734246537e-05;0.027468653501038318;3.3709651074213883e+22;3.222042847843222;0.6205978355744082;0.0;1114241430.841095;6.740736690963117e+19;0.5384829386097093
258;0.5190191178538868;0.003560031407356681;0.003560031407356681;2.7511191734106302e-05;0.02752845928377985;2.857864801232789e+22;3.680146826154668;0.6219490244604168;0.0;1113538502.4377627;6.513755312660297e+19;0.5388228594579152
259;0.5234358155903065;0.003437866955769318;0.003437866955769318;2.7511191734255986e-05;0.02811236875213785;3.955714729637526e+22;2.8871712939410923;0.6351412601927098;0.0;1106513820.5136287;4.6089484918517645e+19;0.5422435661232754
260;0.5239379304288393;0.003423140148724441;0.003423140148724441;2.7511191734286107e-05;0.02818271112023336;3.3254981597141274e+22;3.320974147238821;0.6367305015942809;0.0;1105647190.719412;4.414377776461907e+19;0.5426685881683447
261;0.5244398155595416;0.0034104483943838684;0.0034104483943838684;2.751119173426397e-05;0.028243324921827455;2.8363916460446926e+22;3.7781198077316778;0.6380999460074847;0.0;1104896798.9137444;4.252207302695182e+19;0.54303714210221
262;0.5287813821686431;0.0032889034249303332;0.0032889034249303332;2.7511191734152428e-05;0.02882342167347341;3.832048796388531e+22;3.0130203285918693;0.6512060412327794;0.0;1097540622.0857928;2.9341888241873814e+19;0.5466768044172665
263;0.529281128716872;0.003274401534498876;0.003274401534498876;2.7511191734129422e-05;0.028892588492090004;3.2398947096790833e+22;3.4527490107301815;0.6527687235071546;0.0;1096641773.2360482;2.8027061235159863e+19;0.5471248812905216
264;0.5297806392629619;0.0032615471544314456;0.0032615471544314456;2.7511191734174373e-05;0.028953889267858888;2.783721418777658e+22;3.9089333353188533;0.6541536886915514;0.0;1095841153.9586124;2.690308005043109e+19;0.5475246095956173
265;0.5340587192527515;0.0031406941042376683;0.0031406941042376683;2.7511191734265967e-05;0.029529842694335125;3.67162462666122e+22;3.1682808315630866;0.6671661739904503;0.0;1088129871.3561983;1.8054034521759144e+19;0.5514047686717632
266;0.5345560059109988;0.0031264009828644215;0.0031264009828644215;2.751119173423636e-05;0.029597914724006896;3.126247037483748e+22;3.61377459457444;0.668704121756105;0.0;1087195174.0294824;1.7191997523903977e+19;0.551878829425092
267;0.5387958892539558;0.0030052223729405995;0.0030052223729405995;2.7511191734440433e-05;0.03017465320589875;4.209330890846282e+22;2.8990362510900485;0.6817343437704834;0.0;1079067052.6512322;1.1174222374816174e+19;0.5560358816681685
268;0.5392908297507694;0.002991022449833962;0.002991022449833962;2.751119173415383e-05;0.030242191567415273;3.531465454622646e+22;3.334327626779411;0.6832602343997349;0.0;1078089949.4071805;1.0603256789316174e+19;0.5565398326270712
269;0.5397855186187352;0.0029780596507461427;0.0029780596507461427;2.7511191734192953e-05;0.030303837647212836;3.0175591949989185e+22;3.7874811574426697;0.6846530010197868;0.0;1077193312.1880352;1.0103752605677142e+19;0.5570030868287306
270;0.5439668487106777;0.002856754504479518;0.002856754504479518;2.751119173411984e-05;0.03088033858679062;3.944889609936924e+22;3.095436197315838;0.6976778562532276;0.0;1068579660.3469725;6.316249257122169e+18;0.5614930007232005
271;0.5444591017369784;0.0028426196651149026;0.0028426196651149026;2.751119173422237e-05;0.03094746961730269;3.342921331298974e+22;3.5390586262191297;0.6991945440746422;0.0;1067548861.5764706;5.966402321619674e+18;0.5620351644738472
272;0.5449510921880517;0.0028295373239189243;0.0028295373239189243;2.75111917342629e-05;0.031009593698828327;2.8870566588260087e+22;3.9918036691512393;0.7005981101624521;0.0;1066589600.0808955;5.657426432037009e+18;0.5625406435188314
273;0.5490905180124758;0.0027091612505818225;0.0027091612505818225;2.75111917342932e-05;0.031580849641427614;3.6799347431595426e+22;3.3173651381738853;0.7135044654565961;0.0;1057519210.7172085;3.397296562232432e+18;0.5673655796693098
274;0.5495799681591793;0.0026952265942099467;0.0026952265942099467;2.7511191734240604e-05;0.031646934364803446;3.1510972169122872e+22;3.7672640388354894;0.7149975141162265;0.0;1056439799.1231838;3.1944459898514007e+18;0.5679452823511416
275;0.5536991905131402;0.0025745731182781656;0.0025745731182781656;2.751119173429463e-05;0.0322187532366413;4.080614745178792e+22;3.102957927621401;0.7279165876408811;0.0;1046821804.3790499;1.8301304780157908e+18;0.5731634529297045
276;0.5541859599791377;0.002560401179863723;0.002560401179863723;2.7511191734300018e-05;0.03228587467448405;3.458876737992726e+22;3.546628389025841;0.7294330587356246;0.0;1045658859.0638934;1.709143225169333e+18;0.5738009053326807
277;0.5582805967360192;0.0024387477264398846;0.0024387477264398846;2.7511191734155284e-05;0.03286166959632622;4.526704168223681e+22;2.907620280244857;0.7424419629477107;0.0;1035369000.8579906;9.237992399062199e+17;0.5795035388376427
278;0.5587645285825965;0.00242453117400281;0.00242453117400281;2.751119173432637e-05;0.03292891289323842;3.799073865146064e+22;3.342061743744358;0.7439611871979644;0.0;1034129165.0347109;8.567281971607642e+17;0.5801983159230025
279;0.5592481552229525;0.002411568017771052;0.002411568017771052;2.7511191734393588e-05;0.03299021956408611;3.2478680067686797e+22;3.793853251053725;0.745346285569565;0.0;1032991547.6551679;7.99288893307534e+17;0.5808372792226285
280;0.5633070890079569;0.0022905083305348015;0.0022905083305348015;2.7511191734136788e-05;0.0335623722709774;4.1231471709051e+22;3.169300178597973;0.7582729014119233;0.0;1022027218.1607947;4.0460987085010515e+17;0.5870685137718147
281;0.5637877566470587;0.0022770206540281726;0.0022770206540281726;2.7511191734221834e-05;0.03362607585791494;3.498308987905436e+22;3.617792550275954;0.7597121531819552;0.0;1020765946.5658817;3.736050020295597e+17;0.5877939032141047
282;0.5676778716674101;0.002160600351145266;0.002160600351145266;2.7511191734197568e-05;0.03417559119311759;4.4059396885341815e+22;3.047473813607492;0.7721273240831725;0.0;1009523208.0484623;1.8114261561940746e+17;0.5943399767498926
283;0.5681555197922769;0.0021465570497682255;0.0021465570497682255;2.7511191734266388e-05;0.03424183472719801;3.7238745232981763e+22;3.4881516802477655;0.7736239607446512;0.0;1008122020.334614;1.6523393587243462e+17;0.5951660492455556
284;0.5686328319152992;0.002133679322216878;0.002133679322216878;2.7511191734356607e-05;0.03430257215672801;3.2070115063782135e+22;3.940451960648326;0.7749961982772717;0.0;1006828231.6251602;1.5173643209445712e+17;0.5959308461499107
285;0.572347281711037;0.0020232971337189403;0.0020232971337189403;2.75111917340253e-05;0.034822873333791235;3.855796429731769e+22;3.42538580992278;0.7867513352489492;0.0;995373723.4251091;7.03238559414557e+16;0.6027886670901689
286;0.5728215583970943;0.0020106844864868686;0.0020106844864868686;2.751119173428443e-05;0.03488228904059051;3.3031798527814772e+22;3.883728790172495;0.7880937111698277;0.0;994021457.156353;6.410773144196054e+16;0.6036087004765974
287;0.5763078629323951;0.001907535865210127;0.001907535865210127;2.751119173414639e-05;0.03536792755560116;3.8958121322807405e+22;3.4269148292524867;0.7990657164512587;0.0;982602153.5801471;2.889707224027336e+16;0.6106235344731109
288;0.5767791371081586;0.0018939588181145265;0.0018939588181145265;2.7511191734225056e-05;0.035431813845485854;3.352064672061051e+22;3.878065489141333;0.8005090960193111;0.0;981049117.8385385;2.587344788659496e+16;0.6115901733054188
289;0.5797561652730997;0.001806567507613912;0.001806567507613912;2.7511191734402126e-05;0.035842827958033875;3.7741289438670957e+22;3.5457417608810293;0.8097951161232161;0.0;970753991.2988222;1.2269122151704578e+16;0.6180762637887575
290;0.5825632817880612;0.0017251006517027202;0.0017251006517027202;2.7511191734258588e-05;0.03622566315757027;4.250324960199249e+22;3.249722077037984;0.8184444915359932;0.0;960658976.9123881;5766347947459843.0;0.6245712728656674
291;0.5830294850843777;0.0017131045846816087;0.0017131045846816087;2.7511191734282258e-05;0.03628201030301095;3.6024203340122155e+22;3.7094441678573333;0.8197175396124112;0.0;959129089.634971;5132171341253686.0;0.6255675137831032
292;0.5859522438377928;0.0016278304368654434;0.0016278304368654434;2.7511191734424647e-05;0.03668236467649345;4.052708400515085e+22;3.3962330927282935;0.8287627247954633;0.0;947909840.8824279;2146400461546921.2;0.632971590886163
293;0.5864155507266636;0.0016155416411217653;0.0016155416411217653;2.751119173421772e-05;0.03674003203526172;3.464704929387657e+22;3.8570588127700516;0.830065600381758;0.0;946241094.7541636;1880383703552318.5;0.6340878697050056
294;0.5890426730330883;0.0015397972317309268;0.0015397972317309268;2.7511191734125967e-05;0.03709532376912101;3.787854116235585e+22;3.6070328407777486;0.8380926877314248;0.0;935645261.6603413;798298185132191.5;0.6412686779766031
295;0.5913625043441738;0.0014741844029418376;0.0014741844029418376;2.7511191734235823e-05;0.037402879857027296;4.082168188873805e+22;3.4135782215714183;0.8450412861570864;0.0;926005914.1309516;356875208267474.06;0.6479440258900449
296;0.5918209181428192;0.001462629304331707;0.001462629304331707;2.7511191734490936e-05;0.037457023323277;3.4837864919520065e+22;3.880227468033902;0.8462645466261075;0.0;924260978.7508005;307645530358314.44;0.6491672955953841
297;0.5942490538264008;0.0013937528448719379;0.0013937528448719379;2.751119173433036e-05;0.0377796298895764;3.7493680143896844e+22;3.672253570008096;0.8535531797139996;0.0;913545614.711644;121349709341219.34;0.6567816541808773
298;0.5963191773402217;0.0013358048077289327;0.0013358048077289327;2.751119173421066e-05;0.038050881977260205;3.949535452562834e+22;3.5353452234778717;0.8596815637829616;0.0;904085216.9079076;51920445190474.3;0.663654253801517
299;0.5967727966929445;0.0013243431000777223;0.0013243431000777223;2.751119173418345e-05;0.03810451558678316;3.3910245022050747e+22;4.003785688383599;0.8608933050859248;0.0;902162516.4918526;43549560464572.75;0.6650686423252861
300;0.5989012529691516;0.0012652258443722293;0.0012652258443722293;2.751119173424011e-05;0.038381052350190833;3.5630368967563424e+22;3.8591741729478075;0.8671410855539793;0.0;891957518.2082343;16804194030497.383;0.6726777764094426
301;0.6007616085762546;0.001214095057941269;0.001214095057941269;2.7511191734338575e-05;0.0386201020671049;3.6922682281910757e+22;3.7606735767151793;0.8725419231635092;0.0;882716454.8133094;6894031028901.396;0.6797199675255824
302;0.6025386405432638;0.0011659746767399613;0.0011659746767399613;2.7511191734239093e-05;0.038844968821632825;3.8136539998138004e+22;3.674400675827226;0.8776223258540669;0.0;873636980.6745522;2794302423587.88;0.6867841143088154
303;0.6042485202328738;0.0011200514009008073;0.0011200514009008073;2.7511191734126888e-05;0.03905947041706117;3.928973949114496e+22;3.597386220191156;0.8824685490533603;0.0;864596926.5319952;1105188183363.5493;0.6939649929206595
304;0.6058838607972812;0.0010765019904926182;0.0010765019904926182;2.7511191734357017e-05;0.03926279557199542;4.0361903810995275e+22;3.5298166853571655;0.8870622635237569;0.0;855657476.5448034;429003066342.39;0.7012151666375152
305;0.6063272356298428;0.0010661828104878161;0.0010661828104878161;2.751119173431094e-05;0.03931096154576365;3.453560465206054e+22;4.00633391235919;0.8881504748213285;0.0;853483708.502568;339288281968.2197;0.7030011165095306
306;0.6080680524465362;0.0010201021556153305;0.0010201021556153305;2.7511191734022022e-05;0.03952598944290085;3.5478444518026246e+22;3.9294179227720276;0.8930085887272907;0.0;843500345.8608245;112837075136.00273;0.7113215814839732
307;0.6095388791004949;0.0009815945697751953;0.0009815945697751953;2.7511191734243684e-05;0.03970560502750854;3.6127238394810198e+22;3.880182073672751;0.8970666341294342;0.0;834789451.5405585;41800824236.04881;0.7187441083410107
308;0.6109484135646117;0.0009450471634462188;0.0009450471634462188;2.751119173426252e-05;0.039876015384662095;3.665727341752006e+22;3.8422845931559566;0.9009167063146236;0.0;826185908.234175;15197510755.890272;0.7262287991360116
309;0.6123019692682945;0.0009105329154852978;0.0009105329154852978;2.7511191734266418e-05;0.04003689017349436;3.6123290150256178e+22;3.895811627141482;0.9045513419091212;0.0;817736863.1095321;5453591499.81204;0.7337323619219459
310;0.6136120017972312;0.0008776270372460591;0.0008776270372460591;2.751119173407388e-05;0.0401902179770159;3.4885753440845123e+22;4.015633461387495;0.908015468863697;0.0;809365649.5339375;1913702865.339113;0.7413213055749303
311;0.6148785987119063;0.0008462662284500169;0.0008462662284500169;2.7511191734288546e-05;0.04033630081782432;3.312702577156344e+22;4.197658585020038;0.9113159107589225;0.0;801078607.8281724;656935482.5464686;0.7489901666787451
312;0.6161029725344509;0.0008163427368027479;0.0008163427368027479;2.7511191734418627e-05;0.040475646991956105;3.1080448477158514e+22;4.433703265682162;0.914464151500264;0.0;792869100.1847199;220335433.40745044;0.7567453440425589
313;0.6172854650944583;0.0007877744427018192;0.0007877744427018192;2.7511191734190463e-05;0.04060864459776066;2.895478057554635e+22;4.713446272934508;0.9174689593732008;0.0;784735397.9315162;72154935.5518096;0.7645889322458752
314;0.6184263278169201;0.0007604894261460656;0.0007604894261460656;2.751119173426581e-05;0.040735633581268825;2.6919867165032764e+22;5.022527532817941;0.9203380147604253;0.0;776677184.4274058;23059441.67161709;0.7725217272119838
315;0.6195259289216164;0.0007344252529859719;0.0007344252529859719;2.751119173416625e-05;0.040856909166559915;2.5093483795443496e+22;5.343009217944295;0.9230779876439461;0.0;768695724.1660255;7189716.847877665;0.7805429133236729
316;0.6205849565178048;0.000709525573524031;0.000709525573524031;2.7511191734106444e-05;0.04097273777113198;2.3539790377736796e+22;5.65557840495259;0.9256948971802037;0.0;760793154.3496825;2186761.769515219;0.7886506293722809
317;0.6216044994818938;0.0006857373576705062;0.0006857373576705062;2.751119173413435e-05;0.041083369929747926;2.2276581600096994e+22;5.942961263574944;0.9281944036878448;0.0;752971778.9579728;648773.793118391;0.796842613185758
318;0.6225705096878658;0.0006633748462466766;0.0006633748462466766;2.7511191734323495e-05;0.04118734827318946;2.126724112373157e+22;6.198238768266537;0.9305435809012085;0.0;745360203.501543;191649.69315127883;0.8049799240438759
319;0.6234825539257994;0.0006424199484552364;0.0006424199484552364;2.7511191734346293e-05;0.041284761211999935;2.0497765742480244e+22;6.41110115564954;0.9327444262750251;0.0;737984382.5511401;56704.02525340906;0.8130253352054124
320;0.624344771899404;0.0006227559646500569;0.0006227559646500569;2.7511191734133434e-05;0.041376155084206986;1.9935143794698285e+22;6.578707794978021;0.9348092831954532;0.0;730834600.4828312;16810.0027003528;0.8209791922872912
321;0.6251611949007991;0.0006042759249226654;0.0006042759249226654;2.7511191734308543e-05;0.041462030363196636;1.9535858491319132e+22;6.705183032943714;0.9367494588312307;0.0;723900844.0420578;4994.128438060169;0.8288427965489991
322;0.6259356309592272;0.0005868813242503273;0.0005868813242503273;2.751119173431309e-05;0.041542847637436806;1.9258311467868264e+22;6.797891509038683;0.9385753592332499;0.0;717172704.1147213;1486.9564193510475;0.8366185669888826
323;0.6266715609985873;0.0005704824737675524;0.0005704824737675524;2.751119173422015e-05;0.04161902606507247;1.9068040612080656e+22;6.864699274785749;0.9402964544193086;0.0;710639864.4266789;443.6527892089607;0.8443095160219592
324;0.6273721064535368;0.0005549983874100758;0.0005549983874100758;2.7511191734100196e-05;0.04169094397750359;1.8938726488672175e+22;6.912521331484964;0.9419212920107142;0.0;704292447.9840804;132.62730035369668;0.8519188324642695
325;0.628040042869728;0.0005403562379866463;0.0005403562379866463;2.7511191734183294e-05;0.0417589414726069;1.885125840136422e+22;6.946831846610685;0.9434575558208059;0.0;698121180.3750871;39.719189826437805;0.8594496440827529
326;0.62867783402544;0.0005264906087205874;0.0005264906087205874;2.7511191734244873e-05;0.0418233239474351;1.8792203768831807e+22;6.97169949106899;0.9449121456690411;0.0;692117443.8016667;11.914677814030416;0.8669048950772233
327;0.6292876725280048;0.0005133426738783101;0.0005133426738783101;2.7511191734236748e-05;0.04188436595061986;1.8752318126842943e+22;6.99003128202882;0.9462912644181332;0.0;686273260.1276747;3.5795029705612826;0.8742873063251445
328;0.6298715186944854;0.0005008594126171502;0.0005008594126171502;2.7511191734276823e-05;0.041942314872151554;1.8725324470350728e+22;7.003853526518457;0.9476005013370481;0.0;680581234.6259546;1.076893900713497;0.8815993881020803
329;0.6304311337421185;0.0004889929178239259;0.0004889929178239259;2.7511191734258774e-05;0.04199739418512791;1.8706995506426635e+22;7.014557661490814;0.9488449053416622;0.0;675034509.1966376;0.32440806746451345;0.8888434470025294
330;0.6309681085657675;0.0004776997712837428;0.0004776997712837428;2.751119173427448e-05;0.042049806373796704;1.8694496937063395e+22;7.023091372863479;0.9500290511478747;0.0;669626697.3875319;0.09784603983865;0.8960216227053489
331;0.631483886571262;0.0004669405238663673;0.0004669405238663673;2.751119173415752e-05;0.04209973536938419;1.8685931666386683e+22;7.030097983116017;0.9511570943041523;0.0;664351840.2824738;0.02954588894196013;0.9031359042294331
332;0.6319797829103797;0.000456679238285273;0.000456679238285273;2.7511191734067016e-05;0.042147348691632544;1.8680029484098953e+22;7.0360143835257505;0.952232819575168;0.0;659204362.1075265;0.00893153907504519;0.9101881517921913
333;0.6324570002393328;0.0004468830982499367;0.0004468830982499367;2.7511191734363732e-05;0.042192799279022156;1.8675938341996368e+22;7.041138284278504;0.9532596822919192;0.0;654179030.0881;0.0027027570554677798;0.9171801179857393
334;0.6329166415352023;0.0004375220770435301;0.0004375220770435301;2.751119173426365e-05;0.04223622704061206;1.8673084979075304e+22;7.045673761772735;0.9542408434123767;0.0;649270929.4942057;0.0008186873607785097;0.9241134520952775
335;0.6333597214570102;0.0004285686379217695;0.0004285686379217695;2.751119173421547e-05;0.04227776025804385;1.867108220946193e+22;7.049761871507465;0.9551792011968828;0.0;644475429.8955854;0.00024822194539765347;0.9309897199606335
336;0.6337871754471592;0.000419997484400714;0.000419997484400714;2.751119173431528e-05;0.04231751675426;1.866966734058654e+22;7.053501136068559;0.9560774176129455;0.0;639788163.819676;7.532784457183782e-05;0.9378104096485124
337;0.6341998677359976;0.0004117853375241384;0.0004117853375241384;2.7511191734298704e-05;0.04235560493553925;1.8668661249176639e+22;7.056961247623648;0.9569379418778854;0.0;635205007.9176652;2.2879578203094892e-05;0.9445769358256877
338;0.6345985984474635;0.00040391073650744233;0.00040391073650744233;2.7511191734284836e-05;0.042392124723803555;1.866794113744199e+22;7.060192242440661;0.9577630315224002;0.0;630722061.8066171;6.95508569798986e-06;0.9512906497695387
339;0.6351595872486039;0.00039295236827829866;0.00039295236827829866;2.751119173407171e-05;0.042442941366947505;1.8667324049802492e+22;7.06454990385478;0.9589111292529675;0.0;624333389.2418131;1.218924519101459e-06;0.9610250073740836
340;0.6357078138731335;0.00038236045046244875;0.00038236045046244875;2.7511191734287577e-05;0.04249205356406322;1.8666901499124501e+22;7.068695027396363;0.9600207185245775;0.0;617983864.4536743;2.046090329367573e-07;0.9708991359028881
341;0.6362413895647444;0.00037216478548778384;0.00037216478548778384;2.7511191734244812e-05;0.04253932367282448;1.8666611849964353e+22;7.072637898443157;0.9610886895914333;0.0;611700776.0576339;3.312089899501527e-08;0.9808717325273894
342;0.6367608612704896;0.00036234799957125596;0.00036234799957125596;2.7511191734255393e-05;0.042584832776466866;1.8666412654468673e+22;7.076400136555123;0.9621168743627883;0.0;605483759.3439082;5.167004100003356e-09;0.9909431768246759
343;0.6372667818683432;0.0003528930094500109;0.0003528930094500109;2.7511191734244365e-05;0.04262866056088959;1.866627518447037e+22;7.07999856273016;0.9631070731779482;0.0;599332066.6580269;7.762673432889448e-10;1.0011144628814834
344;0.6377596778125316;0.00034378362321772435;0.00034378362321772435;2.751119173437763e-05;0.0426708825334095;1.8666179962749789e+22;7.083446481304367;0.9640609919697288;0.0;593244955.2530464;1.1222481505654469e-10;1.0113866029321266
345;0.6382400502139883;0.00033500449605558086;0.00033500449605558086;2.751119173424305e-05;0.04271157023240792;1.866611375207419e+22;7.086754715977633;0.9649802470009942;0.0;587221695.0061629;1.56003561588957e-11;1.0217606146068956
