Величина,Значение
E_Hill_GPa,117.1618290323239
E_Reuss_GPa,109.1570439968379
E_Voigt_GPa,125.1666140678099
G_Hill_GPa,46.86473161292957
G_Reuss_GPa,43.66281759873516
G_Voigt_GPa,50.06664562712398
K_Hill_GPa,78.10788602154929
K_Reuss_GPa,72.77136266455861
K_Voigt_GPa,83.44440937853997
K_over_G_Hill,1.666666666666667
nu_Hill,0.2500000000000001
