Величина,Значение
E_Hill_GPa,100.1859913868171
E_Reuss_GPa,100.0930605850637
E_Voigt_GPa,100.2789221885705
G_Hill_GPa,40.07439655472682
G_Reuss_GPa,40.03722423402547
G_Voigt_GPa,40.11156887542818
K_Hill_GPa,66.79066092454472
K_Reuss_GPa,66.72870705670913
K_Voigt_GPa,66.85261479238032
K_over_G_Hill,1.666666666666667
nu_Hill,0.2500000000000001
