"Температура, °C",M23C6,BCC_B2,FCC_A1
500.0,4.426114582132746,95.57388544714578,0.0
600.0,4.425048663446828,95.57495129480962,0.0
700.0,4.413449839569899,95.58655016238404,0.0
800.0,3.387401497841304,22.071358940470553,74.54123951427154
900.0,1.2385075851542127,0.0,98.76149249927701
