"marka","klyuch_zamorozki","baza","sha256_tdb","porog","nabor","pdens","vremya_s","T_sol_zamorozka_K","T_liq_zamorozka_K","otkaz","prichina"
"12Х18Н10Т","6-42|12Х18Н10Т","mc_fe","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","1e-06","sloj","200","38.3","1686.6","1716.9","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден"
