"marka","klyuch_zamorozki","baza","sha256_tdb","porog","nabor","pdens","vremya_s","T_sol_zamorozka_K","T_liq_zamorozka_K","T_sol_K","T_liq_K","polnyj_nabor_ponadobilsya","nabor_faz","fazy_pod_solidusom","zamechaniya","dT_sol_K","dT_liq_K"
"06Х18Н11","6-14|06Х18Н11","mc_fe","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","1e-06","sloj","200","26.0","1694.4","1714.6","1695.9","1708.6","False","LIQUID FCC_A1 BCC_A2 HCP_A3","BCC_A2 FCC_A1","сторож движущей силы: проверено 96 из 96 пар «фаза-температура» (2 точки, 48 исключённых фаз); минимум 1365 Дж/моль у BCC_B2","1.5","-6.0"
