"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"kartochka","VJ159","","Ni","стандарт","","","","","mc_ni","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","","otkaz_sloya: za_granicami_sostava — состав вне границ оптимизации базы mc_ni v2.036 (ThermoGar garcalc): CR 27 масс.% при пределе оптимизации базы < 20 масс.%; MO 7.4 масс.% при пределе оптимизации базы < 5 масс.%","v_reshatel","AL C CR FE MN MO NB NI SI","B LA MG P S Y","1.400847512745211","","0.060036321974794755","","27.01634488865764","","1.5009080493698688","","","0.2501513415616448","7.404479710224686","","3.051846367052067","58.91514366191546","","0.4002421464986317","","","","","","","","AL=0.02990684026349683;C=0.00287931193069331;CR=0.29930258134858073;FE=0.015481876443530013;MN=0.0026229124649269284;MO=0.044453235267799956;NB=0.018922247142030637;NI=0.5782217694313736;SI=0.00820922570756806","NA","NA","NA","NA","canon/data/reference/deskriptory_splavov_v1.csv, splav=VJ159, T_sol_K/T_liq_K; CALPHAD НЕЛЬЗЯ: состав вне границ оптимизации mc_ni 2.036 — Cr 27 масс.% при пределе <20, Mo 7,4 при пределе <5. Открытого литературного значения не нашёл; просмотрено: каталог ВИАМ catalog.viam.ru (свойств нет), auremo.org и evek.org (состав по ТУ 14-131-1042-2008 есть, теплофизики нет), статьи cyberleninka по ВЖ159 для СЛС, протокол владельца (там k/ρ/Cp, температур плавления нет)","","","","","LIQUID FCC_A1 BCC_A2 HCP_A3","","","","","","BCC_B2","","состав ниже — тот, что слой подал бы в решатель БЕЗ проверки пределов шапки (для счёта ThermoGar)"
