Величина,Значение
E_Hill_GPa,106.3019499730523
E_Reuss_GPa,103.2266172416614
E_Voigt_GPa,109.3772827044432
G_Hill_GPa,42.52077998922091
G_Reuss_GPa,41.29064689666455
G_Voigt_GPa,43.75091308177728
K_Hill_GPa,70.86796664870153
K_Reuss_GPa,68.81774482777426
K_Voigt_GPa,72.9181884696288
K_over_G_Hill,1.666666666666667
nu_Hill,0.25
