"Время, с","Время, ч","Температура, °C","Объёмная доля, %","Средний радиус, нм","Плотность частиц, 1/м³","Скорость зарождения, 1/(м³·с)","Движущая сила, Дж/м³","Движущая сила, Дж/моль","Критический радиус, нм","Радиус зародыша, нм"
0.0,0.0,700.0,0.0,0.0,0.0,0.0,519521481.6911539,3792.5068163454234,0.3002763225347035,0.0
0.01001,2.7805555555555557e-06,700.0,0.0,0.0,0.0,5.712766156285927e-224,519521481.6910537,3792.506816344692,0.30027632253476144,0.0
0.02003001,5.563891666666667e-06,700.0,0.0,0.0,5.724197470748934e-226,3.465556432196442e-98,519521481.6912782,3792.5068163463316,0.30027632253463166,0.0
0.03006004001,8.350011113888889e-06,700.0,0.0,0.0,3.475963477210003e-100,2.933601948578306e-56,519521481.6916976,3792.506816349393,0.3002763225343893,0.0
0.040100100050009996,1.1138916680558332e-05,700.0,0.0,0.0,2.945353967279717e-58,2.6990120434971586e-35,519521481.69407123,3792.50681636672,0.30027632253301734,0.0
0.05015020015006,1.3930611152794444e-05,700.0,0.0,0.0,2.7125341114424255e-37,1.0220652595291939e-22,519521481.69383323,3792.506816364983,0.30027632253315495,0.0
0.06021035035021005,1.672509731950279e-05,700.0,0.0,0.0,1.0282129984081159e-24,2.4830617041029775e-14,519521481.693597,3792.5068163632586,0.3002763225332914,0.0
0.07028056070056025,1.952237797237785e-05,700.0,0.0,0.0,2.500495373829326e-16,2.424547706436301e-08,519521481.69078904,3792.5068163427604,0.3002763225349144,0.41735351370990387
0.08036084126126081,2.232245590590578e-05,700.0,8.715740018902257e-36,0.4430625000000001,2.4440121138086483e-10,0.0007531091359941654,519521481.69138336,3792.5068163470987,0.3002763225345709,0.41735351370956036
0.09045120210252205,2.5125333917367238e-05,700.0,2.7099765092822863e-31,0.4430625000000001,7.599142932738571e-06,2.348592854087394,519521481.69142497,3792.5068163474025,0.3002763225345469,0.4173535137095363
0.09405120210252206,2.612533391736724e-05,700.0,3.0151654555752116e-28,0.4430625,0.008454934271308525,27.28432069048063,519521481.69072455,3792.5068163422893,0.3002763225349517,0.41735351370994106
0.09765120210252207,2.7125333917367242e-05,700.0,3.502809823878065e-27,0.4430625000000001,0.09822355443553228,264.5369882035718,519521481.6909767,3792.5068163441297,0.30027632253480596,0.4173535137097954
0.10125120210252207,2.8125333917367243e-05,700.0,3.396173107301001e-26,0.4430625000000001,0.952333157808007,2182.2483630838947,519521481.6914115,3792.5068163473043,0.3002763225345546,0.41735351370954404
0.10485120210252208,2.9125333917367244e-05,700.0,2.8016094280573573e-25,0.4430625000000001,7.856094107308054,15573.731863877943,519521481.69123083,3792.506816345985,0.300276322534659,0.41735351370964846
0.10845120210252208,3.0125333917367244e-05,700.0,2.2813558101132805e-24,0.4431647797082044,63.921528692153366,97548.07418597439,519521481.6935173,3792.5068163626765,0.30027632253333747,0.4173535137083269
0.11205120210252209,3.1125333917367245e-05,700.0,1.481096189028124e-23,0.4431647771162573,414.9897794462205,543054.7103032748,519521481.6912934,3792.506816346442,0.3002763225346229,0.41735351370961227
0.1156512021025221,3.212533391736725e-05,700.0,8.456040646863187e-23,0.4431647753460687,2369.306272778101,2716744.0589358467,519521481.6913198,3792.506816346635,0.3002763225346076,0.41735351370959706
0.1192512021025221,3.312533391736725e-05,700.0,4.336856240489106e-22,0.4431848267830758,12149.58489795687,12332131.103643848,519521481.6910896,3792.5068163449537,0.3002763225347407,0.4173535137097301
0.12285120210252211,3.412533391736725e-05,700.0,2.018509205462034e-21,0.443191105801174,56545.22951750534,51229845.380435094,519521481.69204146,3792.5068163519027,0.3002763225341905,0.41735351370917995
0.12645120210252211,3.5125333917367254e-05,700.0,8.602316213712194e-21,0.4431949889221759,240972.5331608264,196242047.53211468,519521481.6912052,3792.506816345798,0.3002763225346739,0.41735351370966334
0.1300512021025221,3.612533391736725e-05,700.0,3.382306146729851e-20,0.44319849829756985,947443.2789422101,697862202.8968655,519521481.69149375,3792.5068163479045,0.3002763225345071,0.4173535137094966
0.1336512021025221,3.712533391736725e-05,700.0,1.235140454316379e-19,0.4432021270226313,3459747.2152130893,2317742899.300066,519521481.6911586,3792.506816345458,0.3002763225347008,0.4173535137096902
0.1372512021025221,3.8125333917367246e-05,700.0,4.2140501251515764e-19,0.4432058103593505,11803621.626352832,7227938143.226051,519521481.69143766,3792.506816347495,0.3002763225345395,0.41735351370952894
0.1408953017725023,3.9137583825695086e-05,700.0,1.3618035594952048e-18,0.4432104875536433,38142948.548258744,21543042677.734573,519521481.6907121,3792.506816342199,0.3002763225349589,0.4173535137099483
0.14473691722025595,4.0204699227848877e-05,700.0,4.31682305408534e-18,0.4432184448088414,120903033.72383644,64187034630.98116,519521481.6913388,3792.5068163467736,0.30027632253459663,0.4173535137095861
0.14878805534053097,4.133001537236971e-05,700.0,1.360209733245458e-17,0.4432272114869978,380933575.5148281,190951833815.4823,519521481.691102,3792.506816345045,0.3002763225347335,0.4173535137097229
0.15306613243443,4.2518370120675e-05,700.0,4.2774706779922366e-17,0.44323655340738766,1197840241.2924383,567173506240.1788,519521481.6909376,3792.5068163438445,0.30027632253482855,0.41735351370981805
0.15759040121130055,4.377511144758349e-05,700.0,1.3441828270195735e-16,0.44324656696271103,3763885629.7706337,1681852910988.696,519521481.69207084,3792.5068163521173,0.3002763225341735,0.417353513709163
