Величина,Значение
E_Hill_GPa,105.3882562569618
E_Reuss_GPa,102.749301182495
E_Voigt_GPa,108.0272113314285
G_Hill_GPa,42.1553025027847
G_Reuss_GPa,41.09972047299799
G_Voigt_GPa,43.21088453257141
K_Hill_GPa,70.25883750464118
K_Reuss_GPa,68.49953412166332
K_Voigt_GPa,72.01814088761903
K_over_G_Hill,1.666666666666667
nu_Hill,0.2500000000000001
