"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"dobor_Ni","HAYNES Waspaloy","N-55|HAYNES Waspaloy","Ni","датащит","mc_ni","2.036 (ThermoGar garcalc)","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","","mc_ni","1dc72c5501eb2d9a1778c5a5622728257572a1dcd0ee218c9b4f9a00e0ad08f8","совпадает","schitaetsya","v_reshatel","AL C CO CR CU FE MN MO NI SI TI","B ZR","1.5008404706635716","","0.08004482510205715","13.507564235972144","19.01064596173857","0.10005603137757144","2.001120627551429","","","0.10005603137757144","4.302409349235572","","","56.24549747858801","","0.15008404706635717","","3.0016809413271432","","","","","","AL=0.03146977951407813;C=0.0037703997595486633;CO=0.12967366870241978;CR=0.20685224794379395;CU=0.0008908167215863113;FE=0.020273198814548747;MN=0.0010303949796119942;MO=0.025368807647386356;NI=0.5421690974162461;SI=0.0030233846923583985;TI=0.03547820380842152","1586.9","1641.6","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""N-55|HAYNES Waspaloy""], solidus_K/likvidus_K","200","True","0.25","d60c03be8a710a8c99e6887de3f996ec3ec2dab4f0ed8a8d370cd404b194d3bf","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","FCC_A1","BCC_B2","BCC_B2","",""
