Метод,"Расчётный ликвидус, °C","T при доле твёрдого 0.01 % по траектории, °C","Температура окончания, °C",Что означает окончание,"Интервал кристаллизации, °C","Остаточный расплав в точке окончания, %",Точек расчёта,Расчёт завершён
Равновесное,607.3828125000001,609.9892654977269,602.8906250000001,равновесный солидус,4.4921875,100.0,51,нет
