"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"kartochka","18Ni300","","Fe","стандарт через датащит","","","","","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","","otkaz_sloya: za_granicami_sostava — состав вне границ оптимизации базы mc_fe v2.059: CO 9 масс.% при пределе оптимизации базы < 3 масс.%; TI 0.65 масс.% при пределе оптимизации базы < 0.5 масс.%","v_reshatel","AL C CO FE MN MO NI SI TI","P S","0.10001000100010002","","0.015001500150015003","9.000900090009","","","66.68166816681669","","","0.05000500050005001","4.9504950495049505","","","18.5018501850185","","0.05000500050005001","","0.6500650065006501","","","","","","AL=0.0021365435823375097;C=0.0007199427891761388;CO=0.08803793637650825;FE=0.6882791651415885;MN=0.0005246661594764159;MO=0.02974035265724042;NI=0.1817068560756253;SI=0.0010263168762440925;TI=0.007828220341803319","NA","NA","1686.15","NA","canon/data/reference/deskriptory_splavov_v1.csv, splav=18Ni300, T_sol_K/T_liq_K; источник даёт плавление ОДНИМ числом, солидус и ликвидус не разделены — см. T_plav_odno_chislo_K","","","","","LIQUID FCC_A1 BCC_A2 HCP_A3","","","","","","","","состав ниже — тот, что слой подал бы в решатель БЕЗ проверки пределов шапки (для счёта ThermoGar)"
