Фаза,Что это,"Первое появление, °C","Доля при первом появлении, %","Максимальная доля, %","Конечная доля, %"
FCC_A1,"γ-матрица, ГЦК",1420.0,48.229238597488205,99.99640883160154,99.99640883160154
