Величина,Значение
E_Hill_GPa,101.3003429100097
E_Reuss_GPa,100.65335219174
E_Voigt_GPa,101.9473336282793
G_Hill_GPa,40.52013716400387
G_Reuss_GPa,40.26134087669602
G_Voigt_GPa,40.77893345131172
K_Hill_GPa,67.53356194000646
K_Reuss_GPa,67.10223479449337
K_Voigt_GPa,67.96488908551956
K_over_G_Hill,1.666666666666667
nu_Hill,0.2500000000000001
