"marka","klyuch_zamorozki","baza","sha256_tdb","porog","nabor","pdens","vremya_s","T_sol_zamorozka_K","T_liq_zamorozka_K","T_sol_K","T_liq_K","polnyj_nabor_ponadobilsya","nabor_faz","fazy_pod_solidusom","zamechaniya","dT_sol_K","dT_liq_K"
"AW-Al Mg2,5","-|AW-Al Mg2,5","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","1e-06","sloj","200","110.3","889.1","921.1","889.1","921.1","False","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4 ALCRFEMNSI_A","ALCRFEMNSI_A FCC_A1","фаза SI2TI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза SITI исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TI17AL5SI14 исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | фаза TIALSI_TAU исключена из расчёта: Семейство Ti-Si базы v2037, исключено целиком и ОКОНЧАТЕЛЬНО — решение владельца 04. | сторож движущей силы: проверено 188 из 188 пар «фаза-температура» (2 точки, 94 исключённых фаз); минимум 87 Дж/моль у AL13CR2 | по требованию сторожа в набор добавлены фазы: AL13FE4, ALCRFEMNSI_A","0.0","0.0"
