"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"z26_Fe","06Х18Н11","6-14|06Х18Н11","Fe","","mc_fe","2.059","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","совпадает","schitaetsya","v_reshatel","C CR FE MN NI SI","P S","","","0.030008252269374074","","18.004951361624446","","69.56162944809822","","","1.0002750756458025","","","","11.003025832103827","","0.400110030258321","","","","","","","","C=0.001377047316298993;CR=0.19085755038157404;FE=0.6865509609141992;MN=0.010035382501527301;NI=0.10332684106380616;SI=0.007852217822594364","1694.4","1714.6","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""6-14|06Х18Н11""], solidus_K/likvidus_K","200","True","0.25","ad6d1f0e1af52aa046d581e16582555c41eeb9c56d5df5e0836ac9693164a1d9","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","BCC_A2 FCC_A1","","","",""
