"E, ГПа","G, ГПа","K, ГПа",K/G,ν,Метод
103.2903720629229,41.31614882516917,68.86024804194861,1.666666666666667,0.25,Reuss — нижняя граница
106.4235191866346,42.56940767465385,70.94901279108976,1.666666666666667,0.2500000000000001,Hill — средняя VRH
109.5566663103463,43.82266652413853,73.03777754023089,1.666666666666667,0.2500000000000001,Voigt — верхняя граница
