Величина,Значение
E_Hill_GPa,106.4235191866346
E_Reuss_GPa,103.2903720629229
E_Voigt_GPa,109.5566663103463
G_Hill_GPa,42.56940767465385
G_Reuss_GPa,41.31614882516917
G_Voigt_GPa,43.82266652413853
K_Hill_GPa,70.94901279108976
K_Reuss_GPa,68.86024804194861
K_Voigt_GPa,73.03777754023089
K_over_G_Hill,1.666666666666667
nu_Hill,0.2500000000000001
