"marka","klyuch_zamorozki","baza","sha256_tdb","porog","nabor","pdens","vremya_s","T_sol_zamorozka_K","T_liq_zamorozka_K","otkaz","prichina"
"16Х11Н2В2МФ","1-8|16Х11Н2В2МФ","mc_fe","99b5cd56a52b857521122e93f61baf3caed120d1a37e562902ee6aa12f10692c","1e-09","sloj","200","164.4","1680.9","1763.9","ne_najden_interval","после добавления фазы C15_LAVES по требованию сторожа интервал плавления в области базы не найден"
