"Время, ч","AL, матрица на границе, ат.%","AL, выделение на границе, ат.%","CR, матрица на границе, ат.%","CR, выделение на границе, ат.%","MO, матрица на границе, ат.%","MO, выделение на границе, ат.%","NB, матрица на границе, ат.%","NB, выделение на границе, ат.%","NI, матрица на границе, ат.%","NI, выделение на границе, ат.%","TI, матрица на границе, ат.%","TI, выделение на границе, ат.%"
0.0,1.2204237488835998,0.4439997636580586,24.063777391612636,2.070817925755974,2.10017143739717,0.5350215621970921,0.40825145080199815,16.230558221749998,49.356122571897814,73.00819483850702,0.15703508170592964,5.710460287026989
2.7805555555555557e-06,1.2204237490095577,0.4439997636548298,24.063777391248212,2.0708179256745467,2.100171437353577,0.5350215621531995,0.4082514507914533,16.230558221584417,49.35612257186601,73.00819483853431,0.15703508172547012,5.710460287321337
5.563891666666667e-06,1.2204237488755563,0.4439997636482363,24.063777391266377,2.070817925813488,2.100171437355105,0.5350215622017351,0.40825145081138486,16.23055822166991,49.356122572385566,73.00819483853581,0.15703508171203145,5.710460287054193
8.350011113888889e-06,1.2204237489069791,0.4439997636801693,24.063777391193735,2.0708179257633965,2.1001714373419533,0.5350215622151968,0.40825145080804015,16.23055822183051,49.35612257186332,73.00819483844273,0.15703508170394234,5.710460286898564
9.35001111388889e-06,1.2204237489832908,0.4439997636334971,24.063777391010092,2.0708179257116788,2.100171437312422,0.535021562150228,0.4082514508012133,16.230558221517523,49.35612257228096,73.00819483856854,0.15703508173130243,5.710460287375022
1.035001111388889e-05,1.2204237489331697,0.4439997636251001,24.06377739133954,2.070817925728556,2.100171437368471,0.5350215621573655,0.4082514507944999,16.230558221530007,49.35612257216297,73.00819483857323,0.15703508172500674,5.710460287347042
1.1350011113888889e-05,1.2204237491372527,0.4439997637387929,24.063777390993693,2.0708179257230968,2.1001714373064377,0.5350215621809431,0.4082514508144901,16.23055822167148,49.356122572241475,73.0081948385307,0.15703508172267594,5.71046028707373
1.235001111388889e-05,1.2204237488873666,0.44399976371659644,24.063777391303184,2.0708179258453834,2.1001714373357445,0.5350215622492261,0.40825145082195147,16.230558221941056,49.35612257207347,73.00819483842915,0.15703508169168,5.710460286635263
1.3350011113888888e-05,1.2204237491386,0.44399976384801415,24.063777391021876,2.0708179258103248,2.1001714372887568,0.5350215622688331,0.408251450837568,16.230558222092768,49.35612257198151,73.00819483837928,0.15703508168964173,5.71046028636781
1.4350011113888889e-05,1.2204237490334546,0.4439997637401218,24.063777391096295,2.0708179257835435,2.1001714373040237,0.5350215622167472,0.4082514508208511,16.230558221829096,49.35612257215431,73.00819483847074,0.15703508170662278,5.710460286818263
1.535001111388889e-05,1.2204237489520218,0.4439997637391324,24.06377739122803,2.0708179258076322,2.100171437329491,0.535021562245033,0.4082514508202352,16.23055822196099,49.35612257191623,73.0081948384119,0.15703508169353553,5.710460286634903
1.6350011113888887e-05,1.2204237489072867,0.4439997637289546,24.063777391106584,2.070817925851065,2.1001714373320968,0.535021562261126,0.40825145082855313,16.2305582219601,49.35612257219002,73.00819483842143,0.15703508169262154,5.710460286586098
1.7350011113888887e-05,1.2204237489652983,0.4439997638774059,24.063777390424278,2.0708179259856405,2.1001714372383176,0.535021562381952,0.40825145088010817,16.23055822244628,49.35612257247635,73.0081948382496,0.1570350816624773,5.710460285695082
1.8350011113888888e-05,1.2204237487757943,0.4439997641335507,24.06377738887269,2.0708179265391924,2.100171437130706,0.5350215627377912,0.4082514510250697,16.230558223513544,49.356122574363184,73.00819483793845,0.1570350815817398,5.710460283458476
1.9375231174260585e-05,1.220423748614634,0.4439997651356774,24.063777382891328,2.070817928143911,2.100171436578005,0.5350215638656005,0.40825145150848063,16.230558227163048,49.35612257988955,73.00819483680169,0.15703508133260782,5.710460276062703
2.0520122433375643e-05,1.220423747663556,0.4439997681246036,24.063777364955726,2.0708179332673873,2.1001714349874825,0.5350215674299941,0.40825145300005183,16.2305582386507,49.35612259685364,73.00819483320812,0.15703508052793863,5.710460252861541
2.1800411033940884e-05,1.2204237447501254,0.4439997774236885,24.063777308533325,2.07081794921918,2.1001714299801195,0.5350215785218461,0.4082514576577528,16.23055827432542,49.35612265015507,73.00819482205218,0.15703507803660555,5.710460180729429
2.324095241365051e-05,1.2204237360902286,0.4439998068709068,24.063777131183304,2.07081799912588,2.100171414159818,0.5350216133587303,0.40825147228614694,16.230558386738668,49.35612281630615,73.00819478683684,0.15703507020308033,5.710459953766669
2.4872500661979046e-05,1.2204237087730454,0.4439998987715794,24.063776576263493,2.0708181553554366,2.1001713647316,0.5350217222639956,0.4082515180456387,16.230558737682045,49.35612333783957,73.00819467700805,0.15703504574142968,5.710459244664564
2.6733967551905525e-05,1.220423622787563,0.4440001864185421,24.063774838392504,2.070818644654656,2.100171210009811,0.5350220633676337,0.40825166133666924,16.23055983687376,49.356124970656154,73.00819433293377,0.15703496911654868,5.71045702390475
2.887521410861603e-05,1.2204233532652784,0.44400108774797853,24.063769394509265,2.07082017782156,2.100170725346417,0.5350231321825403,0.40825211028807323,16.230563281244542,49.356130085785225,73.0081932547654,0.15703472898924464,5.71045006519975
3.1361081749902204e-05,1.2204225094221395,0.4440039115684957,24.063752333878654,2.070824981214169,2.1001692065542894,0.5350264807092345,0.40825351696718903,16.230574071288085,49.35614611633727,73.00818987732458,0.15703397681978143,5.710428264878089
3.427731434778764e-05,1.2204198653041445,0.4440127624156266,24.063698853252845,2.070840037054009,2.100164445976579,0.5350369762101751,0.40825792620158136,16.230607888677916,49.35619637133016,73.00817929225838,0.1570316195062928,5.710359937038623
3.773952008727884e-05,1.22041157488953,0.44404051691876295,24.06353113253579,2.070887250441189,2.1001495185168766,0.535069888832971,0.40827175322124093,16.230713924055088,49.35635398808591,73.00814610243961,0.15702422829937446,5.710145681637164
4.190729296354963e-05,1.220385573833473,0.444127609987206,24.063005008801593,2.0710353833449244,2.1001026997422128,0.5351731597768499,0.4083151341975992,16.23104658288477,49.356848469321314,73.00804197027325,0.1570010398931945,5.709473460704248
4.700787078735654e-05,1.2203040721677416,0.4444010845203379,24.0613560342839,2.071500186841341,2.099955976360933,0.5354972953086399,0.4084512241020088,16.23209044062152,49.3583985326594,73.00771510743758,0.15692826263719095,5.707363848163486
5.337986975289975e-05,1.2200495604278276,0.44525983742208336,24.056213207935887,2.0729559323782007,2.0994983091279815,0.5365135457058494,0.4088771185219317,16.23536170341949,49.36323443418555,73.00668963932343,0.15670001724696972,5.700751384916412
5.9193352345647105e-05,1.2194894644542065,0.4471754667089113,24.044949763330568,2.0761808708669296,2.098494751727863,0.5387710747143993,0.4098185966113268,16.242624185210236,49.37383005239837,73.00440638667008,0.15619221400691888,5.686067733522491
6.225872536968326e-05,1.218935664212658,0.4491047891161186,24.033894500490945,2.079397762365754,2.097507726803443,0.5410316050265233,0.41075488601964383,16.249891260010997,49.38423388328691,73.00211235224077,0.15568260306651452,5.671371012871987
6.45755110460855e-05,1.2183861042732407,0.45105434461125155,24.0229960756386,2.0826186669524414,2.09653307815378,0.5433032992046248,0.4116896041597525,16.257186641412392,49.39449571804256,72.999800195922,0.15516965437987565,5.656610653878877
6.649400121049497e-05,1.2178404150083708,0.45302515976944996,24.012244794763614,2.0858454677001252,2.0955700180379373,0.5455874110865913,0.4126233037049203,16.26451337427344,49.40462466717153,72.99746886973895,0.15465321381102481,5.6417794329457625
6.815784908178888e-05,1.2172984267278675,0.4550175937505219,24.00163555290655,2.089078858197424,2.0946181448636922,0.5478843794779181,0.4135561844176879,16.2718719830844,49.41462542179081,72.99511810297413,0.15413329810965792,5.626875327593817
6.964245946087192e-05,1.2167600379026244,0.45703178538209194,23.99116471238189,2.0923191432380155,2.0936771838454993,0.550194375722757,0.41448833202955687,16.27926215884735,49.424501280198164,72.99274788639394,0.1536099805137741,5.611898028264411
7.099306061733409e-05,1.2162251784505922,0.45906777254304454,23.980829280311553,2.095566452288061,2.0927469177554427,0.5525174499164829,0.4154197817368045,16.286683215041414,49.434254939007886,72.99035833244393,0.1530833596410943,5.596848001705874
7.223920450109273e-05,1.2156937959759386,0.4611255353596728,23.970626610220993,2.09882081681718,2.0918271616120183,0.5548535839950033,0.41635054123072957,16.294134255242565,49.44388877634728,72.98794962376168,0.15255354801778667,5.581726149164214
7.340139760034015e-05,1.2151658496295672,0.46320501552678484,23.960554267579052,2.10208220517472,2.090917750871823,0.5572027154655379,0.4172806010996009,16.30161424901334,49.45340497980181,72.98552199006927,0.15202066686443766,5.566533652306982
