вид;T, °C;Ni, ат. %;Cr, ат. %;Mo, ат. %;фазовый набор;фаз;в экспериментальном поле P (1100 °C);pdens;BCC_B2, мольн. %;DELTA, мольн. %;D_NIMO, мольн. %;FCC_A1, мольн. %;MU_PHASE, мольн. %;P_PHASE, мольн. %;SIGMA, мольн. %;до устойчивости D_NIMO, Дж/моль;до устойчивости MU_PHASE, Дж/моль;до устойчивости P_PHASE, Дж/моль;до устойчивости SIGMA, Дж/моль
сечение;1100,0;37,5;30,0;32,5;FCC_A1 + SIGMA;2;нет;100;0,0;0,0;0,0;21,10261304902339;0,0;0,0;78,89738694928256;4516,250595522113;2560,154524857091;47,16510939389991;19,969280124802026
сечение;1100,0;35,0;30,0;35,0;FCC_A1 + SIGMA;2;нет;100;0,0;0,0;0,0;12,457646386229207;0,0;0,0;87,54235361328568;4389,791181787048;2515,193908944624;85,67092282275553;13,823682580390596
сечение;1100,0;32,5;30,0;37,5;FCC_A1 + SIGMA;2;нет;100;0,0;0,0;0,0;3,9233229497207276;0,0;0,0;96,07667705424096;4268,618073087317;2473,610036015205;125,02950752354809;10,114336469661794
сечение;1100,0;30,0;30,0;40,0;SIGMA;1;да;100;0,0;0,0;0,0;0,0;0,0;0,0;100,00000000000003;4848,767624229047;2695,218992804279;617,2128339832125;5,670747596872388
сечение;1100,0;27,5;30,0;42,5;BCC_B2 + SIGMA;2;да;100;3,5903149609451463;0,0;0,0;0,0;0,0;0,0;96,40968503260848;6022,340425272836;2867,5985075911303;1409,148506530939;35,85358322078537
сечение;1100,0;25,0;30,0;45,0;BCC_B2 + SIGMA;2;да;100;12,461800514430434;0,0;0,0;0,0;0,0;0,0;87,5381994837043;6299,005184132911;2860,0762658068998;1373,692272279266;47,0362128419365
сечение;1100,0;22,5;30,0;47,5;BCC_B2 + SIGMA;2;нет;100;21,48140613045802;0,0;0,0;0,0;0,0;0,0;78,51859387271564;6525,39334721159;2858,6439168384386;1345,3348559631268;60,82034005384776
сечение;1100,0;20,0;30,0;50,0;BCC_B2 + SIGMA;2;нет;100;30,618591038438105;0,0;0,0;0,0;0,0;0,0;69,38140896406186;6706,616494551257;2860,5152923722926;1322,7920424119511;74,84284575931088
сечение;1100,0;17,5;30,0;52,5;BCC_B2 + SIGMA;2;нет;100;39,845411589679955;0,0;0,0;0,0;0,0;0,0;60,15458841057715;6850,399077313443;2844,692043041927;1304,854635434167;87,86190898681525
сечение;1100,0;15,0;30,0;55,0;BCC_B2 + SIGMA;2;нет;100;49,13910364947955;0,0;0,0;0,0;0,0;0,0;50,860896350607256;6964,618823714991;2825,1855322566844;1290,4880192262935;99,40584461562685
сечение;1100,0;67,5;32,5;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999998545461;0,0;0,0;0,0;35613,2161481536;27953,177260281416;28282,73713779269;4710,664428652832
сечение;1100,0;65,0;32,5;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000000000003;0,0;0,0;0,0;10891,644614921344;8441,244112974236;3333,5018180433544;3490,5599027816497
сечение;1100,0;62,5;32,5;5,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999997;0,0;0,0;0,0;9184,274569709654;6178,443580446721;1531,944275529444;2243,5028793671954
сечение;1100,0;60,0;32,5;7,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000000000003;0,0;0,0;0,0;8039,323042665739;4603,349141551371;494,83519192361564;1160,4290091738803
сечение;1100,0;57,5;32,5;10,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;94,473474822745;0,0;5,526525177039302;0,0;7178,802571082109;3687,1308520282328;0,00013588214642368257;475,2737741515157
сечение;1100,0;55,0;32,5;12,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;77,73744007601718;0,0;22,26255992389244;0,0;6742,617053868322;3584,096775371174;0,00015176189481280744;470,22641563109937
сечение;1100,0;52,5;32,5;15,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;61,388841871209934;0,0;38,611158128739376;0,0;6087,071250335197;3282,543832033174;2,8194437618367374e-05;385,14140670558845
сечение;1100,0;50,0;32,5;17,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;45,96638769579938;0,0;54,03361230475608;0,0;5011,254092245901;2771,0823278091702;0,00017950851179193705;120,98987007679534
сечение;1100,0;47,5;32,5;20,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;37,952279075955715;0,0;51,89457967010107;10,153141251071917;4683,904670151067;2614,1562531929085;0,0002564073074609041;22,46604163525626
сечение;1100,0;45,0;32,5;22,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;31,7064461327715;0,0;45,124465147673455;23,169088715608694;4683,904670151285;2614,156253192952;0,00025640722014941275;22,466041635227157
сечение;1100,0;42,5;32,5;25,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;25,46061318959162;0,0;38,35435063340237;36,18503618253725;4683,904670151227;2614,156253192894;0,0002564071910455823;22,4660416351835
сечение;1100,0;40,0;32,5;27,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;19,21478024640752;0,0;31,584236109743035;49,20098364664486;4683,904670151402;2614,156253192996;0,00025640722014941275;22,46604163525626
сечение;1100,0;37,5;32,5;30,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;12,968947303219588;0,0;24,81412157358559;62,21693110732415;4683,904670151416;2614,156253192996;0,000256407234701328;22,46604163524171
сечение;1100,0;35,0;32,5;32,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;6,723114360035627;0,0;18,04400708662905;75,23287858184497;4683,904670151329;2614,1562531930103;0,00025640726380515844;22,466041635299916
сечение;1100,0;32,5;32,5;35,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;0,47728141683842557;0,0;11,273892524936576;88,24882603527513;4683,904670151343;2614,1562531929812;0,0002564072492532432;22,46604163525626
сечение;1100,0;30,0;32,5;37,5;SIGMA;1;нет;100;0,0;0,0;0,0;0,0;0,0;0,0;99,99999999999996;5423,673244265563;2812,8218198197574;382,65923761406157;34,08409736028989
сечение;1100,0;27,5;32,5;40,0;BCC_B2 + SIGMA;2;нет;100;2,8985098777078546;0,0;0,0;0,0;0,0;0,0;97,1014901222621;6778,444924176976;2857,6871086819738;1313,845612108722;81,1366901245201
сечение;1100,0;25,0;32,5;42,5;BCC_B2 + SIGMA;2;нет;100;12,032269432252015;0,0;0,0;0,0;0,0;0,0;87,96773056661009;6963,234650104729;2825,4136529400566;1290,6630767670285;99,25953511410626
сечение;1100,0;22,5;32,5;45,0;BCC_B2 + SIGMA;2;нет;100;21,27776056609248;0,0;0,0;0,0;0,0;0,0;78,72223943312846;7099,628975234416;2791,40769323922;1273,2745461293089;114,4381513477274
сечение;1100,0;20,0;32,5;47,5;BCC_B2 + SIGMA;2;нет;100;30,600581967055884;0,0;0,0;0,0;0,0;0,0;69,3994180327014;7200,724121041028;2754,6054568383406;1260,1509950077598;115,61582641680434
сечение;1100,0;17,5;32,5;50,0;BCC_B2 + SIGMA;2;нет;100;39,97628586674308;0,0;0,0;0,0;0,0;0,0;60,02371413224675;7276,879696922188;2727,74539845463;1250,0912984293245;107,20458266051719
сечение;1100,0;15,0;32,5;52,5;BCC_B2 + SIGMA;2;нет;100;49,38849577909562;0,0;0,0;0,0;0,0;0,0;50,61150422089964;7335,457064759743;2707,6090383802075;1242,2327215727128;101,06754414724128
сечение;1100,0;65,0;35,0;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000003530023;0,0;0,0;0,0;36097,430800874354;27212,389932703474;27904,893754688965;4055,036431031942
сечение;1100,0;62,5;35,0;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000000000003;0,0;0,0;0,0;11377,902261092677;7961,701458254363;2989,3788665431202;2905,8884536221885
сечение;1100,0;60,0;35,0;5,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;9650,6757543024;5744,962425095233;1218,8855691929202;1691,481638712401
сечение;1100,0;57,5;35,0;7,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000000000003;0,0;0,0;0,0;8440,019896385507;4190,980325880941;210,48010835816967;673,6039475386642
сечение;1100,0;55,0;35,0;10,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;87,49088573185205;0,0;12,509114267300955;0,0;7952,493652817386;3816,9602892154944;0,0006041457672836259;463,3735759139963
сечение;1100,0;52,5;35,0;12,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;70,22666764489175;0,0;29,773332355156327;0,0;7658,9776415115775;3773,0712709869404;5,459267413243651e-06;469,8642815998901
сечение;1100,0;50,0;35,0;15,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;52,997577592035924;0,0;47,00242240816166;0,0;7203,243872379098;3691,7198405349627;1,3602693798020482e-06;475,1585333694675
сечение;1100,0;47,5;35,0;17,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;35,895658498269306;0,0;64,1043415026975;0,0;6383,422793688689;3421,8116611107835;0,0004895431338809431;424,8435681359697
сечение;1100,0;45,0;35,0;20,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;20,381927476376987;0,0;78,45410926248883;1,1639632684998267;4683,904670151285;2614,156253192996;0,0002564073074609041;22,466041635299916
сечение;1100,0;42,5;35,0;22,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;14,136094533191079;0,0;71,68399473521832;14,179910731646569;4683,9046701515035;2614,156253192996;0,00025640716194175184;22,466041635227157
сечение;1100,0;40,0;35,0;25,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;7,890261590007245;0,0;64,91388021043932;27,195858195445915;4683,904670151285;2614,156253192996;0,00025640726380515844;22,466041635285364
сечение;1100,0;37,5;35,0;27,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;1,6444286468274747;0,0;58,14376569913106;40,21180566314494;4683,904670151533;2614,156253193083;0,00025640727835707366;22,46604163532902
сечение;1100,0;35,0;35,0;30,0;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;40,716387296213306;59,283612677816855;5120,872259455209;2737,2334185567015;0,000488131248857826;23,67693524301285
сечение;1100,0;32,5;35,0;32,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;18,190717679527715;81,80928232035048;5505,743322625043;2851,6062521669955;6,710761226713657e-07;36,135933671030216
сечение;1100,0;30,0;35,0;35,0;SIGMA;1;нет;100;0,0;0,0;0,0;0,0;0,0;0,0;100,0;6003,862924088098;2880,108039268249;202,61163231584942;47,82474583208386
сечение;1100,0;27,5;35,0;37,5;BCC_B2 + SIGMA;2;нет;100;2,4119477600289745;0,0;0,0;0,0;0,0;0,0;97,5880522290842;7497,883249157399;2654,2808588374464;1219,755558922072;85,56188898521941
сечение;1100,0;25,0;35,0;40,0;BCC_B2 + SIGMA;2;нет;100;11,836715439449115;0,0;0,0;0,0;0,0;0,0;88,16328456215766;7551,4486853093695;2637,547749052712;1212,0749918058718;80,93611331951979
сечение;1100,0;22,5;35,0;42,5;BCC_B2 + SIGMA;2;нет;100;21,299685262641624;0,0;0,0;0,0;0,0;0,0;78,70031473750704;7585,746254921614;2627,069406868861;1207,074561225876;78,10170468217984
сечение;1100,0;20,0;35,0;45,0;BCC_B2 + SIGMA;2;нет;100;30,78386268458713;0,0;0,0;0,0;0,0;0,0;69,21613731474639;7609,268732239536;2619,9915846046933;1203,6047817276412;76,21541642614466
сечение;1100,0;17,5;35,0;47,5;BCC_B2 + SIGMA;2;нет;100;40,28077597801178;0,0;0,0;0,0;0,0;0,0;59,7192240212141;7626,291737078485;2614,9256683909043;1201,072319422121;74,87963697387022
сечение;1100,0;15,0;35,0;50,0;BCC_B2 + SIGMA;2;нет;100;49,7858530761438;0,0;0,0;0,0;0,0;0,0;50,21414692327709;7639,136339376229;2611,135772023292;1199,1491283954238;73,88804574774986
сечение;1100,0;62,5;37,5;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999997345908;0,0;0,0;0,0;36594,66428936945;26498,010582732415;27578,77933750891;3453,1641114588274
сечение;1100,0;60,0;37,5;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999999;0,0;0,0;0,0;11872,36396108623;7513,535404336682;2695,622050437698;2398,8032535189996
сечение;1100,0;57,5;37,5;5,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,0;0,0;0,0;0,0;10115,797032552582;5342,7730432298995;954,9422063448437;1214,6860467196384
сечение;1100,0;55,0;37,5;7,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;99,42690581864588;0,0;0,5730941818056668;0,0;8857,369210132732;3801,6248066174157;2,2713429643772542e-05;285,5010700341227
сечение;1100,0;52,5;37,5;10,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;82,06801945762706;0,0;17,931980542299353;0,0;8770,153699297545;3809,6729560783424;0,0002895253855967894;303,5168219715997
сечение;1100,0;50,0;37,5;12,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;64,67632747921427;0,0;35,323672521310385;0,0;8646,489317863961;3816,866368650386;0,00029483270191121846;329,07718337992264
сечение;1100,0;47,5;37,5;15,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;47,22494141179365;0,0;52,775058587804146;0,0;8456,29949469879;3826,6331378056493;0,0009819628758123145;368,3880241703009
сечение;1100,0;45,0;37,5;17,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;29,643573808282593;0,0;70,35642619183207;0,0;8120,486685314914;3826,665022064117;0,0010610447352519259;437,62395444713184
сечение;1100,0;42,5;37,5;20,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;11,643029723827803;0,0;88,35697027238847;0,0;7308,7009897362295;3711,2594728099066;1,2464821338653564e-05;474,4623625675158
сечение;1100,0;40,0;37,5;22,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;92,2175478226908;7,782452274132623;5411,014967179741;2824,3811877263215;0,000183409676537849;32,07389701648208
сечение;1100,0;37,5;37,5;25,0;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;70,79830177312468;29,201698225328833;6007,140094523333;2926,289685794982;1,2348638847470284e-05;29,562268676789245
сечение;1100,0;35,0;37,5;27,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;47,258420562785865;52,74157943801831;6268,0850548827;2952,612012167301;0,00014104040747042745;16,538725494465325
сечение;1100,0;32,5;37,5;30,0;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;22,88618897075187;77,11381102967346;6408,101992454016;2969,380993545943;0,00012867922487203032;11,929052500956459
сечение;1100,0;30,0;37,5;32,5;SIGMA;1;нет;100;0,0;0,0;0,0;0,0;0,0;0,0;100,00000000000003;6594,644840626279;2970,908392451456;69,58742635365343;8,325121691887034
сечение;1100,0;27,5;37,5;35,0;BCC_B2 + SIGMA;2;нет;100;2,211787089527606;0,0;0,0;0,0;0,0;0,0;97,78821290783854;8141,245050336976;2488,780811852761;1111,34184497768;46,49727362797421
сечение;1100,0;25,0;37,5;37,5;BCC_B2 + SIGMA;2;нет;100;11,938270776484222;0,0;0,0;0,0;0,0;0,0;88,0617292218405;8032,106075948672;2510,371755923785;1133,2245312829473;50,48928182176314
сечение;1100,0;22,5;37,5;40,0;BCC_B2 + SIGMA;2;нет;100;21,577434795738114;0,0;0,0;0,0;0,0;0,0;78,42256520448268;7971,925945429539;2523,6398894368613;1144,4585448064026;53,177193739349605
сечение;1100,0;20,0;37,5;42,5;BCC_B2 + SIGMA;2;нет;100;31,178978246960572;0,0;0,0;0,0;0,0;0,0;68,82102175360578;7932,6890003718145;2532,763604252832;1151,511981248841;55,10953538540343
сечение;1100,0;17,5;37,5;45,0;BCC_B2 + SIGMA;2;нет;100;40,760095605068116;0,0;0,0;0,0;0,0;0,0;59,23990439671076;7904,764178814701;2539,4701058333885;1156,413209749866;56,56977705418831
сечение;1100,0;15,0;37,5;47,5;BCC_B2 + SIGMA;2;нет;100;50,32866961918733;0,0;0,0;0,0;0,0;0,0;49,67133041631227;7883,757466580166;2544,62946414444;1160,039852377071;57,71438216835668
сечение;1100,0;60,0;40,0;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000003110065;0,0;0,0;0,0;37101,74645455813;25811,515735690497;27297,79404056979;2906,3488893902977
сечение;1100,0;57,5;40,0;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000000000004;0,0;0,0;0,0;12371,255413160281;7005,852551045202;2445,707044161565;1900,3672305122745
сечение;1100,0;55,0;40,0;5,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999999;0,0;0,0;0,0;10573,582220382596;4823,510101910855;733,6702032112225;805,6599790754553
сечение;1100,0;52,5;40,0;7,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;95,24370481916353;0,0;4,756295177362997;0,0;9564,384201994893;3673,420970680527;0,0006739026721334085;140,50754397010314
сечение;1100,0;50,0;40,0;10,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;78,01543884274092;0,0;21,98456115804612;0,0;9595,723900230063;3665,409313395503;0,00022725861344952136;134,14905465513584
сечение;1100,0;47,5;40,0;12,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;60,80704396540462;0,0;39,19295603535187;0,0;9639,19044357138;3653,9747963601403;0,00042101278086192906;125,34302380010195
сечение;1100,0;45,0;40,0;15,0;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;43,63242206169707;0,0;56,36757793850546;0,0;9703,337758097623;3636,4174143857963;0,00015850986528676003;112,3756377169193
сечение;1100,0;42,5;40,0;17,5;FCC_A1 + P_PHASE;2;нет;100;0,0;0,0;0,0;26,521798240645918;0,0;73,47820175935806;0,0;9806,871217499487;3606,3712938271783;4,238916153553873e-05;91,52220796621987
сечение;1100,0;40,0;40,0;20,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;9,457938076967368;0,0;89,73019634762079;0,8118655864138011;9922,015508819139;3570,4910516881064;5,90049457969144e-05;58,906526166480035
сечение;1100,0;37,5;40,0;22,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;81,90897537553448;18,09102458662163;8052,719711688318;3164,9833184887684;0,00033172719122376293;6,533885907250806
сечение;1100,0;35,0;40,0;25,0;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;53,328471923901944;46,671528091039285;7538,88506724115;3164,0772072984546;1,970736775547266e-06;3,426725605109823
сечение;1100,0;32,5;40,0;27,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;26,678598692681945;73,32140130845497;7344,435093527703;3131,2980351458536;8,38740961626172e-05;8,625736838555895
сечение;1100,0;30,0;40,0;30,0;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;0,5912333122188562;99,40876668860871;7236,813115825265;3108,080041452413;7,482401269953698e-05;12,939292628143448
сечение;1100,0;27,5;40,0;32,5;BCC_B2 + SIGMA;2;нет;100;2,445096118604499;0,0;0,0;0,0;0,0;0,0;97,55490387343816;8646,79603514899;2449,7682936390484;968,6573651103681;17,377009238494793
сечение;1100,0;25,0;40,0;35,0;BCC_B2 + SIGMA;2;нет;100;12,364134921474708;0,0;0,0;0,0;0,0;0,0;87,6358650718442;8396,374208492693;2454,0243667288305;1049,658428407478;31,23909672051377
сечение;1100,0;22,5;40,0;37,5;BCC_B2 + SIGMA;2;нет;100;22,106628776117535;0,0;0,0;0,0;0,0;0,0;77,89337122055909;8266,028142823707;2468,6608553963015;1083,3313008180412;41,56175434937177
сечение;1100,0;20,0;40,0;40,0;BCC_B2 + SIGMA;2;нет;100;31,77313659515394;0,0;0,0;0,0;0,0;0,0;68,22686340417809;8183,256340151711;2481,418087074737;1102,3085605488595;45,27792374738783
сечение;1100,0;17,5;40,0;42,5;BCC_B2 + SIGMA;2;нет;100;41,40076171370593;0,0;0,0;0,0;0,0;0,0;58,599238286855595;8124,596576714917;2491,851656922314;1114,8207606337528;47,03039090233506
сечение;1100,0;15,0;40,0;45,0;BCC_B2 + SIGMA;2;нет;100;51,005096225376036;0,0;0,0;0,0;0,0;0,0;48,99490377363772;8080,293012616778;2500,4240345982253;1123,8227891849237;48,58349715395889
сечение;1100,0;57,5;42,5;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999998447507;0,0;0,0;0,0;37615,64900519095;25154,492614804913;27055,979382478676;2414,602927856118
сечение;1100,0;55,0;42,5;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000000000007;0,0;0,0;0,0;12870,791098510017;6423,775146108077;2233,7703010657133;1434,7445955916191
сечение;1100,0;52,5;42,5;5,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000000000007;0,0;0,0;0,0;11017,042376863435;4306,01277217656;549,3029033076455;445,8528531493648
сечение;1100,0;50,0;42,5;7,5;FCC_A1 + SIGMA;2;нет;100;0,0;0,0;0,0;91,19734018751996;0,0;0,0;8,80265981232121;10031,090508897003;3580,0972416935256;21,296714286901988;58,61610404927342
сечение;1100,0;47,5;42,5;10,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;74,47054845989561;0,0;11,632721887097906;13,896729648413814;9922,015508819124;3570,4910516882082;5,9005047660321e-05;58,90652616659645
сечение;1100,0;45,0;42,5;12,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;57,28050189297106;0,0;26,28093792861726;16,43856016892767;9922,015508818527;3570,4910516875243;5,9005047660321e-05;58,906526166552794
сечение;1100,0;42,5;42,5;15,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;40,09045532615566;0,0;40,92915346728247;18,980391202050164;9922,015508818731;3570,491051687859;5,900500400457531e-05;58,906526166552794
сечение;1100,0;40,0;42,5;17,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;22,900408759233713;0,0;55,57736957233866;21,522221687280833;9922,01550881863;3570,4910516876407;5,9004974900744855e-05;58,906526166480035
сечение;1100,0;37,5;42,5;20,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;5,710362192383551;0,0;70,22558525351621;24,06405254399609;9922,015508818993;3570,491051687859;5,9004989452660084e-05;58,90652616649459
сечение;1100,0;35,0;42,5;22,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;57,746451318054895;42,25354869106882;8964,45144967272;3278,5680074354896;0,00021825917065143585;75,9189341404126
сечение;1100,0;32,5;42,5;25,0;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;29,342760907228172;70,65723909216095;8298,770084843098;3180,0231264898175;0,00025914494472090155;17,327955511776963
сечение;1100,0;30,0;42,5;27,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;2,1335262132864994;97,86647378921452;7971,258962417967;3162,1911102165905;0,00033689265546854585;4,3393758418096695
сечение;1100,0;27,5;42,5;30,0;BCC_B2 + SIGMA;2;нет;100;3,0575858200782973;0,0;0,0;0,0;0,0;0,0;96,9424141897861;9044,708475919542;2524,435003764709;795,9975403435819;21,694355186540633
сечение;1100,0;25,0;42,5;32,5;BCC_B2 + SIGMA;2;нет;100;12,984154222317198;0,0;0,0;0,0;0,0;0,0;87,01584576757853;8698,56492428777;2453,5319087400712;948,993329111443;15,783699337145663
сечение;1100,0;22,5;42,5;35,0;BCC_B2 + SIGMA;2;нет;100;22,803185296993473;0,0;0,0;0,0;0,0;0,0;77,19681469722572;8503,684649081668;2447,933995280662;1017,7779112771386;24,20127480890369
сечение;1100,0;20,0;42,5;37,5;BCC_B2 + SIGMA;2;нет;100;32,51383153952149;0,0;0,0;0,0;0,0;0,0;67,48616846263916;8384,89481283848;2455,0139254015085;1052,8339709610736;32,0747201792401
сечение;1100,0;17,5;42,5;40,0;BCC_B2 + SIGMA;2;нет;100;42,16801397537627;0,0;0,0;0,0;0,0;0,0;57,83198602347102;8302,881380614679;2463,8003265535517;1074,3173444594577;38,46415844785224
сечение;1100,0;15,0;42,5;42,5;BCC_B2 + SIGMA;2;нет;100;51,79093488766502;0,0;0,0;0,0;0,0;0,0;48,209065112284506;8241,519412364636;2472,1819516143005;1089,1260801083263;43,69543083789176
сечение;1100,0;55,0;45,0;0,0;FCC_A1;1;нет;100;0,0;0,0;0,0;100,00000004222353;0,0;0,0;0,0;38133,51039583454;24528,29512923456;26847,930908131035;1976,9391302764561
сечение;1100,0;52,5;45,0;2,5;FCC_A1;1;нет;100;0,0;0,0;0,0;99,99999999999997;0,0;0,0;0,0;13367,152009614438;5868,891992701931;2054,516559866941;1035,4784377992328
сечение;1100,0;50,0;45,0;5,0;BCC_B2 + FCC_A1;2;нет;100;2,506393291189036;0,0;0,0;97,49360670842951;0,0;0,0;0,0;11296,042342076064;3995,4207339502173;457,37083489132056;239,02254437384545
сечение;1100,0;47,5;45,0;7,5;FCC_A1 + SIGMA;2;нет;100;0,0;0,0;0,0;84,00767897222856;0,0;0,0;15,992321027440951;10723,955689878901;3641,4521995128307;172,26299562471104;71,40317783836508
сечение;1100,0;45,0;45,0;10,0;FCC_A1 + SIGMA;2;нет;100;0,0;0,0;0,0;68,96995080702472;0,0;0,0;31,030049192666798;10179,827601639146;3593,1786727597355;51,43152267856931;59,69704792552511
сечение;1100,0;42,5;45,0;12,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;53,53292600851825;0,0;6,776326337818834;39,69074762265763;9922,015508819022;3570,4910516881064;5,9004887589253485e-05;58,90652616645093
сечение;1100,0;40,0;45,0;15,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;36,34287944165615;0,0;21,424542159861893;42,23257837931921;9922,015508819124;3570,491051688121;5,9005062212236226e-05;58,90652616659645
сечение;1100,0;37,5;45,0;17,5;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;19,152832874981808;0,0;36,072757342037285;44,77440980113784;9922,015508819124;3570,4910516881646;5,9004989452660084e-05;58,90652616653824
сечение;1100,0;35,0;45,0;20,0;FCC_A1 + P_PHASE + SIGMA;3;нет;100;0,0;0,0;0,0;1,9627863079706738;0,0;50,72097362197228;47,3162400798894;9922,015508819284;3570,4910516882373;5,900501855649054e-05;58,906526166552794
сечение;1100,0;32,5;45,0;22,5;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;29,977899061297258;70,02210094576897;9206,170454433639;3326,0286584344285;0,00015406044258270413;76,67502274530125
сечение;1100,0;30,0;45,0;25,0;P_PHASE + SIGMA;2;нет;100;0,0;0,0;0,0;0,0;0,0;2,6137660034340553;97,38623399725614;8674,969674969092;3224,1919190556946;0,0003366381279192865;47,03877993991773
сечение;1100,0;27,5;45,0;27,5;BCC_B2 + SIGMA;2;нет;100;3,959409588807815;0,0;0,0;0,0;0,0;0,0;96,04059043634933;9393,600627314998;2671,223124394979;624,5522463743691;51,76117589928617
сечение;1100,0;25,0;45,0;30,0;BCC_B2 + SIGMA;2;нет;100;13,7078788982545;0,0;0,0;0,0;0,0;0,0;86,29212109222067;8988,499176262878;2507,490194925602;822,8320087839966;18,421888102660887
