вид;T, °C;Ni, ат. %;Cr, ат. %;Mo, ат. %;фазовый набор;фаз;в экспериментальном поле P (1100 °C);pdens;BCC_B2, мольн. %;DELTA, мольн. %;D_NIMO, мольн. %;FCC_A1, мольн. %;MU_PHASE, мольн. %;P_PHASE, мольн. %;SIGMA, мольн. %;до устойчивости D_NIMO, Дж/моль;до устойчивости MU_PHASE, Дж/моль;до устойчивости P_PHASE, Дж/моль;до устойчивости SIGMA, Дж/моль
ребро Ni–Mo;600,0;65,0;0,0;35,0;DELTA + D_NIMO;2;нет;100;0,0;57,988238734474166;42,011761261563755;0,0;0,0;0,0;0,0;2,7539230359252542e-05;1656,2175483157334;24911,04128145941;2482,18875200006
ребро Ni–Mo;600,0;62,5;0,0;37,5;DELTA + D_NIMO;2;нет;100;0,0;47,57925217892491;52,420747820877786;0,0;0,0;0,0;0,0;2,772649168036878e-05;1656,2178596961094;24398,077340919423;2482,189064823753
ребро Ni–Mo;600,0;60,0;0,0;40,0;DELTA + D_NIMO;2;нет;100;0,0;37,17027848362965;62,82972151630478;0,0;0,0;0,0;0,0;2,8019858291372657e-05;1656,2183454715196;23757,95426865114;2482,1895528508394
ребро Ni–Mo;600,0;57,5;0,0;42,5;DELTA + D_NIMO;2;нет;100;0,0;26,761332920311204;73,23866708010254;0,0;0,0;0,0;0,0;2,854523336282e-05;1656,2192091368706;22906,09597730392;2482,1904205194587
ребро Ni–Mo;600,0;55,0;0,0;45,0;DELTA + D_NIMO;2;нет;100;0,0;16,35246907265693;83,6475309273462;0,0;0,0;0,0;0,0;2,9757648007944226e-05;1656,221172303245;21628,956165006304;2482,1923927854295
ребро Ni–Mo;600,0;52,5;0,0;47,5;DELTA + D_NIMO;2;нет;100;0,0;5,944116550251374;94,05588344974996;0,0;0,0;0,0;0,0;3,5527744330465794e-05;1656,223739508183;19005,1748240225;2482,201271992264
ребро Ni–Mo;600,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,99923472901557;0,0007652711251526768;0,0;0,0;0,0;7,916628965176642e-05;1263,8277997059195;321,8080256687608;338,3400303451999
ребро Ni–Mo;600,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;3,8213575515110545;0,0;96,1786424487117;0,0;0,0;0,0;0,0;2,0815808966290206e-05;1789,4902670274678;17235,95860329592;2478,8229686696723
ребро Ni–Mo;600,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;8,88727683859147;0,0;91,11272316124676;0,0;0,0;0,0;0,0;2,382714592386037e-05;1789,4999138160638;19424,26872457833;2478,816753182895
ребро Ni–Mo;600,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;13,953332570456453;0,0;86,04666743128777;0,0;0,0;0,0;0,0;2,4687338736839592e-05;1789,5025558496855;20593,85742110751;2478,8150509622865
ребро Ni–Mo;650,0;65,0;0,0;35,0;DELTA + D_NIMO;2;нет;100;0,0;57,695528438891145;42,304471565166644;0,0;0,0;0,0;0,0;2,9106719011906534e-05;1489,9435930720065;26554,94220443745;2277,0361690912396
ребро Ni–Mo;650,0;62,5;0,0;37,5;DELTA + D_NIMO;2;нет;100;0,0;47,24703184501098;52,752968154986654;0,0;0,0;0,0;0,0;2,889224560931325e-05;1489,9439137268564;26007,26834539279;2277,0365995419634
ребро Ni–Mo;650,0;60,0;0,0;40,0;DELTA + D_NIMO;2;нет;100;0,0;36,79855260230184;63,20144743735081;0,0;0,0;0,0;0,0;2,8557675250340253e-05;1489,9444164742235;25322,144643676656;2277,037274435177
ребро Ni–Mo;650,0;57,5;0,0;42,5;DELTA + D_NIMO;2;нет;100;0,0;26,35010301688925;73,64989698306482;0,0;0,0;0,0;0,0;2,7962560125160962e-05;1489,9453179254779;24406,60730811316;2277,0384845509398
ребро Ni–Mo;650,0;55,0;0,0;45,0;DELTA + D_NIMO;2;нет;100;0,0;15,901754908719692;84,0982450912779;0,0;0,0;0,0;0,0;2,660953759914264e-05;1489,947403988168;23022,167789455416;2277,0412848908018
ребро Ni–Mo;650,0;52,5;0,0;47,5;DELTA + D_NIMO;2;нет;100;0,0;5,454078359894389;94,54592164010589;0,0;0,0;0,0;0,0;2,0545892766676843e-05;1489,9574820006092;20088,90746252168;2277,05481349778
ребро Ni–Mo;650,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,9991352697164;0,0008647304461262601;0,0;0,0;0,0;7,616840593982488e-05;1184,6625374260984;993,6301305362867;530,9815560249335
ребро Ni–Mo;650,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;3,6331848129543314;0,0;96,36681518714745;0,0;0,0;0,0;0,0;4,423112841323018e-06;1631,0806371517683;18502,849745125357;2305,740186132927
ребро Ni–Mo;650,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;8,71127966094119;0,0;91,28872033968764;0,0;0,0;0,0;0,0;2,9981019906699657e-06;1631,0918233195043;20900,067758065263;2305,7351956531493
ребро Ni–Mo;650,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;13,789539723482882;0,0;86,21046027887944;0,0;0,0;0,0;0,0;2,6685738703235984e-06;1631,0947707085434;22159,09525032134;2305,7338808023123
ребро Ni–Mo;750,0;65,0;0,0;35,0;DELTA + D_NIMO;2;нет;100;0,0;57,05253308603587;42,94746691397225;0,0;0,0;0,0;0,0;5,637558933813125e-05;1189,0952758145868;29848,132184024485;1894,5841555070729
ребро Ni–Mo;750,0;62,5;0,0;37,5;DELTA + D_NIMO;2;нет;100;0,0;46,51082709278291;53,48917290215791;0,0;0,0;0,0;0,0;5,6000186305027455e-05;1189,0956105089936;29227,4674164971;1894,5847977239973
ребро Ni–Mo;750,0;60,0;0,0;40,0;DELTA + D_NIMO;2;нет;100;0,0;35,96914321464611;64,03085678479823;0,0;0,0;0,0;0,0;5,54073994862847e-05;1189,0961413866025;28446,57989573894;1894,5858163778757
ребро Ni–Mo;750,0;57,5;0,0;42,5;DELTA + D_NIMO;2;нет;100;0,0;25,427507990600063;74,57249200940387;0,0;0,0;0,0;0,0;5,4331234423443675e-05;1189,0971124454372;27392,846021216385;1894,5876796489247
ребро Ni–Mo;750,0;55,0;0,0;45,0;DELTA + D_NIMO;2;нет;100;0,0;14,886025191473706;85,11397480852537;0,0;0,0;0,0;0,0;5,1774419262073934e-05;1189,0994588192261;25766,180454947178;1894,5921818391216
ребро Ni–Mo;750,0;52,5;0,0;47,5;DELTA + D_NIMO;2;нет;100;0,0;4,34580478626306;95,6541952155536;0,0;0,0;0,0;0,0;3,805171581916511e-05;1189,1131869320016;22025,603242573932;1894,618522020537
ребро Ni–Mo;750,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,99887179468496;0,0011282055823265593;0,0;0,0;0,0;7,04619669704698e-05;1011,0076068468479;2486,6049073061586;890,8911875704725
ребро Ni–Mo;750,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;3,23299958873345;0,0;96,76700041122066;0,0;0,0;0,0;0,0;8,057542436290532e-05;1343,7799291967967;20975,357071546438;1979,9643177835023
ребро Ni–Mo;750,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;8,339422325484978;0,0;91,66057767449065;0,0;0,0;0,0;0,0;9,002911247080192e-05;1343,795111110303;23854,27780284537;1979,962446408841
ребро Ni–Mo;750,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;13,446092198567824;0,0;86,55390780214817;0,0;0,0;0,0;0,0;9,238042548531666e-05;1343,798761691658;25305,604810343873;1979,961996513499
ребро Ni–Mo;800,0;65,0;0,0;35,0;DELTA + D_NIMO;2;нет;100;0,0;56,70720342427285;43,29279657525535;0,0;0,0;0,0;0,0;0,00017845656839199364;1053,0439723503878;31499,457915205814;1718,6699160058051
ребро Ni–Mo;800,0;62,5;0,0;37,5;DELTA + D_NIMO;2;нет;100;0,0;46,10622619796473;53,893773802758204;0,0;0,0;0,0;0,0;0,00017770277190720662;1053,0443057233788;30839,96662530297;1718,670647720006
ребро Ni–Mo;800,0;60,0;0,0;40,0;DELTA + D_NIMO;2;нет;100;0,0;35,505275240434244;64,49472475966097;0,0;0,0;0,0;0,0;0,00017650217341724783;1053,0448381712486;30007,39713077848;1718,6718163759724
ребро Ni–Mo;800,0;57,5;0,0;42,5;DELTA + D_NIMO;2;нет;100;0,0;24,904384268606012;75,09561573138966;0,0;0,0;0,0;0,0;0,000174290245922748;1053,0458239112777;28877,288689159614;1718,673979938234
ребро Ni–Mo;800,0;55,0;0,0;45,0;DELTA + D_NIMO;2;нет;100;0,0;14,303690188282475;85,69630983930236;0,0;0,0;0,0;0,0;0,00016886000958038494;1053,0482707672854;27110,208677472343;1718,6793503748559
ребро Ni–Mo;800,0;52,5;0,0;47,5;DELTA + D_NIMO;2;нет;100;0,0;3,704840126966296;96,29515987189573;0,0;0,0;0,0;0,0;0,00013459456386044621;1053,0647178672516;22805,523161489415;1718,7154463229963
ребро Ni–Mo;800,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,9986954318687;0,0013045681380446125;0,0;0,0;0,0;6,779666000511497e-05;923,0567492942646;3315,4312159169785;1054,3488823551234
ребро Ni–Mo;800,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;3,018354286541487;0,0;96,98164571346383;0,0;0,0;0,0;0,0;0,00029891276062699035;1213,4626561310215;22168,276339348056;1827,5957519769436
ребро Ni–Mo;800,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;8,141403948170305;0,0;91,8585960520229;0,0;0,0;0,0;0,0;0,00032028274290496483;1213,4810594933879;25330,23184272756;1827,5958338799755
ребро Ni–Mo;800,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;13,264759910863939;0,0;86,73524009056017;0,0;0,0;0,0;0,0;0,0003252486349083483;1213,4852474192085;26885,797194557046;1827,5958526206377
ребро Ni–Mo;850,0;65,0;0,0;35,0;DELTA + D_NIMO;2;нет;100;0,0;56,34514295063385;43,65485705028981;0,0;0,0;0,0;0,0;3,082375769736245e-05;925,5267130420834;33154,75281804972;1553,386500620698
ребро Ni–Mo;850,0;62,5;0,0;37,5;DELTA + D_NIMO;2;нет;100;0,0;45,67149060960177;54,328509391010506;0,0;0,0;0,0;0,0;3,046870551770553e-05;925,52704027234;32454,30065470132;1553,387313242878
ребро Ni–Mo;850,0;60,0;0,0;40,0;DELTA + D_NIMO;2;нет;100;0,0;34,99787064294785;65,00212935709497;0,0;0,0;0,0;0,0;2,9901442758273333e-05;925,5275671019481;31566,530377531773;1553,3886215305174
ребро Ni–Mo;850,0;57,5;0,0;42,5;DELTA + D_NIMO;2;нет;100;0,0;24,32432572822127;75,67567427178412;0,0;0,0;0,0;0,0;2,8850619855802506e-05;925,5285562858408;30353,17536029924;1553,3910779716389
ребро Ni–Mo;850,0;55,0;0,0;45,0;DELTA + D_NIMO;2;нет;100;0,0;13,651034033056655;86,34896598283474;0,0;0,0;0,0;0,0;2,62426765402779e-05;925,5310923244397;28426,60571433969;1553,39737559059
ребро Ni–Mo;850,0;52,5;0,0;47,5;DELTA + D_NIMO;2;нет;100;0,0;2,9806842453630957;97,01931575545201;0,0;0,0;0,0;0,0;9,58107557380572e-06;925,5517864429785;23351,801710731845;1553,4487574245359
ребро Ni–Mo;850,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,99847771858774;0,001522280915690933;0,0;0,0;0,0;6,529050733661279e-05;837,0757053058842;4205,156268570849;1187,8639918888293
ребро Ni–Mo;850,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;2,7920041724908624;0,0;97,20799582755143;0,0;0,0;0,0;0,0;3,1169067369773984e-05;1088,8639077018597;23320,3680192733;1682,2994194604544
ребро Ni–Mo;850,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;7,9336564438208885;0,0;92,06634355675376;0,0;0,0;0,0;0,0;3,9822960388846695e-05;1088,88582230443;26803,42411295617;1682,3019923391548
ребро Ni–Mo;850,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;13,075692798380489;0,0;86,92430720169446;0,0;0,0;0,0;0,0;4,180807445663959e-05;1088,890502056318;28469,797443694173;1682,3025418854013
ребро Ni–Mo;900,0;65,0;0,0;35,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;51,50325702412963;48,49674297624648;0,0;0,0;0,0;5,4121846915222704e-06;809,8813467856089;41893,60147471268;1409,818048146859
ребро Ni–Mo;900,0;62,5;0,0;37,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;60,69797894314149;39,30202105696967;0,0;0,0;0,0;5,249414243735373e-06;809,8816840959407;41161,2631346574;1409,8188723895946
ребро Ni–Mo;900,0;60,0;0,0;40,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;69,8926686242173;30,107331375865265;0,0;0,0;0,0;4,992594767827541e-06;809,8822274417034;40232,83412656136;1409,8202000873353
ребро Ni–Mo;900,0;57,5;0,0;42,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;79,08728354088814;20,912716459263844;0,0;0,0;0,0;4,5272536226548254e-06;809,8832485882522;38963,328965839384;1409,8226952947807
ребро Ni–Mo;900,0;55,0;0,0;45,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;88,2816477740555;11,718352225911048;0,0;0,0;0,0;3,4361291909590364e-06;809,8858722447258;36945,52735140052;1409,8291061406708
ребро Ni–Mo;900,0;52,5;0,0;47,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;97,47302633089964;2,526973669076018;0,0;0,0;0,0;1,7134880181401968e-07;809,9075867365027;31600,47595855753;1409,8821566956904
ребро Ni–Mo;900,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,99820635620092;0,0017936434880535719;0,0;0,0;0,0;6,297243089647964e-05;754,3109747841081;5160,913776184047;1277,6282291951575
ребро Ni–Mo;900,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;2,5522392159484952;0,0;97,44776078392935;0,0;0,0;0,0;0,0;0,00016848681843839586;970,5073750025113;24418,555926896363;1544,0389326859076
ребро Ni–Mo;900,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;7,71473329060994;0,0;92,28526670959481;0,0;0,0;0,0;0,0;0,00019219690148020163;970,5338810096582;28271,987070409414;1544,0446309136896
ребро Ni–Mo;900,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;12,87771640137437;0,0;87,12228359943266;0,0;0,0;0,0;0,0;0,00019708161562448367;970,5391348182748;30056,87638293692;1544,0457605162446
ребро Ni–Mo;950,0;65,0;0,0;35,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;49,82877640040543;50,17122359945254;0,0;0,0;0,0;0,00018303045362699777;702,3863332209585;43717,08245672703;1280,7402547826641
ребро Ni–Mo;950,0;62,5;0,0;37,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;59,276026302800425;40,72397369719105;0,0;0,0;0,0;0,00018405944138066843;702,3866907532865;42959,32687644269;1280,741060334105
ребро Ni–Mo;950,0;60,0;0,0;40,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;68,72323916015415;31,276760839920666;0,0;0,0;0,0;0,00018571599503047764;702,3872642780552;42000,649976565925;1280,7423525278573
ребро Ni–Mo;950,0;57,5;0,0;42,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;78,17036689449898;21,82963310548501;0,0;0,0;0,0;0,00018882624135585502;702,388334227122;40694,493398782404;1280,7447631773466
ребро Ni–Mo;950,0;55,0;0,0;45,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;87,61721464401926;12,38278535604117;0,0;0,0;0,0;0,00019150233129039407;702,39103680876;38635,16261372097;1280,7508520868942
ребро Ni–Mo;950,0;52,5;0,0;47,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;97,06108424746263;2,9389157525497476;0,0;0,0;0,0;0,0001370639438391663;702,4111120478701;33410,65663128224;1280,7960750911225
ребро Ni–Mo;950,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,99786499098666;0,0021350090167938937;0,0;0,0;0,0;6,087196379667148e-05;675,5683634780362;6188,182108999732;1199,6297769187804
ребро Ni–Mo;950,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;2,2971855253957325;0,0;97,70281447488857;0,0;0,0;0,0;0,0;1,2619246263056993e-05;857,3788663640735;25444,33665277633;1412,733664038613
ребро Ni–Mo;950,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;7,483034377883996;0,0;92,51696562244143;0,0;0,0;0,0;0,0;2,1555941202677786e-05;857,4113927559374;29733,666526997986;1412,743387185379
ребро Ni–Mo;950,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;12,669517817694153;0,0;87,33048218307945;0,0;0,0;0,0;0,0;2,343110099900514e-05;857,4172911317728;31646,185100589588;1412,7451505712888
ребро Ni–Mo;1000,0;65,0;0,0;35,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;48,1169961668201;51,88300383290233;0,0;0,0;0,0;5,1341907237656415e-05;599,2385485779741;45561,51806757723;1158,6759849006485
ребро Ni–Mo;1000,0;62,5;0,0;37,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;57,82746224272578;42,17253775748037;0,0;0,0;0,0;5,193348624743521e-05;599,2389237248572;44778,093534360145;1158,6767757365524
ребро Ni–Mo;1000,0;60,0;0,0;40,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;67,53788518736937;32,46211481268899;0,0;0,0;0,0;5,288604006636888e-05;599,2395233165807;43788,719790719304;1158,6780397100665
ребро Ni–Mo;1000,0;57,5;0,0;42,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;77,24820973092986;22,751790269124882;0,0;0,0;0,0;5,467457958729938e-05;599,2406347321084;42444,96575735387;1158,6803826119358
ребро Ni–Mo;1000,0;55,0;0,0;45,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;86,95821611010719;13,041783889905991;0,0;0,0;0,0;5,757711187470704e-05;599,2434012146987;40341,068255393795;1158,6862143085455
ребро Ni–Mo;1000,0;52,5;0,0;47,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;96,66512700500427;3,334872995014368;0,0;0,0;0,0;3,044793993467465e-05;599,2622758644575;35184,92181063541;1158,7259962933385
ребро Ni–Mo;1000,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,99743184945036;0,0025681498182690394;0,0;0,0;0,0;5,901630356675014e-05;601,3570458776012;7292,494978091083;1113,8688303283852
ребро Ni–Mo;1000,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;2,024837991035575;0,0;97,97516200895431;0,0;0,0;0,0;0,0;0,00018757147336145863;748,6590127467789;26370,440269796396;1288,2706409956954
ребро Ni–Mo;1000,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;7,236835978183836;0,0;92,76316402172952;0,0;0,0;0,0;0,0;0,0001517446435173042;748,6999127689123;31185,734619514697;1288,2860602787769
ребро Ni–Mo;1000,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;12,449677817044396;0,0;87,55032218278225;0,0;0,0;0,0;0,0;0,00014627572818426415;748,7065660373846;33236,736354089924;1288,2885687804155
ребро Ni–Mo;1050,0;65,0;0,0;35,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;46,37107166179948;53,62892833809316;0,0;0,0;0,0;5,3274561651051044e-08;499,5086394246173;47426,13960744097;1043,3834376684972
ребро Ni–Mo;1050,0;62,5;0,0;37,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;56,35737823418256;43,64262176598926;0,0;0,0;0,0;3,456079866737127e-08;499,50902901997324;46616,53880786427;1043,384214294856
ребро Ni–Mo;1050,0;60,0;0,0;40,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;66,34363363206542;33,656366367971934;0,0;0,0;0,0;1,3140379451215267e-08;499,5096498223138;45595,63271575747;1043,3854518050648
ребро Ni–Mo;1050,0;57,5;0,0;42,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;76,32977307405879;23,670226926033486;0,0;0,0;0,0;3,4924596548080444e-10;499,5107944601623;44212,64800295916;1043,3877335047728
ребро Ni–Mo;1050,0;55,0;0,0;45,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;86,31554275158263;13,684457248401873;0,0;0,0;0,0;1,1771044228225946e-07;499,513609725007;42059,64237381023;1043,3933452532656
ребро Ni–Mo;1050,0;52,5;0,0;47,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;96,29795258809928;3,702047411912374;0,0;0,0;0,0;5,860943929292262e-06;499,5316103709192;36922,48257445911;1043,4292214992602
ребро Ni–Mo;1050,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,9968781468405;0,003121851239135666;0,0;0,0;0,0;5,7422686950303614e-05;510,10423311480554;8479,135618204062;1017,9684021734865
ребро Ni–Mo;1050,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;1,7331424534993538;0,0;98,26685754646957;0,0;0,0;0,0;0,0;6,359201506711543e-05;643,3855598081573;27154,81203450763;1170,5165479958232
ребро Ni–Mo;1050,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;6,974362754745009;0,0;93,02563724506793;0,0;0,0;0,0;0,0;3,818224649876356e-05;643,4386513990903;32624,9095934473;1170,5402406494832
ребро Ni–Mo;1050,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;12,216742934251641;0,0;87,78325706636451;0,0;0,0;0,0;0,0;3,509875386953354e-05;643,4461860503216;34827,40346571147;1170,543603352271
ребро Ni–Mo;1150,0;65,0;0,0;35,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;42,80994127257786;57,190058727313996;0,0;0,0;0,0;1,7181446310132742e-07;306,5474953469384;51211,09809521775;832,2041416578286
ребро Ni–Mo;1150,0;62,5;0,0;37,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;53,400416595035274;46,599583405010144;0,0;0,0;0,0;2,2136373445391655e-07;306,54790020670043;50345,65576261128;832,2048979074316
ребро Ni–Mo;1150,0;60,0;0,0;40,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;63,990813375702324;36,009186624203274;0,0;0,0;0,0;3,130553523078561e-07;306,5485432153655;49256,11205685367;832,2060989911697
ребро Ni–Mo;1150,0;57,5;0,0;42,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;74,58103340899022;25,418966591047354;0,0;0,0;0,0;5,222391337156296e-07;306,54972204350634;47784,27137211348;832,2082998243714
ребро Ni–Mo;1150,0;55,0;0,0;45,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;85,1706981623575;14,829301837710274;0,0;0,0;0,0;1,25181395560503e-06;306,55258461477933;45506,880259642334;832,2136184029514
ребро Ni–Mo;1150,0;52,5;0,0;47,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;95,7556558229142;4,244344177131737;0,0;0,0;0,0;1,218204852193594e-05;306,5697281851317;40219,74138455132;832,2454650536674
ребро Ni–Mo;1150,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,99524905585555;0,004750947177175161;0,0;0,0;0,0;5,492188211064786e-05;337,7886719685921;11112,844688982746;815,8225271446281
ребро Ni–Mo;1150,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;1,0843568067050744;0,0;98,91564319336177;0,0;0,0;0,0;0,0;6,372375355567783e-05;439,44802271832305;27950,32577656943;954,5220077143022
ребро Ni–Mo;1150,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;6,394118468467831;0,0;93,60588153159209;0,0;0,0;0,0;0,0;0,00013413504348136485;439,5538287440286;35448,33038661878;954,5821858326235
ребро Ni–Mo;1150,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;11,706473252843672;0,0;88,29352674744838;0,0;0,0;0,0;0,0;0,00014197225391399115;439,56363650593266;38004,064495869534;954,587764649943
ребро Ni–Mo;1200,0;65,0;0,0;35,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;41,03717000693987;58,9628299931485;0,0;0,0;0,0;1,8136764992959797e-05;211,43683569092536;53127,02331372701;735,9038774750661
ребро Ni–Mo;1200,0;62,5;0,0;37,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;51,9722314191565;48,02776858077686;0,0;0,0;0,0;1,7587095499038696e-05;211,43723671580665;52229,69468827774;735,904617338485
ребро Ni–Mo;1200,0;60,0;0,0;40,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;62,9071875102719;37,09281248974223;0,0;0,0;0,0;1,6731442883610725e-05;211,43787419932778;51099,516196314435;735,9057934366283
ребро Ni–Mo;1200,0;57,5;0,0;42,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;73,84190620604187;26,15809379409462;0,0;0,0;0,0;1,5215788153000176e-05;211,43904468866822;49571,65297005301;735,9079528344155
ребро Ni–Mo;1200,0;55,0;0,0;45,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;84,77587615991156;15,224123840028398;0,0;0,0;0,0;1,1824158718809485e-05;211,44189663790166;47203,81466607886;735,9132140487054
ребро Ni–Mo;1200,0;52,5;0,0;47,5;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;95,70338967879286;4,296610321221326;0,0;0,0;0,0;3,932509571313858e-07;211,45925924721814;41669,54040430466;735,9452364375175
ребро Ni–Mo;1200,0;50,0;0,0;50,0;D_NIMO + FCC_A1;2;нет;100;0,0;0,0;99,99407047312077;0,005929528758675288;0,0;0,0;0,0;5,3752417443320155e-05;237,01347549739876;12558,10988880317;723,1419157836499
ребро Ni–Mo;1200,0;47,5;0,0;52,5;BCC_B2 + D_NIMO;2;нет;100;0,7252959521905101;0,0;99,27470404784654;0,0;0,0;0,0;0,0;8,779700146988034e-05;338,9199782266951;27527,05044482884;855,938309864112
ребро Ni–Mo;1200,0;45,0;0,0;55,0;BCC_B2 + D_NIMO;2;нет;100;6,074177763691765;0,0;93,9258222365234;0,0;0,0;0,0;0,0;1,1812167940661311e-05;339,0980839196709;36822,9019182507;856,0496439288399
ребро Ni–Mo;1200,0;42,5;0,0;57,5;BCC_B2 + D_NIMO;2;нет;100;11,42766205984698;0,0;88,57233794044737;0,0;0,0;0,0;0,0;9,320545359514654e-06;339,10940168620436;39587,53479883383;856,056681465343
ребро Ni–Mo;1300,0;65,0;0,0;35,0;FCC_A1 + MU_PHASE;2;нет;100;0,0;0,0;0,0;56,10616053392034;43,89383946607804;0,0;0,0;36,65723566850647;54,885373168843216;57475,9512052026;593,5314738979505
ребро Ni–Mo;1300,0;62,5;0,0;37,5;FCC_A1 + MU_PHASE;2;нет;100;0,0;0,0;0,0;42,705820153944124;57,29417984597831;0,0;0,0;36,65794602133974;54,88611211582611;56781,22358453019;593,5324137844145
ребро Ni–Mo;1300,0;60,0;0,0;40,0;FCC_A1 + MU_PHASE;2;нет;100;0,0;0,0;0,0;29,305481390234867;70,69451860976427;0,0;0,0;36,65892768294725;54,88713329254824;55964,819862850316;593,5337126457453
ребро Ni–Mo;1300,0;57,5;0,0;42,5;FCC_A1 + MU_PHASE;2;нет;100;0,0;0,0;0,0;15,90514536298748;84,0948546370099;0,0;0,0;36,66037277322903;54,8886365522485;54974,87689525947;593,535624679178
