источник;T, °C;узел Ni, ат. %;узел Cr, ат. %;узел Mo, ат. %;мольная доля P, %;x(Ni) в P;x(Cr) в P;x(Mo) в P;прочие элементы в P, мольн. доля;Mo − 12/56, ат. %;Ni/Cr;y(Ni) подрешётки 1;y(Cr) подрешётки 2;y(Mo) подрешётки 3
13-А, сечение;700,0;52,5;22,5;25,0;28,126093943092613;0,4238564543248186;0,3618578313894669;0,21428571428571427;0,0;0,0;1,171334202433283;0,9889983934245768;0,9999999999999999;1,0
13-А, сечение;700,0;50,0;22,5;27,5;26,2638270213175;0,42385645432481867;0,36185783138946703;0,21428571428571427;0,0;0,0;1,1713342024332827;0,988998393424577;1,0;1,0
13-А, сечение;700,0;47,5;22,5;30,0;24,40156010238506;0,42385645432481867;0,361857831389467;0,21428571428571425;0,0;-2,7755575615628914e-15;1,171334202433283;0,988998393424577;1,0;0,9999999999999999
13-А, сечение;700,0;45,0;22,5;32,5;22,5392931846789;0,42385645432481867;0,3618578313894669;0,21428571428571427;0,0;0,0;1,1713342024332831;0,988998393424577;1,0;1,0
13-А, сечение;700,0;42,5;22,5;35,0;20,67702625866445;0,4238564543248187;0,3618578313894669;0,21428571428571427;0,0;0,0;1,1713342024332833;0,9889983934245771;0,9999999999999999;1,0
13-А, сечение;700,0;40,0;22,5;37,5;18,814759339343603;0,4238564543248187;0,3618578313894671;0,21428571428571427;0,0;0,0;1,1713342024332827;0,988998393424577;1,0;0,9999999999999999
13-А, сечение;700,0;37,5;22,5;40,0;16,9524924214952;0,4238564543248188;0,3618578313894669;0,21428571428571425;0,0;-2,7755575615628914e-15;1,1713342024332833;0,9889983934245772;1,0;0,9999999999999999
13-А, сечение;700,0;35,0;22,5;42,5;15,09022549722272;0,4238564543248186;0,361857831389467;0,21428571428571427;0,0;0,0;1,1713342024332827;0,9889983934245768;1,0;1,0
13-А, сечение;700,0;32,5;22,5;45,0;13,227958583576438;0,4238564543248187;0,361857831389467;0,21428571428571427;0,0;0,0;1,1713342024332831;0,9889983934245771;1,0;1,0
13-А, сечение;700,0;30,0;22,5;47,5;7,1235233209023665;0,4227008849087969;0,3630134008054887;0,21428571428571427;0,0;0,0;1,1644222609161754;0,9863020647871928;1,0;1,0
