набор фаз;T, °C;фаза;фазовый набор равновесия;в равновесии;в наборе фаз расчёта;до устойчивости, уточнённое, Дж/моль;до устойчивости, по выборке 13-А, Дж/моль;то же в RT;стартов в пределах 1 Дж/моль от лучшего;стартов;Ni в точке минимума, ат. % (Ni+Cr+Mo=100);Cr в точке минимума, ат. % (Ni+Cr+Mo=100);Mo в точке минимума, ат. % (Ni+Cr+Mo=100);прочие элементы в точке минимума, ат. %;x(AL) в точке минимума;x(C) в точке минимума;x(CR) в точке минимума;x(FE) в точке минимума;x(MN) в точке минимума;x(MO) в точке минимума;x(NB) в точке минимума;x(NI) в точке минимума;x(S) в точке минимума;x(SI) в точке минимума;x(TI) в точке минимума
полный;595,0;P_PHASE;FCC_A1 + GAMMA_PRIME + M23C6 + MNS_Q + P_PHASE;да;да;-8,315380130495343e-12;0,0013716487810597755;-1,152001786984007e-15;33;33;41,83596736156157;36,735461209867;21,428571428571427;0,0;0,0;0,0;0,36735461209867;0,0;0,0;0,21428571428571427;0,0;0,4183596736156157;0,0;0,0;0,0
полный;595,0;SIGMA;FCC_A1 + GAMMA_PRIME + M23C6 + MNS_Q + P_PHASE;нет;да;2046,224849718219;2554,062529355215;0,28348128966487174;30;32;30,49021771555685;41,88483084947189;27,62495143497125;3,4805310412976693;0,0;0,0;0,40427016310161;0,034578100365705064;0,00022721004523059308;0,26663456425133675;0,0;0,29428996223407655;0,0;2,0374133426968654e-12;3,6227871770977385e-15
полный;664,0;D_NIMO;FCC_A1 + GAMMA_PRIME + M23C6 + MNS_Q + P_PHASE;нет;да;5660,253200018529;5660,253275136682;0,7264279811175957;32;32;54,64999612122045;0,0;45,35000387877956;0,0;0,0;0,0;0,0;0,0;0,0;0,4535000387877956;0,0;0,5464999612122045;0,0;0,0;0,0
полный;664,0;FCC_A1;FCC_A1 + GAMMA_PRIME + M23C6 + MNS_Q + P_PHASE;да;да;-6,621088525597369e-10;614,9272464290261;-8,497400735420865e-14;29;33;71,61412836917152;24,4780303235073;3,90784130732118;2,4768474365317585;0,006539113647192598;4,969446626632763e-06;0,2387174685692605;0,007060171164934406;0,00673320625053532;0,038110500400770665;0,0005083200695432756;0,6984035566646514;1,914299746262954e-15;0,002826946887651458;0,001095746898831983
полный;664,0;GAMMA_PRIME;FCC_A1 + GAMMA_PRIME + M23C6 + MNS_Q + P_PHASE;да;да;3,5302218748256564e-06;339,8229328628513;4,530631155189984e-10;26;32;95,2336328819767;4,021605976135392;0,7447611418878948;21,563812225493773;0,1239887316030899;0,0;0,0315439441499232;0,007605409637850089;0,0;0,005841622477227459;0,0006979344681081556;0,7469763111179117;0,0;0,0001553254585433828;0,08319072108734621
полный;664,0;M23C6;FCC_A1 + GAMMA_PRIME + M23C6 + MNS_Q + P_PHASE;да;да;5,269198325173608e-07;228,34954974220454;6,762406143689032e-11;29;32;23,486684003866774;64,36943360203806;12,143882394095176;21,53807902302473;0,0;0,2068965517241379;0,5050549412615766;0,0003059522084443335;1,6705876386107043e-05;0,09528323407591767;0,0;0,18428103443225835;0,0;0,0;0,008161580421278942
полный;664,0;MNS_Q;FCC_A1 + GAMMA_PRIME + M23C6 + MNS_Q + P_PHASE;да;да;8,731149137020111e-11;0,0040189640421886;1,1205419291881492e-14;32;32;;;;100,0;0,0;0,0;0,0;5,157881447192581e-07;0,4999994842118553;0,0;0,0;0,0;0,5;0,0;0,0
полный;664,0;MU_PHASE;FCC_A1 + GAMMA_PRIME + M23C6 + MNS_Q + P_PHASE;нет;да;3424,7681393449266;3763,5827780037725;0,4395293491909612;30;32;44,43165619236924;12,125388626783723;43,44295518084704;9,50254197652103;2,2231637216128556e-06;0,0;0,10973168482707292;0,09498424277210568;3,8145164738627546e-05;0,39314770128945836;8,085130390829266e-07;0,40209519411825845;0,0;1,516052845973819e-10;0,0
полный;664,0;P_PHASE;FCC_A1 + GAMMA_PRIME + M23C6 + MNS_Q + P_PHASE;да;да;-4,989228078297206e-11;0,00034496049920562655;-6,403096738217995e-15;33;33;41,710762893511905;36,86066567791668;21,428571428571427;0,0;0,0;0,0;0,36860665677916676;0,0;0,0;0,21428571428571427;0,0;0,41710762893511905;0,0;0,0;0,0
полный;664,0;SIGMA;FCC_A1 + GAMMA_PRIME + M23C6 + MNS_Q + P_PHASE;нет;да;1816,1803473867008;2384,845938680366;0,2330857254041667;31;32;30,732272227612516;40,39511761100905;28,872610161378443;3,3400534364763814;0,0;0,0;0,3904589909707386;0,03313098866975066;0,0002695456817016948;0,27908249553482894;0,0;0,29705797912966864;0,0;1,3311452682829852e-11;1,2894393022839243e-18
полный;700,0;D_NIMO;FCC_A1 + M23C6 + MNS_Q + P_PHASE;нет;да;5711,002871031524;5711,002897945007;0,7058272259720816;32;32;54,60908838599637;0,0;45,390911614003635;0,0;0,0;0,0;0,0;0,0;0,0;0,4539091161400363;0,0;0,5460908838599637;0,0;0,0;0,0
полный;700,0;FCC_A1;FCC_A1 + M23C6 + MNS_Q + P_PHASE;да;да;-2,1100105916823868e-10;689,9746513047503;-2,6077782770049478e-14;28;33;70,97599791780644;24,675757835356627;4,348244246836944;2,536401001281743;0,007125073712393055;8,111945990634098e-06;0,24049881666546785;0,006884202639257433;0,006518978423665615;0,04237955336221996;0,0004966170630782925;0,6917576199594948;2,191520946394246e-15;0,0027380029655215752;0,0015930232629086318
полный;700,0;M23C6;FCC_A1 + M23C6 + MNS_Q + P_PHASE;да;да;6,022365314179453e-07;254,97880677226203;7,44308749179458e-11;29;32;24,11936831956799;63,79041261696289;12,09021906346913;21,590460773694506;0,0;0,20689655172413793;0,5001776860351964;0,00034208543751745635;2,0695067499877196e-05;0,09479885059117091;0,0;0,18911885563668762;0,0;0,0;0,008645275507789778
полный;700,0;MNS_Q;FCC_A1 + M23C6 + MNS_Q + P_PHASE;да;да;4,656612873077393e-10;0,007381432049442083;5,755143572597162e-14;32;32;;;;100,0;0,0;0,0;0,0;9,122751309993132e-07;0,49999908772486906;0,0;0,0;0,0;0,5;0,0;0,0
