T, °C;состав реальной фазы;сумма ат. % в источнике;реальная: Mo, ат. %;реальная: Mo, масс. %;реальная: Cr, масс. %;реальная: Ni, масс. %;модель: P, мольн. %;модель: P, масс. %;модель: Mo в P, ат. %;модель: Mo в P, масс. %;модель: Mo в FCC_A1, масс. %;модель: Cr в FCC_A1, масс. %;проверка рычага на модели, масс. %;проверка рычага на модели, мольн. %;сверху (тот же связанный Mo), масс. %;сверху (тот же связанный Mo), мольн. %;снизу (тот же Mo в матрице), масс. %;снизу (тот же Mo в матрице), мольн. %;потолок (весь свободный Mo в фазе), масс. %;потолок (весь свободный Mo в фазе), мольн. %;поправка сверху к модели, масс.;поправка сверху к модели, мольн.;поправка снизу к модели, масс.;поправка снизу к модели, мольн.;сверху: Mo в матрице, масс. %;сверху: Cr в матрице, масс. %;снизу: Mo в матрице, масс. %;снизу: Cr в матрице, масс. %
580,0;"ХН62М-ВИ, 5000 ч при 700 °C (Гибадуллина и др., 2025, DOI 10.3390/app15116133, табл. 3; число из задания)";100,10000000000001;40,65934065934066;53,89579052343689;15,645417315089542;30,458792161473568;28,221016672713027;30,40729335789976;21,42857142857142;32,015326307854764;4,744683999142969;21,06548326690337;30,407293466261393;28,221016810489765;18,062624363372016;14,873238516700102;16,870961456067768;13,862200063382243;24,061434159082935;19,81281582227636;0,5940227612754417;0,5270270270270268;0,5548327257376469;0,4912012995189376;4,016963415974569;25,553277444573233;4,7446839991429695;25,40872405048791
580,0;Шумейкер 1957, тройная Mo–Ni–Cr P-фаза, 42 : 40 : 18 (число из задания);100,0;42,0;55,1001721863288;12,798126297687627;32,10170151598357;28,221016672713027;30,40729335789976;21,42857142857142;32,015326307854764;4,744683999142969;21,06548326690337;30,407293466261393;28,221016810489765;17,66781083187551;14,398477894241335;16,467448803434706;13,387343775357294;23,535498414525122;19,18038161758831;0,5810385891280074;0,5102040816326529;0,5415624669256033;0,4743749642549749;3,9973549921551266;26,126880221573415;4,744683999142969;25,93196015686398
700,0;"ХН62М-ВИ, 5000 ч при 700 °C (Гибадуллина и др., 2025, DOI 10.3390/app15116133, табл. 3; число из задания)";100,10000000000001;40,65934065934066;53,89579052343689;15,645417315089542;30,458792161473568;22,30661887710223;24,02917182974795;21,42857142857142;32,022702809076286;6,97356574292102;21,447747559743387;24,029171939953226;22,306618985382443;14,277163778080851;11,756191029824143;12,827823580949202;10,528554031064074;24,08752896064146;19,83430296606661;0,5941596272746205;0,5270270270270268;0,5338437658957703;0,4719923754052949;6,1788423004551225;24,792240979397576;6,97356574292102;24,639901077940376
700,0;Шумейкер 1957, тройная Mo–Ni–Cr P-фаза, 42 : 40 : 18 (число из задания);100,0;42,0;55,1001721863288;12,798126297687627;32,10170151598357;22,30661887710223;24,02917182974795;21,42857142857142;32,022702809076286;6,97356574292102;21,447747559743387;24,029171939953226;22,306618985382443;13,965092988278647;11,38092799852154;12,506803741042665;10,154760598208876;23,561022834917004;19,201182881854123;0,5811724635049619;0,5102040816326529;0,5204841777176578;0,45523531173219395;6,156390747423064;25,221984506035632;6,97356574292102;25,01455332730363
750,0;"ХН62М-ВИ, 5000 ч при 700 °C (Гибадуллина и др., 2025, DOI 10.3390/app15116133, табл. 3; число из задания)";100,10000000000001;40,65934065934066;53,89579052343689;15,645417315089542;30,458792161473568;19,095616936837214;20,568156751670895;21,42857142857142;32,02590141412617;8,066597796509091;21,79809790253938;20,568156884833265;19,095617111783117;12,22198902737794;10,063906223468258;10,752943404323771;8,819988985026622;24,088418466187594;19,835035408326245;0,5942189752314613;0,5270270270270269;0,5227956755750723;0,4618855213843364;7,298308471840248;24,579271487993662;8,066597796509091;24,431972009846103
750,0;Шумейкер 1957, тройная Mo–Ni–Cr P-фаза, 42 : 40 : 18 (число из задания);100,0;42,0;55,1001721863288;12,798126297687627;32,10170151598357;19,095616936837214;20,568156751670895;21,42857142857142;32,02590141412617;8,066597796509091;21,79809790253938;20,568156884833265;19,095617111783117;11,954840325576017;9,742661702467963;10,47759440041976;8,501077302960168;23,561892897617025;19,201891944219547;0,5812305142319009;0,5102040816326529;0,5094085253686426;0,44518474218870624;7,27612647620556;24,93937703277129;8,066597796509091;24,738697429944082
