Диагностика,"Массовая доля, %",Модель плотности,"Мольная доля, %","Молярный объём, см³/моль атомов","Объёмная доля среди покрытых, %","Объёмная доля, %","Плотность фазы, г/см³","Плотность фазы, кг/м³",Примечание,"Средняя молярная масса, г/моль атомов",Статус данных,Фаза
,89.72340216624039,FCC_A1,93.93875508715968,7.204931763171776,95.22166684482683,95.22166684482683,7.657050368592627,7657.050368592628,Прямая DP-модель из physical_data.pdb.,55.16852541287918,прямая модель,FCC_A1
,10.2765978337596,,6.061244913368285,5.603424010192658,4.778333155173164,4.778333155173164,17.47690337584018,17476.90337584018,В physical_data.pdb нет модели плотности для этой фазы. Плотность оценена по правилу смеси из плотностей элементов; погрешность до 10 %.,97.9305,оценка по правилу смеси,WC
