"Время, ч","AL, матрица на границе, ат.%","AL, выделение на границе, ат.%","CR, матрица на границе, ат.%","CR, выделение на границе, ат.%","MO, матрица на границе, ат.%","MO, выделение на границе, ат.%","NB, матрица на границе, ат.%","NB, выделение на границе, ат.%","NI, матрица на границе, ат.%","NI, выделение на границе, ат.%","TI, матрица на границе, ат.%","TI, выделение на границе, ат.%"
0.0,1.2204237488835998,0.4439997636580586,24.063777391612636,2.070817925755974,2.10017143739717,0.5350215621970921,0.40825145080199815,16.230558221749998,49.356122571897814,73.00819483850702,0.15703508170592964,5.710460287026989
2.7805555555555557e-06,1.2204237490095577,0.4439997636548298,24.063777391248212,2.0708179256745467,2.100171437353577,0.5350215621531995,0.4082514507914533,16.230558221584417,49.35612257186601,73.00819483853431,0.15703508172547012,5.710460287321337
5.563891666666667e-06,1.2204237488755563,0.4439997636482363,24.063777391266377,2.070817925813488,2.100171437355105,0.5350215622017351,0.40825145081138486,16.23055822166991,49.356122572385566,73.00819483853581,0.15703508171203145,5.710460287054193
8.350011113888889e-06,1.2204237489069791,0.4439997636801693,24.063777391193735,2.0708179257633965,2.1001714373419533,0.5350215622151968,0.40825145080804015,16.23055822183051,49.35612257186332,73.00819483844273,0.15703508170394234,5.710460286898564
1.1138916680558332e-05,1.2204237489832908,0.4439997636334971,24.063777391010092,2.0708179257116788,2.100171437312422,0.535021562150228,0.4082514508012133,16.230558221517523,49.35612257228096,73.00819483856854,0.15703508173130243,5.710460287375022
1.2138916680558332e-05,1.2204237489331697,0.4439997636251001,24.06377739133954,2.070817925728556,2.100171437368471,0.5350215621573655,0.4082514507944999,16.230558221530007,49.35612257216297,73.00819483857323,0.15703508172500674,5.710460287347042
1.3138916680558331e-05,1.220423749040898,0.4439997636877957,24.063777391322624,2.070817925678289,2.1001714373668294,0.5350215621680544,0.4082514507934387,16.230558221661024,49.356122571752046,73.00819483850951,0.1570350817195214,5.710460287193252
1.4138916680558332e-05,1.2204237489506633,0.4439997636973719,24.06377739139409,2.0708179257550157,2.1001714373558937,0.5350215622062517,0.40825145080414466,16.230558221811258,49.35612257180127,73.00819483846152,0.15703508170400163,5.710460286918148
1.513891668055833e-05,1.2204237490371812,0.44399976369869426,24.063777391283637,2.07081792570051,2.1001714373488563,0.535021562177637,0.4082514507990523,16.230558221701973,49.356122571818624,73.00819483849843,0.1570350817163146,5.7104602871094645
1.613891668055833e-05,1.2204237488676581,0.4439997636147104,24.06377739142683,2.0708179257246178,2.1001714373830818,0.5350215621710028,0.40825145078998026,16.230558221623475,49.35612257186474,73.00819483852037,0.15703508171649042,5.710460287254296
1.7138916680558332e-05,1.2204237492331658,0.4439997637475392,24.063777391148818,2.070817925645154,2.100171437324422,0.5350215621461387,0.4082514508001738,16.230558221585717,49.356122571966466,73.00819483855625,0.1570350817312699,5.710460287264077
1.8138916680558332e-05,1.220423748948141,0.4439997637370142,24.06377739099915,2.070817925861205,2.1001714373138696,0.5350215622550193,0.40825145083405967,16.230558221905472,49.35612257243772,73.00819483845433,0.15703508169803743,5.7104602866285505
1.9138916680558333e-05,1.2204237491074819,0.4439997638052119,24.06377739138882,2.0708179257629564,2.100171437336979,0.5350215622347961,0.40825145081706965,16.23055822198018,49.35612257170724,73.00819483841539,0.15703508169446717,5.710460286605055
2.0138916680558337e-05,1.2204237489045666,0.4439997636655313,24.06377739161639,2.070817925753187,2.1001714373812006,0.5350215621910493,0.40825145079530994,16.23055822174164,49.35612257176653,73.00819483849126,0.15703508170563638,5.710460287036733
2.1138916680558338e-05,1.2204237487963048,0.4439997635824786,24.063777391482088,2.070817925728691,2.100171437375438,0.5350215621663826,0.4082514507858288,16.230558221622267,49.35612257178422,73.0081948385109,0.15703508171474975,5.7104602872882175
2.2138916680558338e-05,1.2204237488788523,0.44399976372303235,24.06377739100397,2.0708179258846453,2.1001714373138465,0.5350215622693735,0.4082514508356486,16.230558221962934,49.35612257239714,73.00819483842666,0.15703508169198932,5.710460286547084
2.318845107613831e-05,1.2204237489921452,0.44399976377357914,24.063777391289914,2.0708179258399046,2.1001714373133473,0.5350215622540357,0.40825145082791536,16.23055822199853,49.3561225720474,73.00819483841777,0.15703508168978209,5.710460286521571
2.4339743611220592e-05,1.2204237488443679,0.44399976365112814,24.06377739122105,2.070817925772221,2.1001714373346037,0.5350215622116428,0.40825145080564995,16.230558221819976,49.356122571850754,73.00819483844053,0.15703508170311914,5.710460286932737
2.560548599382515e-05,1.2204237489893586,0.44399976364978383,24.063777391211616,2.070817925748175,2.1001714373304092,0.5350215621568257,0.4082514508039242,16.23055822151784,49.356122572409724,73.0081948385924,0.15703508172768962,5.710460287315284
2.7003162308277616e-05,1.2204237491691396,0.4439997638804284,24.06377739101561,2.0708179258366677,2.1001714372752756,0.5350215622831553,0.4082514508453756,16.230558222152492,49.3561225720611,73.00819483836882,0.15703508168511396,5.710460286234934
2.8553781779285086e-05,1.2204237489374021,0.4439997636771194,24.063777391320563,2.070817925751789,2.1001714373591045,0.5350215621984991,0.40825145080332376,16.230558221748986,49.3561225719181,73.0081948384843,0.15703508170908334,5.710460287011577
3.028294442934289e-05,1.2204237491369465,0.443999763834881,24.063777390855268,2.0708179258140427,2.100171437283197,0.5350215622657635,0.4082514508407466,16.23055822203773,49.35612257218026,73.00819483840093,0.15703508169521233,5.7104602864352145
3.222212977079388e-05,1.2204237489309095,0.44399976384100515,24.06377739030927,2.070817926022226,2.1001714372496587,0.5350215623739671,0.4082514508849415,16.23055822229875,49.356122572983615,73.00819483832495,0.15703508167216143,5.710460285850092
3.44104452218476e-05,1.2204237490174843,0.44399976424786886,24.063777388761824,2.07081792648569,2.1001714370965896,0.5350215627403793,0.40825145103219296,16.230558223614295,49.35612257416428,73.0081948379067,0.15703508158186405,5.710460283294777
3.689702341991303e-05,1.2204237486750769,0.44399976515876866,24.063777383239916,2.070817928102966,2.1001714365999944,0.5350215638484394,0.40825145149658243,16.230558227167478,49.356122579538756,73.00819483680196,0.1570350813307737,5.710460276093788
3.974436270731337e-05,1.2204237477631497,0.4439997680211903,24.063777366655923,2.0708179329429686,2.1001714350967293,0.5350215672348433,0.4082514529008007,16.23055823822277,49.35612259500567,73.00819483332162,0.15703508055216867,5.71046025391531
4.3033064490580464e-05,1.2204237448772126,0.44399977737647756,24.06377731350782,2.0708179485959994,2.1001714301931385,0.5350215782124924,0.4082514574413241,16.230558274303895,49.356122644251094,73.00819482193897,0.15703507800702057,5.710460181737521
4.6868684009896506e-05,1.2204237361919015,0.4439998062765656,24.063777148172647,2.0708179968715017,2.100171415120208,0.5350216121080207,0.4082514714821042,16.230558385378398,49.35612279744592,73.0081947869308,0.15703507019044016,5.710459959249732
5.139185492098266e-05,1.2204237093341916,0.44399989720321376,24.063776629295823,2.0708181485211385,2.1001713676063445,0.5350217184914264,0.40825151559822703,16.230558734063795,49.35612327925268,73.00819467714577,0.15703504565499843,5.710459260530555
5.6793621308356126e-05,1.220423624516371,0.4440001819382627,24.06377500269411,2.0708186238932393,2.100171218793255,0.5350220519870758,0.40825165385501483,16.230559827039116,49.35612478905675,73.00819433291575,0.15703496873747486,5.710457070584655
6.3339304588824e-05,1.2204233582871769,0.44400107547450557,24.063769898440427,2.070820115707452,2.1001707518960426,0.5350230985715807,0.40825208772119975,16.230563256976183,49.35612952700883,73.00819325267507,0.1570347273522117,5.710450198144116
7.140684788046133e-05,1.220422521997969,0.44400388368895877,24.063753851034996,2.0708248045445345,2.1001692841909367,0.5350263878621576,0.4082534514727105,16.230574035555275,49.35614442454699,73.00818985821756,0.15703396885835466,5.710428600002266
8.15507287036424e-05,1.220419888213969,0.4440127270071205,24.063703293968516,2.070839572281142,2.100164661436732,0.5350367472434032,0.40825774689811617,16.230607976756943,49.356191363670604,73.00817916960834,0.15703158057456995,5.710360583721529
9.461329443529872e-05,1.2204115687234123,0.44404066353311245,24.06354350562478,2.0708862313785374,2.100150055671992,0.5350694765022177,0.4082713191921665,16.230715186571683,49.356339741705185,73.00814540881679,0.15702403739916548,5.710145718354636
0.00011192974701288416,1.220385180285818,0.44412931969872715,24.063036276274858,2.071034311869642,2.100103711749819,0.5351733479351526,0.4083143948527445,16.231055319233366,49.356810863942506,73.00803829847979,0.15700010819879506,5.709463928028488
0.0001357346938941954,1.2203010306713276,0.4444124839879242,24.06141749956778,2.0715071038210464,2.0999558929061903,0.5355050481484266,0.4084519148305406,16.232140871264733,49.35831498576412,73.00769637460556,0.15692373754885833,5.707287368561715
