"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"z26_Al","AW-Al Cu4MgSi","-|AW-Al Cu4MgSi","Al","стандарт","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL CU FE MG MN SI ZN","CR TI","93.71714643304131","","","","","4.005006257822278","0.3504380475594493","","0.6007509386733417","0.7008760951188986","","","","","","0.5006257822277848","","","","","","0.1251564455569462","","AL=0.9648553619720365;CU=0.0175078282188806;FE=0.001743188101884436;MG=0.006866194931065542;MN=0.003543934600813146;SI=0.004951720010668447;ZN=0.0005317721646513588","824.9","913.9","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""-|AW-Al Cu4MgSi""], solidus_K/likvidus_K","200","True","0.25","300c360823f625a0231b0be5467a4d7380100dea3b26fbc654c286905c370abc","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL8FEMNSI2 ALCUMN_T1","False","AL8FEMNSI2 ALCUMN_T1","AL8FEMNSI2 ALCUMN_T1 FCC_A1","GP_MAT SI2TI SITI TI17AL5SI14 TIALSI_TAU","SI2TI SITI TI17AL5SI14 TIALSI_TAU","",""
