generating points... ALPHA_MN BETA_MN BETA_RHOMBO_B CEMENTITE CHI_A12 CR3MN5 CU2S DELTA DIAMOND_A4 DIGENITE DISULF D_NIMO ETA FCC_A1 FC_MONO FC_ORTHO FES_P GAMMA_DP GAMMA_PRIME GRAPHITE G_PHASE HCP_A3 KSI_CARBIDE LAVES LAV_C14 LIQUID M23C6 M23C6_WY M3C2 M6C M6C_WY M7C3 MNS_Q MOB2 MU_PHASE NBB NI2CR NIAL NITI2 PYRR P_PHASE R_PHASE TIB TIB2 TIS ZET done
Adding points to LIQUID. Adding points to FCC_A1. T=1647.662, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.08, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.964, NP(LIQUID)=0.965 NP(FCC_A1)=0.035 
Adding points to LIQUID. Adding points to FCC_A1. T=1647.162, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.08, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.931, NP(LIQUID)=0.966 NP(FCC_A1)=0.034 
Adding points to LIQUID. Adding points to FCC_A1. T=1646.662, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.08, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.899, NP(LIQUID)=0.966 NP(FCC_A1)=0.034 
Adding points to LIQUID. Adding points to FCC_A1. T=1646.162, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.08, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.869, NP(LIQUID)=0.967 NP(FCC_A1)=0.033 
Adding points to LIQUID. Adding points to FCC_A1. T=1645.662, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.08, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.840, NP(LIQUID)=0.967 NP(FCC_A1)=0.033 
Adding points to LIQUID. Adding points to FCC_A1. T=1645.162, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.08, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.813, NP(LIQUID)=0.967 NP(FCC_A1)=0.033 
Adding points to LIQUID. Adding points to FCC_A1. T=1644.662, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.08, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.787, NP(LIQUID)=0.968 NP(FCC_A1)=0.032 
Adding points to LIQUID. Adding points to FCC_A1. T=1644.162, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.08, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.761, NP(LIQUID)=0.968 NP(FCC_A1)=0.032 
Adding points to LIQUID. Adding points to FCC_A1. T=1643.662, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.08, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.737, NP(LIQUID)=0.968 NP(FCC_A1)=0.032 
Adding points to LIQUID. Adding points to FCC_A1. T=1643.162, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.08, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.714, NP(LIQUID)=0.969 NP(FCC_A1)=0.031 
Adding points to LIQUID. Adding points to FCC_A1. T=1642.662, X_AL=0.01, X_C=0.00, X_CR=0.27, X_FE=0.01, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.692, NP(LIQUID)=0.969 NP(FCC_A1)=0.031 
Adding points to LIQUID. Adding points to FCC_A1. T=1642.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.01, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.671, NP(LIQUID)=0.969 NP(FCC_A1)=0.031 
Adding points to LIQUID. Adding points to FCC_A1. T=1641.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.01, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.650, NP(LIQUID)=0.970 NP(FCC_A1)=0.030 
Adding points to LIQUID. Adding points to FCC_A1. T=1641.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.01, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.631, NP(LIQUID)=0.970 NP(FCC_A1)=0.030 
Adding points to LIQUID. Adding points to FCC_A1. T=1640.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.01, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.612, NP(LIQUID)=0.970 NP(FCC_A1)=0.030 
Adding points to LIQUID. Adding points to FCC_A1. T=1640.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.594, NP(LIQUID)=0.970 NP(FCC_A1)=0.030 
Adding points to LIQUID. Adding points to FCC_A1. T=1639.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.577, NP(LIQUID)=0.971 NP(FCC_A1)=0.029 
Adding points to LIQUID. Adding points to FCC_A1. T=1639.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.560, NP(LIQUID)=0.971 NP(FCC_A1)=0.029 
Adding points to LIQUID. Adding points to FCC_A1. T=1638.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.544, NP(LIQUID)=0.971 NP(FCC_A1)=0.029 
Adding points to LIQUID. Adding points to FCC_A1. T=1638.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.528, NP(LIQUID)=0.972 NP(FCC_A1)=0.028 
Adding points to LIQUID. Adding points to FCC_A1. T=1637.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.514, NP(LIQUID)=0.972 NP(FCC_A1)=0.028 
Adding points to LIQUID. Adding points to FCC_A1. T=1637.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.499, NP(LIQUID)=0.972 NP(FCC_A1)=0.028 
Adding points to LIQUID. Adding points to FCC_A1. T=1636.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.486, NP(LIQUID)=0.972 NP(FCC_A1)=0.028 
Adding points to LIQUID. Adding points to FCC_A1. T=1636.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.472, NP(LIQUID)=0.973 NP(FCC_A1)=0.027 
Adding points to LIQUID. Adding points to FCC_A1. T=1635.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.460, NP(LIQUID)=0.973 NP(FCC_A1)=0.027 
Adding points to LIQUID. Adding points to FCC_A1. T=1635.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.447, NP(LIQUID)=0.973 NP(FCC_A1)=0.027 
Adding points to FCC_A1. Adding points to LIQUID. T=1634.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.435, NP(LIQUID)=0.974 NP(FCC_A1)=0.026 
Adding points to LIQUID. Adding points to FCC_A1. T=1634.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.424, NP(LIQUID)=0.974 NP(FCC_A1)=0.026 
Adding points to FCC_A1. Adding points to LIQUID. T=1633.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.413, NP(LIQUID)=0.974 NP(FCC_A1)=0.026 
Adding points to LIQUID. Adding points to FCC_A1. T=1633.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.402, NP(LIQUID)=0.974 NP(FCC_A1)=0.026 
Adding points to LIQUID. Adding points to FCC_A1. T=1632.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.392, NP(LIQUID)=0.974 NP(FCC_A1)=0.026 
Adding points to LIQUID. Adding points to FCC_A1. T=1632.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.382, NP(LIQUID)=0.975 NP(FCC_A1)=0.025 
Adding points to LIQUID. Adding points to FCC_A1. T=1631.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.373, NP(LIQUID)=0.975 NP(FCC_A1)=0.025 
Adding points to FCC_A1. Adding points to LIQUID. T=1631.162, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.09, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.363, NP(LIQUID)=0.975 NP(FCC_A1)=0.025 
Adding points to LIQUID. Adding points to FCC_A1. T=1630.662, X_AL=0.01, X_C=0.00, X_CR=0.28, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.354, NP(LIQUID)=0.975 NP(FCC_A1)=0.025 
Adding points to FCC_A1. Adding points to LIQUID. T=1630.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.346, NP(LIQUID)=0.976 NP(FCC_A1)=0.024 
Adding points to LIQUID. Adding points to FCC_A1. T=1629.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.337, NP(LIQUID)=0.976 NP(FCC_A1)=0.024 
Adding points to LIQUID. Adding points to FCC_A1. T=1629.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.329, NP(LIQUID)=0.976 NP(FCC_A1)=0.024 
Adding points to LIQUID. Adding points to FCC_A1. T=1628.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.322, NP(LIQUID)=0.976 NP(FCC_A1)=0.024 
Adding points to FCC_A1. Adding points to LIQUID. T=1628.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.314, NP(LIQUID)=0.977 NP(FCC_A1)=0.023 
Adding points to LIQUID. Adding points to FCC_A1. T=1627.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.307, NP(LIQUID)=0.977 NP(FCC_A1)=0.023 
Adding points to LIQUID. Adding points to FCC_A1. T=1627.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.300, NP(LIQUID)=0.977 NP(FCC_A1)=0.023 
Adding points to FCC_A1. Adding points to LIQUID. T=1626.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.293, NP(LIQUID)=0.977 NP(FCC_A1)=0.023 
Adding points to FCC_A1. Adding points to LIQUID. T=1626.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.286, NP(LIQUID)=0.977 NP(FCC_A1)=0.023 
Adding points to LIQUID. Adding points to FCC_A1. T=1625.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.280, NP(LIQUID)=0.978 NP(FCC_A1)=0.022 
Adding points to LIQUID. Adding points to FCC_A1. T=1625.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.273, NP(LIQUID)=0.978 NP(FCC_A1)=0.022 
Adding points to FCC_A1. Adding points to LIQUID. T=1624.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.267, NP(LIQUID)=0.978 NP(FCC_A1)=0.022 
Adding points to FCC_A1. Adding points to LIQUID. T=1624.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.262, NP(LIQUID)=0.978 NP(FCC_A1)=0.022 
Adding points to FCC_A1. Adding points to LIQUID. T=1623.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.256, NP(LIQUID)=0.978 NP(FCC_A1)=0.022 
Adding points to LIQUID. Adding points to FCC_A1. T=1623.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.250, NP(LIQUID)=0.978 NP(FCC_A1)=0.022 
Adding points to FCC_A1. Adding points to LIQUID. T=1622.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.245, NP(LIQUID)=0.979 NP(FCC_A1)=0.021 
Adding points to FCC_A1. Adding points to LIQUID. T=1622.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.240, NP(LIQUID)=0.979 NP(FCC_A1)=0.021 
Adding points to FCC_A1. Adding points to LIQUID. T=1621.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.235, NP(LIQUID)=0.979 NP(FCC_A1)=0.021 
Adding points to FCC_A1. Adding points to LIQUID. T=1621.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.230, NP(LIQUID)=0.979 NP(FCC_A1)=0.021 
Adding points to FCC_A1. Adding points to LIQUID. T=1620.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.225, NP(LIQUID)=0.979 NP(FCC_A1)=0.021 
Adding points to FCC_A1. Adding points to LIQUID. T=1620.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.221, NP(LIQUID)=0.980 NP(FCC_A1)=0.020 
Adding points to FCC_A1. Adding points to LIQUID. T=1619.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.216, NP(LIQUID)=0.980 NP(FCC_A1)=0.020 
Adding points to LIQUID. Adding points to FCC_A1. T=1619.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.212, NP(LIQUID)=0.980 NP(FCC_A1)=0.020 
Adding points to FCC_A1. Adding points to LIQUID. T=1618.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.208, NP(LIQUID)=0.980 NP(FCC_A1)=0.020 
Adding points to LIQUID. Adding points to FCC_A1. T=1618.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.203, NP(LIQUID)=0.980 NP(FCC_A1)=0.020 
Adding points to LIQUID. Adding points to FCC_A1. T=1617.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.199, NP(LIQUID)=0.980 NP(FCC_A1)=0.020 
Adding points to LIQUID. Adding points to FCC_A1. T=1617.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.10, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.196, NP(LIQUID)=0.981 NP(FCC_A1)=0.019 
Adding points to LIQUID. Adding points to FCC_A1. T=1616.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.11, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.192, NP(LIQUID)=0.981 NP(FCC_A1)=0.019 
Adding points to LIQUID. Adding points to FCC_A1. T=1616.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.11, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.188, NP(LIQUID)=0.981 NP(FCC_A1)=0.019 
Adding points to LIQUID. Adding points to FCC_A1. T=1615.662, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.11, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.184, NP(LIQUID)=0.981 NP(FCC_A1)=0.019 
Adding points to LIQUID. Adding points to FCC_A1. T=1615.162, X_AL=0.01, X_C=0.00, X_CR=0.29, X_FE=0.00, X_MN=0.01, X_MO=0.11, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.181, NP(LIQUID)=0.981 NP(FCC_A1)=0.019 
Adding points to LIQUID. Adding points to FCC_A1. T=1614.662, X_AL=0.01, X_C=0.00, X_CR=0.30, X_FE=0.00, X_MN=0.01, X_MO=0.11, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.178, NP(LIQUID)=0.981 NP(FCC_A1)=0.019 
Adding points to LIQUID. Adding points to FCC_A1. T=1614.162, X_AL=0.01, X_C=0.00, X_CR=0.30, X_FE=0.00, X_MN=0.01, X_MO=0.11, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.174, NP(LIQUID)=0.981 NP(FCC_A1)=0.019 
Adding points to LIQUID. Adding points to FCC_A1. T=1613.662, X_AL=0.01, X_C=0.00, X_CR=0.30, X_FE=0.00, X_MN=0.01, X_MO=0.11, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.171, NP(LIQUID)=0.982 NP(FCC_A1)=0.018 
Adding points to FCC_A1. Adding points to LIQUID. T=1613.162, X_AL=0.01, X_C=0.00, X_CR=0.30, X_FE=0.00, X_MN=0.01, X_MO=0.11, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.168, NP(LIQUID)=0.982 NP(FCC_A1)=0.018 
Adding points to FCC_A1. Adding points to LIQUID. T=1612.662, X_AL=0.01, X_C=0.00, X_CR=0.30, X_FE=0.00, X_MN=0.01, X_MO=0.11, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.165, NP(LIQUID)=0.982 NP(FCC_A1)=0.018 
Adding points to LIQUID. Adding points to FCC_A1. T=1612.162, X_AL=0.01, X_C=0.00, X_CR=0.30, X_FE=0.00, X_MN=0.01, X_MO=0.11, X_NB=0.00, X_S=0.00, X_SI=0.00, X_TI=0.00, ΔT=0.500, NL: 0.162, NP(LIQUID)=0.982 NP(FCC_A1)=0.018 
