T, °C;Доля твёрдого;Доля жидкого;x(LIQUID,AL);x(LIQUID,C);x(LIQUID,CR);x(LIQUID,FE);x(LIQUID,MN);x(LIQUID,MO);x(LIQUID,NB);x(LIQUID,NI);x(LIQUID,S);x(LIQUID,SI);x(LIQUID,TI);накоплено ALPHA_MN;накоплено BETA_MN;накоплено BETA_RHOMBO_B;накоплено CEMENTITE;накоплено CHI_A12;накоплено CR3MN5;накоплено CU2S;накоплено DELTA;накоплено DIAMOND_A4;накоплено DIGENITE;накоплено DISULF;накоплено D_NIMO;накоплено ETA;накоплено FCC_A1;накоплено FC_MONO;накоплено FC_ORTHO;накоплено FES_P;накоплено GAMMA_DP;накоплено GAMMA_PRIME;накоплено GRAPHITE;накоплено G_PHASE;накоплено HCP_A3;накоплено KSI_CARBIDE;накоплено LAVES;накоплено LAV_C14;накоплено M23C6;накоплено M23C6_WY;накоплено M3C2;накоплено M6C;накоплено M6C_WY;накоплено M7C3;накоплено MNS_Q;накоплено MOB2;накоплено MU_PHASE;накоплено NBB;накоплено NI2CR;накоплено NIAL;накоплено NITI2;накоплено PYRR;накоплено P_PHASE;накоплено R_PHASE;накоплено SIGMA;накоплено TI4C2S2;накоплено TIB;накоплено TIB2;накоплено TIS;накоплено ZET;прирост ALPHA_MN;прирост BETA_MN;прирост BETA_RHOMBO_B;прирост CEMENTITE;прирост CHI_A12;прирост CR3MN5;прирост CU2S;прирост DELTA;прирост DIAMOND_A4;прирост DIGENITE;прирост DISULF;прирост D_NIMO;прирост ETA;прирост FCC_A1;прирост FC_MONO;прирост FC_ORTHO;прирост FES_P;прирост GAMMA_DP;прирост GAMMA_PRIME;прирост GRAPHITE;прирост G_PHASE;прирост HCP_A3;прирост KSI_CARBIDE;прирост LAVES;прирост LAV_C14;прирост M23C6;прирост M23C6_WY;прирост M3C2;прирост M6C;прирост M6C_WY;прирост M7C3;прирост MNS_Q;прирост MOB2;прирост MU_PHASE;прирост NBB;прирост NI2CR;прирост NIAL;прирост NITI2;прирост PYRR;прирост P_PHASE;прирост R_PHASE;прирост SIGMA;прирост TI4C2S2;прирост TIB;прирост TIB2;прирост TIS;прирост ZET;x(ALPHA_MN,CR);x(ALPHA_MN,MO);x(ALPHA_MN,NI);x(BETA_MN,CR);x(BETA_MN,MO);x(BETA_MN,NI);x(BETA_RHOMBO_B,CR);x(BETA_RHOMBO_B,MO);x(BETA_RHOMBO_B,NI);x(CEMENTITE,CR);x(CEMENTITE,MO);x(CEMENTITE,NI);x(CHI_A12,CR);x(CHI_A12,MO);x(CHI_A12,NI);x(CR3MN5,CR);x(CR3MN5,MO);x(CR3MN5,NI);x(CU2S,CR);x(CU2S,MO);x(CU2S,NI);x(DELTA,CR);x(DELTA,MO);x(DELTA,NI);x(DIAMOND_A4,CR);x(DIAMOND_A4,MO);x(DIAMOND_A4,NI);x(DIGENITE,CR);x(DIGENITE,MO);x(DIGENITE,NI);x(DISULF,CR);x(DISULF,MO);x(DISULF,NI);x(D_NIMO,CR);x(D_NIMO,MO);x(D_NIMO,NI);x(ETA,CR);x(ETA,MO);x(ETA,NI);x(FCC_A1,CR);x(FCC_A1,MO);x(FCC_A1,NI);x(FC_MONO,CR);x(FC_MONO,MO);x(FC_MONO,NI);x(FC_ORTHO,CR);x(FC_ORTHO,MO);x(FC_ORTHO,NI);x(FES_P,CR);x(FES_P,MO);x(FES_P,NI);x(GAMMA_DP,CR);x(GAMMA_DP,MO);x(GAMMA_DP,NI);x(GAMMA_PRIME,CR);x(GAMMA_PRIME,MO);x(GAMMA_PRIME,NI);x(GRAPHITE,CR);x(GRAPHITE,MO);x(GRAPHITE,NI);x(G_PHASE,CR);x(G_PHASE,MO);x(G_PHASE,NI);x(HCP_A3,CR);x(HCP_A3,MO);x(HCP_A3,NI);x(KSI_CARBIDE,CR);x(KSI_CARBIDE,MO);x(KSI_CARBIDE,NI);x(LAVES,CR);x(LAVES,MO);x(LAVES,NI);x(LAV_C14,CR);x(LAV_C14,MO);x(LAV_C14,NI);x(M23C6,CR);x(M23C6,MO);x(M23C6,NI);x(M23C6_WY,CR);x(M23C6_WY,MO);x(M23C6_WY,NI);x(M3C2,CR);x(M3C2,MO);x(M3C2,NI);x(M6C,CR);x(M6C,MO);x(M6C,NI);x(M6C_WY,CR);x(M6C_WY,MO);x(M6C_WY,NI);x(M7C3,CR);x(M7C3,MO);x(M7C3,NI);x(MNS_Q,CR);x(MNS_Q,MO);x(MNS_Q,NI);x(MOB2,CR);x(MOB2,MO);x(MOB2,NI);x(MU_PHASE,CR);x(MU_PHASE,MO);x(MU_PHASE,NI);x(NBB,CR);x(NBB,MO);x(NBB,NI);x(NI2CR,CR);x(NI2CR,MO);x(NI2CR,NI);x(NIAL,CR);x(NIAL,MO);x(NIAL,NI);x(NITI2,CR);x(NITI2,MO);x(NITI2,NI);x(PYRR,CR);x(PYRR,MO);x(PYRR,NI);x(P_PHASE,CR);x(P_PHASE,MO);x(P_PHASE,NI);x(R_PHASE,CR);x(R_PHASE,MO);x(R_PHASE,NI);x(SIGMA,CR);x(SIGMA,MO);x(SIGMA,NI);x(TI4C2S2,CR);x(TI4C2S2,MO);x(TI4C2S2,NI);x(TIB,CR);x(TIB,MO);x(TIB,NI);x(TIB2,CR);x(TIB2,MO);x(TIB2,NI);x(TIS,CR);x(TIS,MO);x(TIS,NI);x(ZET,CR);x(ZET,MO);x(ZET,NI)
1346,85;0,8079552167875648;0,19204478321243523;0,005554485526652518;0,001149876965802752;0,29129937378788856;0,004245080136387989;0,009364882243170329;0,1025552486844235;0,0011310033537077263;0,5767922780450224;0,001935581329979147;0,003417628302677443;0,0025545616242875807;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8079552167875648;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,04861142993167166;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,27680254435694374;0,08609477624887224;0,6163255185172098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1341,85;0,8435714319924145;0,15642856800758553;0,005525366666623198;0,0013918841597772471;0,2939140539570394;0,004095106852721539;0,00999918406534641;0,10566626388219956;0,0012988993607346044;0,5692665293711836;0,002376280599189182;0,003669753272119739;0,0027966778130657714;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8435714319924145;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,035616215204849706;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,27981554058671854;0,08889148206374221;0,609845820691654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1336,85;0,8716731579514135;0,12832684204858646;0,0054883422833366165;0,001673656779544134;0,2964313137756437;0,003949563806575284;0,010643102745431825;0,10874898810808954;0,0014856419034133127;0,5618754987962664;0,0027997975194907795;0,003938352613958461;0,0029657416682501705;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8716527420148483;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0415936565219252e-05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,028081310022433855;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0415936565219252e-05;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2826714387616899;0,09167285601740316;0,6035455400274498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;
1331,85;0,902020947267886;0,09797905273211405;0,005431392173490268;0,0021512789700159746;0,3002710616368193;0,0037545665332243865;0,011258776380307667;0,1131178245381709;0,0017828921227047141;0,5525095555241087;0,002625913873874446;0,004346974417932048;0,0027497638293514284;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9018443828223874;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,403582752715254e-05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00012252861797137386;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,030191640807539135;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,403582752715254e-05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001021126814061546;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2859820453366645;0,09531377905067985;0,5960566572193085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;
1326,85;0,9244563008247881;0,07554369917521186;0,005361117550476583;0,0027406241182013585;0,30425233894249043;0,003556265737687877;0,011458579220770593;0,11754437441037101;0,002127849409953894;0,5431259182750201;0,0022302122625836238;0,004798976394544274;0,002803743677900285;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,924142454934801;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00015420174602715826;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00015964414395998723;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,02229807211241358;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00010016591850000571;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,711552598861338e-05;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,28918431242414155;0,09903108623858255;0,5886887677051681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;
1321,85;0,9397349485648984;0,060265051435101635;0,005282781741141132;0,0033827743990678953;0,307872095429361;0,0033728706753659906;0,011692636474069895;0,12156179283328072;0,002484313096239794;0,5343306891249491;0,0018962699935918023;0,005244977528190781;0,0028787987047420396;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9393344611788137;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00021735611210336488;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001831312739813452;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01519200624401272;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,315436607620663e-05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3487130021357973e-05;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2920709441340986;0,10245283729819875;0,5818813185674708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;
1316,85;0,9506314433282562;0,04936855667174378;0,00519787021178205;0,004073690778420125;0,3111973645665783;0,0032029538078083507;0,01194812055431146;0,12523222245849291;0,002850560504628733;0,5260274124126287;0,0016150226506728377;0,005683786676304906;0,002970995378371611;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9501742689557019;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00025871127069048956;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00019846310186382333;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01083980777688822;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,135515858712466e-05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5331827882478103e-05;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,294694963310673;0,10562480012710751;0,5755452970655631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;
1311,85;0,95869471625983;0,04130528374016995;0,005107516964576927;0,004810164287797248;0,3142810667033373;0,003045167573217267;0,012215130982891701;0,12860581567212226;0,0032253634818251247;0,5181393601735524;0,0013782611818685517;0,0061146586836945144;0,0030774942951166413;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9581993410391613;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0002866927173983636;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00020868250327032756;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,008025072083459326;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7981446707874015e-05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0219401406504246e-05;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,29709753075843043;0,10858332943143895;0,5696107266322317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;
1306,85;0,9648432426053729;0,03515675739462709;0,005012605678969076;0,005589605820134818;0,3171652826157231;0,0028982959478789025;0,012486023038667563;0,13172316514170893;0,0036078191678922187;0,510605063532197;0,001178810132616994;0,006537099457390556;0,0031962294668207774;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9643214800196906;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0003061917349769922;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00021557085070519623;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0061221389805293834;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,949901757862856e-05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,888347434868677e-06;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2993109873336277;0,11135744578693953;0,564022108578272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;
1301,85;0,9697247939437614;0,03027520605623857;0,004913020497600845;0,006372472231211946;0,3199498883105298;0,0027594786406348543;0,01273075962109736;0,1346712557817382;0,004004264213668735;0,5033142665391833;0,001012047197495934;0,006958705566873328;0,003313841399965782;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9691816499616879;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00032205837618520767;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,5147551830164755e-06;0,0;0,0;0,00021557085070519623;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,004860169941997231;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5866641208215508e-05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,5147551830164755e-06;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3014406096041413;0,1140334019734871;0,5586231113728665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;
1296,85;0,9739280440705226;0,02607195592947742;0,004803626867955097;0,007119523269056442;0,32289542557418927;0,002620043183621458;0,013144533752173428;0,13768264233698063;0,004445264553472056;0,49586459600423227;0,0008572179048598819;0,007411135020559979;0,0031559915328996002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9733613112561579;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0003270612585157422;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,410070514360616e-05;0,0;0,0;0,00021557085070519623;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,004179661294469954;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,00288233053454e-06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8585949960589686e-05;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,30367407439340854;0,1167714215920892;0,5530732213211442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;
1291,85;0,9772692622814929;0,022730737718507088;0,004692142276901164;0,007909613692629951;0,32568453921603735;0,0024902964979735855;0,013549266301619178;0,14048274563342927;0,004893725671761685;0,48870057681994367;0,0007283209427832902;0,007854394920639711;0,0030143780262810844;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9766852359949227;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0003299938732478369;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,846156261706191e-05;0,0;0,0;0,00021557085070519623;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0033239247387648672;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9326147320946802e-06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4360857473455751e-05;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3057497435663453;0,11935728297418445;0,5478075926395682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;
1290,18;0,9793498654760252;0,020650134523974795;0,004722542955153252;0,008557381943966233;0,3264807443699885;0,0022564423312204473;0,014058092940210843;0,1383534593438612;0,005275865855406778;0,48838295908805784;0,0006728207098126785;0,00828454098379623;0,002955149478526032;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9783128878832102;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0003303979072164683;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0004435768832251123;4,7431951668093505e-05;0,0;0,0;0,00021557085070519623;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0016276518882875576;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,040339686314217e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0004435768832251123;8,970389051031593e-06;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3060404165135174;0,11742748978968726;0,5487388248208811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,36527499504006106;0,31392159430726935;0,3084204856539484;0,0;0,0;0,0;;;;;;;;;;;;
1288,78;0,9804278103571239;0,019572189642876103;0,004715937859628291;0,008940740163492123;0,32716624551830725;0,002154807724168933;0,014314269355189818;0,13789479048681932;0,0054945466952715715;0,48725172211872253;0,0006375437241571219;0,008513944259027755;0,0029154520952151216;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9792262165372917;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0003307157167881719;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0006031186567759625;5,218859556283496e-05;0,0;0,0;0,00021557085070519623;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0009133286540814765;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,178095717035964e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00015954177355085027;4,756643894741455e-06;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3064141592228143;0,1170183039434559;0,5483890055935694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3663933716560074;0,3132788015683481;0,30830255454597966;0,0;0,0;0,0;;;;;;;;;;;;
1287,38;0,9814120437935744;0,018587956206425615;0,004707784055906451;0,009329199637612503;0,3278314548100328;0,002060072421099664;0,014565813006061249;0,13744052911371693;0,0057135297191809745;0,4861303403285246;0,0006046257948749607;0,008739224866939252;0,0028774262460507577;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9800589946598864;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,00033092719644807256;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0007500572519449347;5,649383458961926e-05;0,0;0,0;0,00021557085070519623;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0008327781225947489;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1147965990068213e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0001469385951689722;4,305239026784299e-06;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,30676358492182276;0,11661138193165545;0,5480537244202799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,36747058629645146;0,3126549042024257;0,3081807030175978;0,0;0,0;0,0;;;;;;;;;;;;
