T, °C;Доля твёрдого;Доля жидкого;x(LIQUID,AL);x(LIQUID,C);x(LIQUID,CR);x(LIQUID,FE);x(LIQUID,MN);x(LIQUID,MO);x(LIQUID,NB);x(LIQUID,NI);x(LIQUID,S);x(LIQUID,SI);x(LIQUID,TI);накоплено ALPHA_MN;накоплено BETA_MN;накоплено BETA_RHOMBO_B;накоплено CEMENTITE;накоплено CHI_A12;накоплено CR3MN5;накоплено CU2S;накоплено DELTA;накоплено DIAMOND_A4;накоплено DIGENITE;накоплено DISULF;накоплено D_NIMO;накоплено ETA;накоплено FCC_A1;накоплено FC_MONO;накоплено FC_ORTHO;накоплено FES_P;накоплено GAMMA_DP;накоплено GAMMA_PRIME;накоплено GRAPHITE;накоплено G_PHASE;накоплено HCP_A3;накоплено KSI_CARBIDE;накоплено LAVES;накоплено LAV_C14;накоплено M23C6;накоплено M23C6_WY;накоплено M3C2;накоплено M6C;накоплено M6C_WY;накоплено M7C3;накоплено MNS_Q;накоплено MOB2;накоплено MU_PHASE;накоплено NBB;накоплено NI2CR;накоплено NIAL;накоплено NITI2;накоплено PYRR;накоплено P_PHASE;накоплено R_PHASE;накоплено SIGMA;накоплено TI4C2S2;накоплено TIB;накоплено TIB2;накоплено TIS;накоплено ZET;прирост ALPHA_MN;прирост BETA_MN;прирост BETA_RHOMBO_B;прирост CEMENTITE;прирост CHI_A12;прирост CR3MN5;прирост CU2S;прирост DELTA;прирост DIAMOND_A4;прирост DIGENITE;прирост DISULF;прирост D_NIMO;прирост ETA;прирост FCC_A1;прирост FC_MONO;прирост FC_ORTHO;прирост FES_P;прирост GAMMA_DP;прирост GAMMA_PRIME;прирост GRAPHITE;прирост G_PHASE;прирост HCP_A3;прирост KSI_CARBIDE;прирост LAVES;прирост LAV_C14;прирост M23C6;прирост M23C6_WY;прирост M3C2;прирост M6C;прирост M6C_WY;прирост M7C3;прирост MNS_Q;прирост MOB2;прирост MU_PHASE;прирост NBB;прирост NI2CR;прирост NIAL;прирост NITI2;прирост PYRR;прирост P_PHASE;прирост R_PHASE;прирост SIGMA;прирост TI4C2S2;прирост TIB;прирост TIB2;прирост TIS;прирост ZET;x(ALPHA_MN,CR);x(ALPHA_MN,MO);x(ALPHA_MN,NI);x(BETA_MN,CR);x(BETA_MN,MO);x(BETA_MN,NI);x(BETA_RHOMBO_B,CR);x(BETA_RHOMBO_B,MO);x(BETA_RHOMBO_B,NI);x(CEMENTITE,CR);x(CEMENTITE,MO);x(CEMENTITE,NI);x(CHI_A12,CR);x(CHI_A12,MO);x(CHI_A12,NI);x(CR3MN5,CR);x(CR3MN5,MO);x(CR3MN5,NI);x(CU2S,CR);x(CU2S,MO);x(CU2S,NI);x(DELTA,CR);x(DELTA,MO);x(DELTA,NI);x(DIAMOND_A4,CR);x(DIAMOND_A4,MO);x(DIAMOND_A4,NI);x(DIGENITE,CR);x(DIGENITE,MO);x(DIGENITE,NI);x(DISULF,CR);x(DISULF,MO);x(DISULF,NI);x(D_NIMO,CR);x(D_NIMO,MO);x(D_NIMO,NI);x(ETA,CR);x(ETA,MO);x(ETA,NI);x(FCC_A1,CR);x(FCC_A1,MO);x(FCC_A1,NI);x(FC_MONO,CR);x(FC_MONO,MO);x(FC_MONO,NI);x(FC_ORTHO,CR);x(FC_ORTHO,MO);x(FC_ORTHO,NI);x(FES_P,CR);x(FES_P,MO);x(FES_P,NI);x(GAMMA_DP,CR);x(GAMMA_DP,MO);x(GAMMA_DP,NI);x(GAMMA_PRIME,CR);x(GAMMA_PRIME,MO);x(GAMMA_PRIME,NI);x(GRAPHITE,CR);x(GRAPHITE,MO);x(GRAPHITE,NI);x(G_PHASE,CR);x(G_PHASE,MO);x(G_PHASE,NI);x(HCP_A3,CR);x(HCP_A3,MO);x(HCP_A3,NI);x(KSI_CARBIDE,CR);x(KSI_CARBIDE,MO);x(KSI_CARBIDE,NI);x(LAVES,CR);x(LAVES,MO);x(LAVES,NI);x(LAV_C14,CR);x(LAV_C14,MO);x(LAV_C14,NI);x(M23C6,CR);x(M23C6,MO);x(M23C6,NI);x(M23C6_WY,CR);x(M23C6_WY,MO);x(M23C6_WY,NI);x(M3C2,CR);x(M3C2,MO);x(M3C2,NI);x(M6C,CR);x(M6C,MO);x(M6C,NI);x(M6C_WY,CR);x(M6C_WY,MO);x(M6C_WY,NI);x(M7C3,CR);x(M7C3,MO);x(M7C3,NI);x(MNS_Q,CR);x(MNS_Q,MO);x(MNS_Q,NI);x(MOB2,CR);x(MOB2,MO);x(MOB2,NI);x(MU_PHASE,CR);x(MU_PHASE,MO);x(MU_PHASE,NI);x(NBB,CR);x(NBB,MO);x(NBB,NI);x(NI2CR,CR);x(NI2CR,MO);x(NI2CR,NI);x(NIAL,CR);x(NIAL,MO);x(NIAL,NI);x(NITI2,CR);x(NITI2,MO);x(NITI2,NI);x(PYRR,CR);x(PYRR,MO);x(PYRR,NI);x(P_PHASE,CR);x(P_PHASE,MO);x(P_PHASE,NI);x(R_PHASE,CR);x(R_PHASE,MO);x(R_PHASE,NI);x(SIGMA,CR);x(SIGMA,MO);x(SIGMA,NI);x(TI4C2S2,CR);x(TI4C2S2,MO);x(TI4C2S2,NI);x(TIB,CR);x(TIB,MO);x(TIB,NI);x(TIB2,CR);x(TIB2,MO);x(TIB2,NI);x(TIS,CR);x(TIS,MO);x(TIS,NI);x(ZET,CR);x(ZET,MO);x(ZET,NI)
1431,85;0,0;1,0;0,0055220860156884825;0,00024809655432245133;0,26935672289174023;0,005335806210459757;0,005424092057107069;0,08075576407453817;0,0003848890101408469;0,6292340806968161;0,0003717192907538814;0,002122011496549898;0,0012447317018829422;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1426,85;0,0;1,0;0,005522086015371304;0,0002480965626977475;0,26935672289172735;0,005335806210439771;0,005424092056880504;0,08075576407372972;0,0003848890101098176;0,6292340806901414;0,0003717192907340881;0,002122011496398789;0,0012447317017694047;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1421,85;0,0;1,0;0,005522086014950534;0,00024809657393328605;0,26935672289170004;0,005335806210413229;0,005424092056576291;0,08075576407263248;0,000384889010068127;0,6292340806812068;0,00037171929070742375;0,0021220114961952394;0,0012447317016164887;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1416,85;0,0;1,0;0,005522086014975922;0,00024809657321508185;0,26935672289170065;0,005335806210414934;0,005424092056595752;0,08075576407269833;0,00038488901007081107;0,6292340806817845;0,00037171929070914145;0,002122011496208365;0,001244731701626336;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1411,85;0,0;1,0;0,005522086014857064;0,00024809657618943693;0,26935672289169404;0,005335806210408266;0,005424092056515289;0,08075576407239966;0,00038488901005975687;0,6292340806794345;0,00037171929070204524;0,0021220114961544283;0,0012447317015855924;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406,85;0,0;1,0;0,0055220860149175965;0,0002480965744815186;0,26935672289170204;0,0053358062104120856;0,005424092056561793;0,08075576407256684;0,0003848890100661739;0,629234080680791;0,00037171929070612986;0,002122011496185779;0,001244731701609163;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401,85;0,0;1,0;0,005522086014842631;0,00024809657640940415;0,26935672289169976;0,005335806210407897;0,0054240920565095255;0,08075576407237037;0,0003848890100589621;0,6292340806792671;0,0003717192907015141;0,002122011496150486;0,0012447317015824484;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1396,85;0,0;1,0;0,00552208601485449;0,00024809657612171257;0,2693567228917018;0,005335806210408556;0,005424092056517235;0,08075576407239567;0,00038488901006007253;0,629234080679496;0,0003717192907022046;0,0021220114961558313;0,001244731701586488;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1391,85;0,0;1,0;0,005522086014669366;0,00024809658059499033;0,2693567228916942;0,005335806210398976;0,005424092056395775;0,0807557640719335;0,00038488901004330215;0,6292340806759809;0,00037171929069140336;0,002122011496073448;0,0012447317015241357;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386,85;0,0;1,0;0,005522086014656685;0,0002480965810163169;0,2693567228916907;0,005335806210398123;0,005424092056384324;0,08075576407188302;0,00038488901004171336;0,6292340806756551;0,0003717192906903943;0,0021220114960654552;0,0012447317015183024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1381,85;0,0;1,0;0,00552208601485053;0,00024809657639928546;0,26935672289170337;0,005335806210407896;0,00542409205651017;0,08075576407236108;0,00038488901005915465;0,6292340806792728;0,0003717192907016099;0,0021220114961510842;0,001244731701583282;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376,85;0,0;1,0;0,00552208601407974;0,0002480965951490018;0,2693567228916444;0,0053358062103688745;0,0054240920559987995;0,08075576407038065;0,0003848890099882668;0,6292340806646136;0,00037171929065585215;0,0021220114958022916;0,0012447317013184747;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1371,85;0,2093192748782235;0,7906807251217765;0,0055501114105142866;0,0003087081239893889;0,2726607311232585;0,005189811519251007;0,005887329379242687;0,08361738075521487;0,0004481010776741179;0,6222380695856622;0,00047012548495787903;0,0022479149625575646;0,001381716577677612;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2093192748782235;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2093192748782235;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,25687619224780867;0,06994631923016895;0,6556607492846062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1366,85;0,44349381266426285;0,5565061873357371;0,005576827308031497;0,0004275239805326402;0,2772907772139339;0,004973467096171195;0,006612828323584055;0,0878809078056485;0,0005609614091005539;0,6119404662492894;0,0006679511460352815;0,002461903535513868;0,0016063859321593782;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,44349381266426285;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,23417453778603936;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,26165761642558866;0,07348528353248321;0,6467099016889942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1361,85;0,5922718966223782;0,4077281033776218;0,005588604376832286;0,0005707278158643056;0,28141442008050355;0,004771051342500624;0,007327657802138887;0,09190087262414862;0,0006864810292167083;0,6023022867528677;0,0009116829407244408;0,002688475957641988;0,0018377392775610567;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5922718966223782;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,14877808395811537;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,26598988501143145;0,07686414654036453;0,6383540114615661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1356,85;0,6911288943331881;0,30887110566681186;0,005587604298298269;0,0007388595075663737;0,2850908310432072;0,004582456539022517;0,008026894011257606;0,09568171614266133;0,0008239002840202006;0,5932654730035123;0,001203474783830967;0,002924891582242188;0,0020738988043809176;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6911288943331881;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09885699771080995;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,2699277560392617;0,08008791708424036;0,6305371180782412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1351,85;0,7593437868558931;0,2406562131441069;0,005575694363385031;0,0009320057591137275;0,2883710820197377;0,004407313580747808;0,008706851995862974;0,0992303102098382;0,0009723712091114144;0,5847778077945385;0,0015446035237148342;0,0031686814949797733;0,002313278048969925;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7593437868558931;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,068214892522705;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,27351839063499306;0,08316258463165752;0,6232092183112196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
