T, °C;доля твёрдого;точка посчитана;x(LIQUID,AL);x(LIQUID,C);x(LIQUID,CR);x(LIQUID,FE);x(LIQUID,MN);x(LIQUID,MO);x(LIQUID,NB);x(LIQUID,NI);x(LIQUID,S);x(LIQUID,SI);x(LIQUID,TI);накоплено FCC_A1;накоплено MNS_Q;накоплено SIGMA;накоплено TI4C2S2;накоплено TIS
1359,01220703125;0,6178391286115736;True;0,005611339981344515;0,0006113079981567237;0,2842011528260657;0,004647059423077953;0,007722640537419552;0,09434306914425603;0,0007372718610298048;0,5963988559236326;0,0009726762285009409;0,0028008814659697314;0,0019537446105465056;0,6178391286115736;0,0;0,0;0,0;0,0
1358,51220703125;0,6274100849478438;True;0,005611752167375546;0,0006260271334258707;0,2845859835722413;0,0046276501725874275;0,007793135028779849;0,0947311228162101;0,0007501911393021169;0,5954750990323416;0,0009976619508318952;0,0028243514552507235;0,001977025531653715;0,6274100849478438;0,0;0,0;0,0;0,0
1358,01220703125;0,6366555806764761;True;0,005612043676742421;0,000640958895153618;0,28496670376590755;0,004608367251944398;0,0078635028990184;0,0951170308865465;0,0007632219200825356;0,5945568306486437;0,0010230479630101103;0,002847933371443508;0,0020003587215074456;0,6366555806764761;0,0;0,0;0,0;0,0
1357,51220703125;0,6455891780352984;True;0,00561221627892556;0,0006561036792803554;0,2853433612815534;0,004589210478509911;0,007933740331420422;0,09550079706919358;0,0007763636694581613;0,5936440036085624;0,001048835790753847;0,002871625049842872;0,0020237427624992792;0,6455891780352984;0,0;0,0;0,0;0,0
1357,01220703125;0,6542237785218482;True;0,005612271717557201;0,0006714618513740687;0,28571600329430513;0,0045701796483930005;0,008003843600633154;0,09588242525269339;0,0007896158455875156;0,5927365712827524;0,0010750269057442576;0,0028954243439933596;0,002047176256966624;0,6542237785218482;0,0;0,0;0,0;0,0
1356,51220703125;0,6625716595461747;True;0,005612211718473095;0,0006870337482941892;0,2860846762776742;0,004551274537443088;0,008073809071399117;0,09626191949404632;0,0008029778990399248;0,5918344875756579;0,0011016227261754095;0,0029193291248259994;0,0020706578269706778;0,6625716595461747;0,0;0,0;0,0;0,0
1356,01220703125;0,6706445087195994;True;0,005612037981907496;0,0007028196773103583;0,2864494260289377;0,004532494901973607;0,008143633197297096;0,09663928401635379;0,000816449273077335;0,5909377069108066;0,0011286246170756657;0,002943337280998354;0,0020941861142622503;0,6706445087195994;0,0;0,0;0,0;0,0
1355,51220703125;0,6784534560248009;True;0,005611752178879439;0,0007188199171196239;0,28681029768458544;0,004513840479388158;0,008213312519006338;0,0970145232068531;0,0008300294038232361;0,5900461842210777;0,0011560338906772896;0,0029674467185615374;0,0021177597800280034;0,6784534560248009;0,0;0,0;0,0;0,0
1355,01220703125;0,6860091041299294;True;0,0056113559618202235;0,000735034719103999;0,28716733571813874;0,004495310988943703;0,008282843663488785;0,09738764160617402;0,0008437177207235127;0,5891598749492117;0,0011838518068344771;0,0029916553604263257;0,0021413775051344784;0,6860091041299294;0,0;0,0;0,0;0,0
1354,51220703125;0,6933215568021475;True;0,005610850960644637;0,000751464305993444;0,28752058395940594;0,004476906132407555;0,008352223342426444;0,09775864390920155;0,0008575136466960863;0,58827873503378;0,0012120795734822851;0,003015961146198731;0,002165037989763328;0,6933215568021475;0,0;0,0;0,0;0,0
