T, °C;доля твёрдого;точка посчитана;x(LIQUID,AL);x(LIQUID,C);x(LIQUID,CR);x(LIQUID,FE);x(LIQUID,MN);x(LIQUID,MO);x(LIQUID,NB);x(LIQUID,NI);x(LIQUID,S);x(LIQUID,SI);x(LIQUID,TI);накоплено FCC_A1;накоплено MNS_Q;накоплено SIGMA;накоплено TIS
1363,22216796875;0,6046620404097304;True;0,005630059775703443;0,0005924903728476757;0,28482353298603624;0,004692297434608097;0,003060447729771986;0,09387536830403213;0,000720638255806971;0,6009770751675292;0,000940451471969864;0,002764908866574891;0,0019227296351197337;0,6046620404097304;0,0;0,0;0,0
1362,72216796875;0,6152393034568402;True;0,0056312487413604315;0,0006077661810824685;0,285274427589574;0,00467211993918968;0,0030906546281552183;0,09428968854032817;0,0007341524723173676;0,5999969784843442;0,0009663049132831763;0,0027894385884954568;0,0019472199218699463;0,6152393034568402;0,0;0,0;0,0
1362,22216796875;0,6254308488059872;True;0,00563229628458371;0,0006232758287591752;0,2857206226620999;0,004652080217285827;0,0031208043573342486;0,09470153731745191;0,0007477898924810179;0,5990231357957888;0,0009925967899849803;0,00281409661275257;0,0019717642414779114;0,6254308488059872;0,0;0,0;0,0
1361,72216796875;0,635253903040436;True;0,005633204540284019;0,0006390196293077129;0,28616217365912927;0,004632178131456499;0,0031508949392960958;0,09511091864068374;0,0007615497900468148;0,5980554911126754;0,0010193285847525328;0,0028388802150988417;0,0019963607572691605;0,635253903040436;0,0;0,0;0,0
1361,22216796875;0,6447247949044572;True;0,005633975619486409;0,0006549978569399495;0,28659913523748276;0,00461241351372876;0,0031809244482903015;0,09551783680490004;0,0007754314288462294;0,5970939890238415;0,0010465017071229394;0,0028637866979876604;0,002021007661373458;0,6447247949044572;0,0;0,0;0,0
1360,72216796875;0,6538590084656288;True;0,00563461160055453;0,0006712107478718164;0,2870315612682102;0,004592786166376354;0,0032108910103167817;0,09592229639098075;0,0007894340634785807;0,596138574692396;0,0010741174945027333;0,0028888133902548793;0,0020457031750574003;0,6538590084656288;0,0;0,0;0,0
1360,22216796875;0,662671232588281;True;0,005635114533557454;0,0006876584995891717;0,2874595048558979;0,004573295863388605;0,0032407928020802123;0,09632430225487536;0,0008035569394975212;0,5951891938433137;0,001102177212678283;0,0029139576469080185;0,0020704455482136483;0,662671232588281;0,0;0,0;0,0
1359,72216796875;0,6711754073798547;True;0,005635486443549224;0,0007043412723194446;0,28788301833947355;0,00455394235138663;0,003270628050460427;0,09672385951770454;0,0008177992941662397;0,5942457927657454;0,0011306820570504094;0,002939216848448669;0,0020952330596954298;0,6711754073798547;0,0;0,0;0,0
1359,22216796875;0,679384767431346;True;0,005635729319408123;0,0007212591894231379;0,2883021533201314;0,004534725350770879;0,0033003950314619986;0,09712097356387793;0,0008321603566240305;0,5933083182974264;0,0011596331530747037;0,0029645884010616693;0,0021200640167399125;0,679384767431346;0,0;0,0;0,0
1358,8055013020835;0,686000127466417;True;0,005635843378101704;0,0007355177589248965;0,2886483601554301;0,004518808753389074;0,0033251477365850847;0,09745014773683591;0,0008442074463289716;0,5925313173042553;0,0011840643079285389;0,002985803778126917;0,0021407816440933143;0,686000127466417;0,0;0,0;0,0
