"marka","klyuch_zamorozki","baza","sha256_tdb","porog","nabor","pdens","vremya_s","T_sol_zamorozka_K","T_liq_zamorozka_K","T_sol_K","T_liq_K","polnyj_nabor_ponadobilsya","nabor_faz","fazy_pod_solidusom","zamechaniya","dT_sol_K","dT_liq_K"
"08Х21Н6М2Т","5-6|08Х21Н6М2Т","mc_fe","def6c6862458e879b75cabb32e3bfc93a674f981df7c89e5f0e6e40c246620ed","1e-06","sloj","200","82.2","1687.4","1731.9","1669.1","1726.9","False","LIQUID FCC_A1 BCC_A2 HCP_A3","BCC_A2","сторож движущей силы: проверено 106 из 106 пар «фаза-температура» (2 точки, 53 исключённых фаз); минимум 1023 Дж/моль у BCC_B2","-18.3","-5.0"
