Фаза,Что это,"Первое появление, °C","Доля при первом появлении, %","Максимальная доля, %","Конечная доля, %"
BCC_A2,феррит / ОЦК,1480.0,0.4715769085953224,71.01083723224339,71.01083723224339
FCC_A1,аустенит / ГЦК,1400.0,5.134283571407662,26.825151994819635,26.825151994819635
M7C3,,1285.736252611708,2.164010772560403,2.164010772560403,2.164010772560403
